id,name,type,lat,lon,region,catalog_status,evaluation_mode,event_time,magnitude,magnitude_label
S1237b,S1237b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-05-20 23:37:51.098952 UTC,,Magnitude not reported
S1237a,S1237a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-05-20 23:08:41.115997 UTC,2.6,MW 2.6
S1235a,S1235a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-05-18 19:45:44.84616 UTC,2.7,MW 2.7
S1223a,S1223a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Manual,2022-05-06 09:01:56.031485 UTC,2.9,MW 2.9
S1197a,S1197a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-04-09 22:05:52.41687 UTC,3.6,MW 3.6
S1193a,S1193a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-04-05 15:37:13.105278 UTC,,Magnitude not reported
S1192a,S1192a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-04-04 23:06:52.616746 UTC,2.0,MW 2.0
T1192a,T1192a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-04-04 19:02:58.426 UTC,,Magnitude not reported
T1187a,T1187a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-30 20:03:12.767 UTC,,Magnitude not reported
T1186a,T1186a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-29 12:26:53.867 UTC,,Magnitude not reported
T1185a,T1185a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-28 11:49:27.167 UTC,,Magnitude not reported
S1184a,S1184a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-27 17:10:23.699469 UTC,,Magnitude not reported
T1181a,T1181a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-24 09:08:42.317 UTC,,Magnitude not reported
T1180a,T1180a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-23 08:10:45.91 UTC,,Magnitude not reported
T1178a,T1178a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-21 07:04:10.321 UTC,,Magnitude not reported
S1177a,S1177a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-20 07:40:49.671332 UTC,,Magnitude not reported
T1176a,T1176a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-19 05:33:21.821 UTC,,Magnitude not reported
S1175a,S1175a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-18 12:10:04.677241 UTC,,Magnitude not reported
T1175b,T1175b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-18 05:06:52.471 UTC,,Magnitude not reported
T1175a,T1175a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-17 23:03:28.621 UTC,,Magnitude not reported
T1174a,T1174a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-17 04:09:16.945 UTC,,Magnitude not reported
T1173a,T1173a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-16 03:21:23.695 UTC,,Magnitude not reported
T1172a,T1172a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-15 02:59:13.295 UTC,,Magnitude not reported
S1171c,S1171c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-14 06:08:38.788798 UTC,2.0,MW 2.0
S1171b,S1171b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-14 05:15:37.311062 UTC,1.5,MW 1.5
S1171a,S1171a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-14 04:58:09.838975 UTC,,Magnitude not reported
T1171a,T1171a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-14 01:55:05.607 UTC,,Magnitude not reported
T1170b,T1170b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-13 04:10:41.257 UTC,,Magnitude not reported
T1170a,T1170a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-13 01:19:56.207 UTC,,Magnitude not reported
S1168a,S1168a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-11 01:47:38.342295 UTC,2.1,MW 2.1
T1167a,T1167a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-09 21:35:22.692 UTC,,Magnitude not reported
S1166b,S1166b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-09 05:56:49.21622 UTC,2.0,MW 2.0
S1165a,S1165a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-08 01:55:08.234213 UTC,1.8,MW 1.8
S1163a,S1163a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-06 02:29:13.668752 UTC,2.1,MW 2.1
T1163a,T1163a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-05 23:34:24.969 UTC,,Magnitude not reported
S1162a,S1162a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-05 02:38:29.177919 UTC,,Magnitude not reported
T1162a,T1162a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-04 22:42:56.519 UTC,,Magnitude not reported
T1161a,T1161a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-03 22:54:19.119 UTC,,Magnitude not reported
T1160a,T1160a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-02 18:12:50.619 UTC,,Magnitude not reported
S1160a,S1160a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-03-02 06:51:40.637485 UTC,1.9,MW 1.9
T1159a,T1159a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-03-01 21:27:37.427 UTC,,Magnitude not reported
S1157d,S1157d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-27 20:19:25.816702 UTC,,Magnitude not reported
T1157a,T1157a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-27 19:57:06.827 UTC,,Magnitude not reported
S1157c,S1157c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Manual,2022-02-27 04:41:25.40876 UTC,,Magnitude not reported
S1157b,S1157b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Manual,2022-02-27 02:35:12.141756 UTC,,Magnitude not reported
S1157a,S1157a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-27 01:02:36.620313 UTC,3.8,MW 3.8
S1156b,S1156b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-26 23:13:47.27946 UTC,,Magnitude not reported
T1156a,T1156a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-26 19:24:56.727 UTC,,Magnitude not reported
S1156a,S1156a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-26 19:07:56.059846 UTC,,Magnitude not reported
T1155c,T1155c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-25 22:10:01.927 UTC,,Magnitude not reported
T1155b,T1155b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-25 17:50:19.977 UTC,,Magnitude not reported
T1155a,T1155a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-25 15:00:54.427 UTC,,Magnitude not reported
T1154b,T1154b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-24 17:50:35.908 UTC,,Magnitude not reported
T1154a,T1154a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-24 14:16:41.258 UTC,,Magnitude not reported
S1153a,S1153a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-23 21:00:32.548262 UTC,3.0,MW 3.0
T1153c,T1153c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-23 16:38:34.258 UTC,,Magnitude not reported
T1153b,T1153b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-23 14:47:10.658 UTC,,Magnitude not reported
T1153a,T1153a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-23 13:51:56.258 UTC,,Magnitude not reported
T1152a,T1152a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-22 12:59:43.217 UTC,,Magnitude not reported
S1151b,S1151b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-21 16:30:51.353286 UTC,1.8,MW 1.8
S1151a,S1151a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-21 13:37:49.474644 UTC,,Magnitude not reported
T1151a,T1151a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-21 12:23:01.067 UTC,,Magnitude not reported
T1150a,T1150a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-20 11:52:15.817 UTC,,Magnitude not reported
S1149a,S1149a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-19 17:55:32.930969 UTC,2.1,MW 2.1
T1149b,T1149b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-19 15:18:42.028 UTC,,Magnitude not reported
T1149a,T1149a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-19 10:59:34.078 UTC,,Magnitude not reported
S1148b,S1148b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-18 17:54:02.315339 UTC,,Magnitude not reported
S1148a,S1148a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-18 16:36:42.757753 UTC,1.9,MW 1.9
T1148a,T1148a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-18 10:16:25.228 UTC,,Magnitude not reported
T1147c,T1147c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-17 16:43:18.828 UTC,,Magnitude not reported
T1147b,T1147b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-17 09:45:51.578 UTC,,Magnitude not reported
T1147a,T1147a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-17 08:21:19.828 UTC,,Magnitude not reported
S1146a,S1146a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-16 13:41:14.918181 UTC,,Magnitude not reported
T1146a,T1146a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-16 08:57:09.428 UTC,,Magnitude not reported
T1145a,T1145a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-15 08:29:05.928 UTC,,Magnitude not reported
T1144b,T1144b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-14 10:59:14.682 UTC,,Magnitude not reported
S1144a,S1144a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-14 08:08:49.527418 UTC,,Magnitude not reported
T1144a,T1144a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-14 07:48:56.032 UTC,,Magnitude not reported
T1143b,T1143b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-13 10:22:22.432 UTC,,Magnitude not reported
T1143a,T1143a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-13 07:11:29.682 UTC,,Magnitude not reported
S1143a,S1143a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-13 06:37:30.057436 UTC,1.7,MW 1.7
T1142b,T1142b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-12 12:44:18.382 UTC,,Magnitude not reported
T1142a,T1142a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-12 09:25:57.282 UTC,,Magnitude not reported
T1140b,T1140b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-10 08:14:39.632 UTC,,Magnitude not reported
T1140a,T1140a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-10 05:01:41.282 UTC,,Magnitude not reported
T1139b,T1139b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-09 07:33:52.408 UTC,,Magnitude not reported
T1139a,T1139a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-09 04:37:18.008 UTC,,Magnitude not reported
S1138b,S1138b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-08 10:24:00.043775 UTC,,Magnitude not reported
S1138a,S1138a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-08 05:12:16.352747 UTC,,Magnitude not reported
T1138a,T1138a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-08 03:45:14.708 UTC,,Magnitude not reported
S1138c,S1138c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-07 12:41:49.687458 UTC,1.9,MW 1.9
S1137b,S1137b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-07 10:33:40.295458 UTC,1.8,MW 1.8
S1137a,S1137a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-07 09:36:05.955917 UTC,,Magnitude not reported
T1137a,T1137a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-07 05:39:57.058 UTC,,Magnitude not reported
S1136a,S1136a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-06 10:16:50.893425 UTC,1.9,MW 1.9
T1136a,T1136a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-06 02:42:39.358 UTC,,Magnitude not reported
S1135e,S1135e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 08:25:37.384126 UTC,,Magnitude not reported
S1135d,S1135d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 07:18:37.068768 UTC,1.9,MW 1.9
S1135f,S1135f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 05:14:31.510119 UTC,,Magnitude not reported
T1135a,T1135a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-05 04:53:47.708 UTC,,Magnitude not reported
S1135c,S1135c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 04:34:04.201673 UTC,1.5,MW 1.5
S1135b,S1135b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 03:06:20.193076 UTC,,Magnitude not reported
S1135a,S1135a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-05 00:56:41.186063 UTC,,Magnitude not reported
T1134d,T1134d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-04 08:21:24.879 UTC,,Magnitude not reported
T1134c,T1134c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-04 04:49:38.829 UTC,,Magnitude not reported
S1134c,S1134c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-04 03:37:26.526018 UTC,1.8,MW 1.8
S1134b,S1134b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-04 02:53:45.608804 UTC,1.7,MW 1.7
T1134b,T1134b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-04 01:42:36.429 UTC,,Magnitude not reported
T1134a,T1134a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-04 01:14:24.029 UTC,,Magnitude not reported
S1134a,S1134a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-03 09:54:15.92368 UTC,,Magnitude not reported
S1133b,S1133b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-03 05:54:11.154068 UTC,1.9,MW 1.9
T1133c,T1133c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-03 05:25:27.129 UTC,,Magnitude not reported
S1133a,S1133a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-03 04:50:55.708284 UTC,,Magnitude not reported
T1133b,T1133b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-03 03:12:56.729 UTC,,Magnitude not reported
T1133a,T1133a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-03 01:55:45.729 UTC,,Magnitude not reported
T1132b,T1132b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-02 03:28:08.279 UTC,,Magnitude not reported
T1132a,T1132a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-02 00:09:41.879 UTC,,Magnitude not reported
S1132a,S1132a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-01 08:32:26.427681 UTC,2.2,MW 2.2
S1131c,S1131c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-01 03:48:26.83923 UTC,,Magnitude not reported
T1131b,T1131b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-01 02:57:44.929 UTC,,Magnitude not reported
T1131a,T1131a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-02-01 02:20:07.229 UTC,,Magnitude not reported
S1131b,S1131b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-01 01:00:13.490547 UTC,,Magnitude not reported
S1131a,S1131a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-02-01 00:08:17.434493 UTC,,Magnitude not reported
T1130c,T1130c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-31 01:40:34.879 UTC,,Magnitude not reported
S1130a,S1130a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-31 00:52:17.047177 UTC,,Magnitude not reported
T1130b,T1130b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-30 22:38:46.679 UTC,,Magnitude not reported
T1130a,T1130a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-30 21:55:28.079 UTC,,Magnitude not reported
S1129a,S1129a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-30 05:10:38.578688 UTC,1.8,MW 1.8
T1129b,T1129b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-30 03:19:43.07 UTC,,Magnitude not reported
T1129a,T1129a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-30 01:44:09.12 UTC,,Magnitude not reported
S1106a,S1106a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-06 14:53:18.310024 UTC,2.2,MW 2.2
T1106b,T1106b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-06 10:11:34.799 UTC,,Magnitude not reported
T1106a,T1106a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-06 08:53:21.499 UTC,,Magnitude not reported
S1105d,S1105d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-05 10:14:26.598864 UTC,1.8,MW 1.8
S1105c,S1105c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-05 09:05:02.235771 UTC,1.8,MW 1.8
T1105a,T1105a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-05 08:34:00.749 UTC,,Magnitude not reported
S1105b,S1105b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-05 08:23:53.19083 UTC,1.9,MW 1.9
S1105a,S1105a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-05 07:59:04.008824 UTC,1.9,MW 1.9
S1104c,S1104c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-04 10:20:48.451681 UTC,1.9,MW 1.9
S1104b,S1104b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-04 10:04:41.418305 UTC,,Magnitude not reported
T1104d,T1104d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-04 08:30:27.076 UTC,,Magnitude not reported
T1104c,T1104c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-04 08:12:08.176 UTC,,Magnitude not reported
T1104b,T1104b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-04 08:07:12.876 UTC,,Magnitude not reported
T1104a,T1104a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-04 07:06:59.326 UTC,,Magnitude not reported
S1104a,S1104a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-04 06:55:49.995725 UTC,,Magnitude not reported
S1103b,S1103b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-03 12:04:57.990541 UTC,,Magnitude not reported
S1103a,S1103a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-03 11:29:00.240378 UTC,,Magnitude not reported
T1103d,T1103d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-03 09:01:08.376 UTC,,Magnitude not reported
T1103c,T1103c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-03 07:55:08.826 UTC,,Magnitude not reported
T1103b,T1103b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-03 07:19:20.626 UTC,,Magnitude not reported
T1103a,T1103a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-03 07:11:31.526 UTC,,Magnitude not reported
T1102e,T1102e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-02 08:58:38.276 UTC,,Magnitude not reported
T1102d,T1102d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-02 08:01:42.926 UTC,,Magnitude not reported
S1102b,S1102b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-02 07:41:13.320193 UTC,,Magnitude not reported
T1102c,T1102c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-02 07:33:02.826 UTC,,Magnitude not reported
T1102b,T1102b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-02 06:59:35.426 UTC,,Magnitude not reported
T1102a,T1102a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-02 06:45:04.776 UTC,,Magnitude not reported
T1101c,T1101c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-01 08:48:59.726 UTC,,Magnitude not reported
T1101b,T1101b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-01 06:18:36.226 UTC,,Magnitude not reported
S1101a,S1101a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2022-01-01 06:09:48.711271 UTC,1.9,MW 1.9
T1101a,T1101a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2022-01-01 03:29:58.326 UTC,,Magnitude not reported
S1100b,S1100b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-31 06:50:44.84165 UTC,1.9,MW 1.9
T1100c,T1100c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-31 05:50:42.276 UTC,,Magnitude not reported
T1100b,T1100b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-31 05:33:06.626 UTC,,Magnitude not reported
T1100a,T1100a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-31 05:07:08.926 UTC,,Magnitude not reported
S1100a,S1100a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-31 05:00:20.69165 UTC,,Magnitude not reported
T1099c,T1099c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-30 05:46:54.008 UTC,,Magnitude not reported
T1099b,T1099b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-30 05:12:49.758 UTC,,Magnitude not reported
T1099a,T1099a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-30 04:40:57.108 UTC,,Magnitude not reported
S1099a,S1099a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-29 10:27:45.873548 UTC,,Magnitude not reported
S1098b,S1098b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-29 08:34:04.028786 UTC,2.1,MW 2.1
S1098a,S1098a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-29 06:56:31.309255 UTC,2.2,MW 2.2
T1098c,T1098c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-29 05:32:58.758 UTC,,Magnitude not reported
T1098b,T1098b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-29 04:39:34.658 UTC,,Magnitude not reported
T1098a,T1098a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-29 03:47:44.808 UTC,,Magnitude not reported
S1097f,S1097f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-28 07:29:22.813278 UTC,1.9,MW 1.9
T1097e,T1097e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-28 05:03:38.308 UTC,,Magnitude not reported
T1097d,T1097d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-28 04:03:35.558 UTC,,Magnitude not reported
S1097d,S1097d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-28 03:52:11.345194 UTC,,Magnitude not reported
T1097c,T1097c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-28 03:45:15.258 UTC,,Magnitude not reported
