id,name,type,lat,lon,region,catalog_status,evaluation_mode,event_time,magnitude,magnitude_label
T0470b,T0470b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-23 21:05:23.0000 UTC,,Magnitude not reported
T0470a,T0470a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-23 20:20:22.0000 UTC,,Magnitude not reported
T0469b,T0469b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-22 20:57:15.474 UTC,,Magnitude not reported
T0469a,T0469a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-22 20:41:42.0000 UTC,,Magnitude not reported
T0468d,T0468d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-21 22:32:32.0000 UTC,,Magnitude not reported
T0468c,T0468c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-21 21:45:37.743 UTC,,Magnitude not reported
T0468b,T0468b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-21 20:32:20.0000 UTC,,Magnitude not reported
T0468a,T0468a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-21 20:17:11.0000 UTC,,Magnitude not reported
T0467d,T0467d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-20 21:43:03.0000 UTC,,Magnitude not reported
T0467c,T0467c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-20 20:56:28.116 UTC,,Magnitude not reported
T0467b,T0467b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-20 19:30:33.266 UTC,,Magnitude not reported
T0467a,T0467a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-20 18:57:15.0000 UTC,,Magnitude not reported
S0467a,S0467a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-20 18:11:03.0000 UTC,1.8,MW 1.8
S0466b,S0466b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-19 21:18:52.822331 UTC,,Magnitude not reported
S0466a,S0466a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-19 20:55:53.5738 UTC,,Magnitude not reported
T0466a,T0466a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-19 20:44:53.0000 UTC,,Magnitude not reported
T0465a,T0465a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-18 19:13:23.107 UTC,,Magnitude not reported
T0464a,T0464a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-17 18:47:23.76 UTC,,Magnitude not reported
T0463a,T0463a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-16 17:13:46.0000 UTC,,Magnitude not reported
S0462b,S0462b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-15 18:40:01.836468 UTC,,Magnitude not reported
S0462a,S0462a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-15 18:05:53.881007 UTC,,Magnitude not reported
T0462c,T0462c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-15 16:44:36.0000 UTC,,Magnitude not reported
T0462b,T0462b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-15 16:37:00.232 UTC,,Magnitude not reported
T0462a,T0462a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-15 16:06:05.0000 UTC,,Magnitude not reported
T0461f,T0461f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-14 16:29:36.0000 UTC,,Magnitude not reported
T0461e,T0461e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-14 16:03:15.0000 UTC,,Magnitude not reported
T0461d,T0461d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-14 15:54:56.0000 UTC,,Magnitude not reported
T0461c,T0461c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-14 15:45:13.0000 UTC,,Magnitude not reported
T0461b,T0461b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-14 15:19:19.0000 UTC,,Magnitude not reported
S0461f,S0461f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-14 13:53:40.704233 UTC,,Magnitude not reported
T0461a,T0461a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-14 13:27:06.0000 UTC,,Magnitude not reported
T0460d,T0460d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-13 19:14:59.0000 UTC,,Magnitude not reported
T0460c,T0460c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-13 16:40:52.0000 UTC,,Magnitude not reported
T0460b,T0460b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-13 15:11:45.423 UTC,,Magnitude not reported
T0460a,T0460a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-13 12:32:38.0000 UTC,,Magnitude not reported
S0460a,S0460a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-12 20:30:48.0000 UTC,1.8,MW 1.8
T0459e,T0459e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-12 16:31:26.0000 UTC,,Magnitude not reported
T0459d,T0459d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-12 15:55:50.0000 UTC,,Magnitude not reported
T0459c,T0459c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-12 15:33:08.0000 UTC,,Magnitude not reported
T0459b,T0459b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-12 14:36:27.0000 UTC,,Magnitude not reported
T0459a,T0459a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-12 12:39:40.0000 UTC,,Magnitude not reported
S0458b,S0458b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-11 18:18:05.0000 UTC,2.0,MW 2.0
S0458a,S0458a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-11 17:48:39.0000 UTC,1.6,MW 1.6
T0458d,T0458d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-11 15:23:05.0000 UTC,,Magnitude not reported
S0458d,S0458d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-11 14:37:57.328556 UTC,,Magnitude not reported
T0458c,T0458c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-11 14:20:16.0000 UTC,,Magnitude not reported
T0458b,T0458b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-11 14:01:52.0000 UTC,,Magnitude not reported
T0458a,T0458a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-11 13:21:40.0000 UTC,,Magnitude not reported
T0457b,T0457b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-10 13:35:31.0000 UTC,,Magnitude not reported
T0457a,T0457a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-10 13:23:05.857 UTC,,Magnitude not reported
T0456c,T0456c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-09 13:51:04.0000 UTC,,Magnitude not reported
T0456b,T0456b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-09 12:53:46.0000 UTC,,Magnitude not reported
T0456a,T0456a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-09 12:50:04.819 UTC,,Magnitude not reported
T0455a,T0455a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-08 12:30:03.426 UTC,,Magnitude not reported
T0454d,T0454d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-07 12:52:10.0000 UTC,,Magnitude not reported
T0454c,T0454c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-07 12:08:02.487 UTC,,Magnitude not reported
T0454b,T0454b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-07 11:48:05.0000 UTC,,Magnitude not reported
T0454a,T0454a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-07 11:04:44.0000 UTC,,Magnitude not reported
S0453a,S0453a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-06 14:27:56.94058 UTC,,Magnitude not reported
T0453e,T0453e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-06 12:03:47.0000 UTC,,Magnitude not reported
T0453d,T0453d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-06 11:33:10.0000 UTC,,Magnitude not reported
T0453c,T0453c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-06 11:26:44.482 UTC,,Magnitude not reported
T0453b,T0453b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-06 11:14:20.0000 UTC,,Magnitude not reported
T0453a,T0453a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-06 10:42:01.0000 UTC,,Magnitude not reported
T0452b,T0452b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-05 12:22:22.0000 UTC,,Magnitude not reported
T0452a,T0452a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-05 10:51:08.218 UTC,,Magnitude not reported
T0451b,T0451b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-04 10:25:30.38 UTC,,Magnitude not reported
T0451a,T0451a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-04 10:00:55.0000 UTC,,Magnitude not reported
S0450a,S0450a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-03 10:46:52.827483 UTC,,Magnitude not reported
T0450d,T0450d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-03 09:44:07.0000 UTC,,Magnitude not reported
T0450c,T0450c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-03 08:47:36.202 UTC,,Magnitude not reported
T0450b,T0450b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-03 08:30:05.0000 UTC,,Magnitude not reported
T0450a,T0450a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-03 08:12:32.0000 UTC,,Magnitude not reported
T0449e,T0449e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-02 09:54:22.0000 UTC,,Magnitude not reported
T0449d,T0449d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-02 09:23:03.254 UTC,,Magnitude not reported
T0449c,T0449c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-02 08:37:07.0000 UTC,,Magnitude not reported
T0449b,T0449b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-02 08:04:41.0000 UTC,,Magnitude not reported
T0449a,T0449a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-02 07:49:10.804 UTC,,Magnitude not reported
S0448a,S0448a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-03-01 12:25:03.0000 UTC,2.0,MW 2.0
T0448c,T0448c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-01 08:29:07.0000 UTC,,Magnitude not reported
T0448b,T0448b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-03-01 07:11:48.611 UTC,,Magnitude not reported
T0448a,T0448a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-03-01 06:55:51.0000 UTC,,Magnitude not reported
T0447c,T0447c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-29 08:13:08.0000 UTC,,Magnitude not reported
T0447b,T0447b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-29 07:04:01.175 UTC,,Magnitude not reported
T0447a,T0447a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-29 06:51:02.175 UTC,,Magnitude not reported
T0446d,T0446d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-28 07:09:38.0000 UTC,,Magnitude not reported
T0446c,T0446c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-28 07:06:57.754 UTC,,Magnitude not reported
T0446b,T0446b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-28 05:31:20.0000 UTC,,Magnitude not reported
T0446a,T0446a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-27 12:59:52.0000 UTC,,Magnitude not reported
S0446a,S0446a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-27 11:30:00.0000 UTC,1.9,MW 1.9
T0445b,T0445b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-27 06:40:16.642 UTC,,Magnitude not reported
T0445a,T0445a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-27 05:04:53.0000 UTC,,Magnitude not reported
T0444d,T0444d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-26 05:54:15.0000 UTC,,Magnitude not reported
T0444c,T0444c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-26 05:29:45.0000 UTC,,Magnitude not reported
T0444b,T0444b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-26 04:52:29.0000 UTC,,Magnitude not reported
T0444a,T0444a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-26 04:09:58.519 UTC,,Magnitude not reported
T0443d,T0443d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-25 05:13:27.0000 UTC,,Magnitude not reported
T0443c,T0443c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-25 04:35:36.676 UTC,,Magnitude not reported
T0443b,T0443b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-25 04:15:46.026 UTC,,Magnitude not reported
T0443a,T0443a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-25 03:34:28.0000 UTC,,Magnitude not reported
S0443b,S0443b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-25 02:52:04.405159 UTC,,Magnitude not reported
S0443a,S0443a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-24 10:12:14.852834 UTC,,Magnitude not reported
T0442f,T0442f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-24 04:35:25.0000 UTC,,Magnitude not reported
T0442e,T0442e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-24 03:53:11.0000 UTC,,Magnitude not reported
T0442d,T0442d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-24 03:52:04.0000 UTC,,Magnitude not reported
T0442c,T0442c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-24 03:38:30.0000 UTC,,Magnitude not reported
T0442b,T0442b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-24 03:36:05.0000 UTC,,Magnitude not reported
T0442a,T0442a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-24 02:54:38.291 UTC,,Magnitude not reported
T0441f,T0441f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-23 06:00:36.0000 UTC,,Magnitude not reported
T0441e,T0441e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-23 05:07:14.0000 UTC,,Magnitude not reported
T0441d,T0441d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-23 04:39:10.0000 UTC,,Magnitude not reported
T0441c,T0441c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-23 03:34:12.0000 UTC,,Magnitude not reported
T0441b,T0441b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-23 02:54:49.0000 UTC,,Magnitude not reported
T0441a,T0441a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-23 02:41:21.0000 UTC,,Magnitude not reported
T0440d,T0440d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-22 03:02:01.0000 UTC,,Magnitude not reported
S0440a,S0440a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-22 02:39:03.669646 UTC,,Magnitude not reported
T0440c,T0440c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-22 02:15:57.184 UTC,,Magnitude not reported
T0440b,T0440b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-22 02:07:52.0000 UTC,,Magnitude not reported
T0440a,T0440a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-22 02:00:47.0000 UTC,,Magnitude not reported
T0439c,T0439c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-21 01:42:56.0000 UTC,,Magnitude not reported
T0439b,T0439b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-21 01:37:52.0000 UTC,,Magnitude not reported
T0439a,T0439a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-21 01:12:05.0000 UTC,,Magnitude not reported
S0439a,S0439a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-20 08:36:09.0000 UTC,2.2,MW 2.2
T0438e,T0438e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-20 01:31:39.0000 UTC,,Magnitude not reported
T0438d,T0438d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-20 01:00:08.0000 UTC,,Magnitude not reported
T0438c,T0438c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-20 00:42:19.0000 UTC,,Magnitude not reported
T0438b,T0438b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-20 00:32:59.0000 UTC,,Magnitude not reported
T0438a,T0438a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-19 22:22:24.0000 UTC,,Magnitude not reported
T0437g,T0437g,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-19 01:09:49.0000 UTC,,Magnitude not reported
T0437f,T0437f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-19 00:22:25.0000 UTC,,Magnitude not reported
T0437e,T0437e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-19 00:19:28.0000 UTC,,Magnitude not reported
T0437d,T0437d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-19 00:13:47.38 UTC,,Magnitude not reported
T0437c,T0437c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-18 23:48:10.0000 UTC,,Magnitude not reported
T0437b,T0437b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-18 21:57:53.0000 UTC,,Magnitude not reported
T0437a,T0437a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-18 21:31:27.0000 UTC,,Magnitude not reported
S0436c,S0436c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-18 01:59:18.0000 UTC,1.9,MW 1.9
T0436e,T0436e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-18 00:57:06.0000 UTC,,Magnitude not reported
S0436b,S0436b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-18 00:32:33.0000 UTC,1.8,MW 1.8
T0436d,T0436d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-17 23:50:03.0000 UTC,,Magnitude not reported
T0436c,T0436c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-17 23:07:07.473 UTC,,Magnitude not reported
T0436b,T0436b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-17 22:59:03.0000 UTC,,Magnitude not reported
T0436a,T0436a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-17 22:13:36.0000 UTC,,Magnitude not reported
S0436a,S0436a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-17 06:25:02.41031 UTC,,Magnitude not reported
T0435g,T0435g,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-17 00:13:53.0000 UTC,,Magnitude not reported
T0435f,T0435f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-17 00:10:31.0000 UTC,,Magnitude not reported
T0435e,T0435e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-16 23:57:08.0000 UTC,,Magnitude not reported
T0435d,T0435d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-16 23:05:35.0000 UTC,,Magnitude not reported
T0435c,T0435c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-16 23:04:53.45 UTC,,Magnitude not reported
T0435b,T0435b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-16 22:22:23.0000 UTC,,Magnitude not reported
T0435a,T0435a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-16 22:16:42.0000 UTC,,Magnitude not reported
S0435a,S0435a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-16 21:07:52.935953 UTC,,Magnitude not reported
T0434e,T0434e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-15 23:45:26.0000 UTC,,Magnitude not reported
T0434d,T0434d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-15 22:35:07.0000 UTC,,Magnitude not reported
T0434c,T0434c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-15 22:25:54.0000 UTC,,Magnitude not reported
T0434b,T0434b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-15 21:50:35.0000 UTC,,Magnitude not reported
T0434a,T0434a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-15 21:35:36.0000 UTC,,Magnitude not reported
T0433g,T0433g,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-14 22:53:43.0000 UTC,,Magnitude not reported
T0433f,T0433f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-14 21:48:41.0000 UTC,,Magnitude not reported
T0433e,T0433e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-14 21:47:34.0000 UTC,,Magnitude not reported
T0433d,T0433d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-14 21:04:14.899 UTC,,Magnitude not reported
T0433c,T0433c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-14 21:02:32.0000 UTC,,Magnitude not reported
T0433b,T0433b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-14 19:39:09.0000 UTC,,Magnitude not reported
T0433a,T0433a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-14 19:15:16.0000 UTC,,Magnitude not reported
S0432a,S0432a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-14 01:52:41.0000 UTC,2.0,MW 2.0
S0432b,S0432b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-14 00:48:10.684517 UTC,,Magnitude not reported
T0432d,T0432d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-13 22:10:46.0000 UTC,,Magnitude not reported
T0432c,T0432c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-13 21:05:06.973 UTC,,Magnitude not reported
T0432b,T0432b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-13 20:24:40.0000 UTC,,Magnitude not reported
T0432a,T0432a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-13 20:23:00.0000 UTC,,Magnitude not reported
S0431c,S0431c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-13 00:25:05.978735 UTC,,Magnitude not reported
S0431b,S0431b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-12 21:55:58.0000 UTC,2.0,MW 2.0
T0431f,T0431f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-12 21:30:16.0000 UTC,,Magnitude not reported
T0431e,T0431e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-12 21:15:23.0000 UTC,,Magnitude not reported
T0431d,T0431d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-12 20:34:24.0000 UTC,,Magnitude not reported
T0431c,T0431c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2020-02-12 20:27:35.0000 UTC,,Magnitude not reported
T0431b,T0431b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-12 20:17:01.0000 UTC,,Magnitude not reported
T0431a,T0431a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Preliminary,Automatic,2020-02-12 19:52:24.0000 UTC,,Magnitude not reported
S0430d,S0430d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2020-02-11 22:07:47.375009 UTC,,Magnitude not reported
