Time	# Active Stations	ECNE (red > 0.6)	ECPN (red > 0.6)	EMFO (red > 0.6)	EPDN (red > 0.6)	EPLC (red > 0.6)	ESLN (red > 0.6)	ESPC (red > 0.6)	ESVO (red > 0.6)	
20210804_17:30	8	0	0	0	0	0	0	0	0	
20210804_17:35	8	0	0	0	0	0	0	0	0	
20210804_17:40	8	0	0	0	0	0	0	0	0	
20210804_17:45	8	0	0	0	0	0	0	0	0	
20210804_17:50	8	0	0	0	0	0	0	0	0	
20210804_17:55	8	0	0	0	0	0	0	0	0	
20210804_18:00	8	0	0	0	0	0	0	0	0	
20210804_18:05	8	0	0	0	0	0	0	0	0	
20210804_18:10	8	0	0	0	0	0	0	0	0	
20210804_18:15	8	0	0	0	0	0	0	0	0	
20210804_18:20	8	0	0	0	0	0	0	0	0	
20210804_18:25	8	0	0	0	0	0	0	0	0	
20210804_18:30	8	0	0	0	0	0	0	0	0	
20210804_18:35	8	0	0	0	0	0	0	0	0	
20210804_18:40	8	0	0	0	0	0	0	0	0	
20210804_18:45	8	0	0	0	0	0	0	0	0	
20210804_18:50	8	0	0	0	0	0	0	0	0	
20210804_18:55	8	0	0	0	0	0	0	0	0	
20210804_19:00	8	0	0	0	0	0	0	0	0	
20210804_19:05	8	0	0	0	0	0	0	0	0	
20210804_19:10	8	0	0	0	0	0	0	0	0	
20210804_19:15	8	0	0	0	0	0	0	0	0	
20210804_19:20	8	0	0	0	0	0	0	0	0	
20210804_19:25	8	0	0	0	0	0	0	0	0	
20210804_19:30	8	0	0	0	0	0	0	0	0	
20210804_19:35	8	0	0	0	0	0	0	0	0	
20210804_19:40	8	0	0	0	0	0	0	0	0	
20210804_19:45	8	0	0	0	0	0	0	0	0	
20210804_19:50	8	0	0	0	0	0	0	0	0	
20210804_19:55	8	0	0	0	0	0	0	0	0	
20210804_20:00	8	0	0	0	0	0	0	0	0	
20210804_20:05	8	0	0	0	0	0	0	0	0	
20210804_20:10	8	0	0	0	0	0	0	0	0	
20210804_20:15	8	0	0	0	0	0	0	0	0	
20210804_20:20	8	0	0	0	0	0	0	0	0	
20210804_20:25	8	0	0	0	0	0	0	0	0	
20210804_20:30	8	0	0	0	0	0	0	0	0	
20210804_20:35	8	0	0	0	0	0	0	0	0	
20210804_20:40	8	0	0	0	0	0	0	0	0	
20210804_20:45	8	0	0	0	0	0	0	0	0	
20210804_20:50	8	0	0	0	0	0	0	0	0	
20210804_20:55	8	0	0	0	0	0	0	0	0	
20210804_21:00	8	0	0	0	0	0	0	0	0	
20210804_21:05	8	0	0	0	0	0	0	0	0	
20210804_21:10	8	0	0	0	0	0	0	0	0	
20210804_21:15	8	0	0	0	0	0	0	0	0	
20210804_21:20	8	0	0	0	0	0	0	0	0	
20210804_21:25	8	0	0	0	0	0	0	0	0	
20210804_21:30	8	0	0	0	0	0	0	0	0	
20210804_21:35	8	0	0	0	0	0	0	0	0	
20210804_21:40	8	0	0	0	0	0	0	0	0	
20210804_21:45	8	0	0	0	0	0	0	0	0	
20210804_21:50	8	0	0	0	0	0	0	0	0	
20210804_21:55	8	0	0	0	0	0	0	0	0	
20210804_22:00	8	0	0	0	0	0	0	0	0	
20210804_22:05	8	0	0	0	0	0	0	0	0	
20210804_22:10	8	0	0	0	0	0	0	0	0	
20210804_22:15	8	0	0	0	0	0	0	0	0	
20210804_22:20	8	0	0	0	0	0	0	0	0	
20210804_22:25	8	0	0	0	0	0	0	0	0	
20210804_22:30	8	0	0	0	0	0	0	0	0	
20210804_22:35	8	0	0	0	0	0	0	0	0	
20210804_22:40	8	0	0	0	0	0	0	0	0	
20210804_22:45	8	0	0	0	0	0	0	0	0	
20210804_22:50	8	0	0	0	0	0	0	0	0	
20210804_22:55	8	0	0	0	0	0	0	0	0	
20210804_23:00	8	0	0	0	0	0	0	0	0	
20210804_23:05	8	0	0	0	0	0	0	0	0	
20210804_23:10	8	0	0	0	0	0	0	0	0	
20210804_23:15	8	0	0	0	0	0	0	0	0	
20210804_23:20	8	0	0	0	0	0	0	0	0	
20210804_23:25	8	0	0	0	0	0	0	0	0	
20210804_23:30	8	0	0	0	0	0	0	0	0	
20210804_23:35	8	0	0	0	0	0	0	0	0	
20210804_23:40	8	0	0	0	0	0	0	0	0	
20210804_23:45	8	0	0	0	0	0	0	0	0	
20210804_23:50	8	0	0	0	0	0	0	0	0	
20210804_23:55	8	0	0	0	0	0	0	0	0	
20210805_00:00	8	0	0	0	0	0	0	0	0	
20210805_00:05	8	0	0	0	0	0	0	0	0	
20210805_00:10	8	0	0	0	0	0	0	0	0	
20210805_00:15	8	0	0	0	0	0	0	0	0	
20210805_00:20	8	0	0	0	0	0	0	0	0	
20210805_00:25	8	0	0	0	0	0	0	0	0	
20210805_00:30	8	0	0	0	0	0	0	0	0	
20210805_00:35	8	0	0	0	0	0	0	0	0	
20210805_00:40	8	0	0	0	0	0	0	0	0	
20210805_00:45	8	0	0	0	0	0	0	0	0	
20210805_00:50	8	0	0	0	0	0	0	0	0	
20210805_00:55	8	0	0	0	0	0	0	0	0	
20210805_01:00	8	0	0	0	0	0	0	0	0	
20210805_01:05	8	0	0	0	0	0	0	0	0	
20210805_01:10	8	0	0	0	0	0	0	0	0	
20210805_01:15	8	0	0	0	0	0	0	0	0	
20210805_01:20	8	0	0	0	0	0	0	0	0	
20210805_01:25	8	0	0	0	0	0	0	0	0	
20210805_01:30	8	0	0	0	0	0	0	0	0	
20210805_01:35	8	0	0	0	0	0	0	0	0	
20210805_01:40	8	0	0	0	0	0	0	0	0	
20210805_01:45	8	0	0	0	0	0	0	0	0	
20210805_01:50	8	0	0	0	0	0	0	0	0	
20210805_01:55	8	0	0	0	0	0	0	0	0	
20210805_02:00	8	0	0	0	0	0	0	0	0	
20210805_02:05	8	0	0	0	0	0	0	0	0	
20210805_02:10	8	0	0	0	0	0	0	0	0	
20210805_02:15	8	0	0	0	0	0	0	0	0	
20210805_02:20	8	0	0	0	0	0	0	0	0	
20210805_02:25	8	0	0	0	0	0	0	0	0	
20210805_02:30	8	0	0	0	0	0	0	0	0	
20210805_02:35	8	0	0	0	0	0	0	0	0	
20210805_02:40	8	0	0	0	0	0	0	0	0	
20210805_02:45	8	0	0	0	0	0	0	0	0	
20210805_02:50	8	0	0	0	0	0	0	0	0	
20210805_02:55	8	0	0	0	0	0	0	0	0	
20210805_03:00	8	0	0	0	0	0	0	0	0	
20210805_03:05	8	0	0	0	0	0	0	0	0	
20210805_03:10	8	0	0	0	0	0	0	0	0	
20210805_03:15	8	0	0	0	0	0	0	0	0	
20210805_03:20	8	0	0	0	0	0	0	0	0	
20210805_03:25	8	0	0	0	0	0	0	0	0	
20210805_03:30	8	0	0	0	0	0	0	0	0	
20210805_03:35	8	0	0	0	0	0	0	0	0	
20210805_03:40	8	0	0	0	0	0	0	0	0	
20210805_03:45	8	0	0	0	0	0	0	0	0	
20210805_03:50	8	0	0	0	0	0	0	0	0	
20210805_03:55	8	0	0	0	0	0	0	0	0	
20210805_04:00	8	0	0	0	0	0	0	0	0	
20210805_04:05	8	0	0	0	0	0	0	0	0	
20210805_04:10	8	0	0	0	0	0	0	0	0	
20210805_04:15	8	0	0	0	0	0	0	0	0	
20210805_04:20	8	0	0	0	0	0	0	0	0	
20210805_04:25	8	0	0	0	0	0	0	0	0	
20210805_04:30	8	0	0	0	0	0	0	0	0	
20210805_04:35	8	0	0	0	0	0	0	0	0	
20210805_04:40	8	0	0	0	0	0	0	0	0	
20210805_04:45	8	0	0	0	0	0	0	0	0	
20210805_04:50	8	0	0	0	0	0	0	0	0	
20210805_04:55	8	0	0	0	0	0	0	0	0	
20210805_05:00	8	0	0	0	0	0	0	0	0	
20210805_05:05	8	0	0	0	0	0	0	0	0	
20210805_05:10	8	0	0	0	0	0	0	0	0	
20210805_05:15	8	0	0	0	0	0	0	0	0	
20210805_05:20	8	0	0	0	0	0	0	0	0	
20210805_05:25	8	0	0	0	0	0	0	0	0	
20210805_05:30	8	0	0	0	0	0	0	0	0	
20210805_05:35	8	0	0	0	0	0	0	0	0	
20210805_05:40	8	0	0	0	0	0	0	0	0	
20210805_05:45	8	0	0	0	0	0	0	0	0	
20210805_05:50	8	0	0	0	0	0	0	0	0	
20210805_05:55	8	0	0	0	0	0	0	0	0	
20210805_06:00	8	0	0	0	0	0	0	0	0	
20210805_06:05	8	0	0	0	0	0	0	0	0	
20210805_06:10	8	0	0	0	0	0	0	0	0	
20210805_06:15	8	0	0	0	0	0	0	0	0	
20210805_06:20	8	0	0	0	0	0	0	0	0	
20210805_06:25	8	0	0	0	0	0	0	0	0	
20210805_06:30	8	0	0	0	0	0	0	0	0	
20210805_06:35	8	0	0	0	0	0	0	0	0	
20210805_06:40	8	0	0	0	0	0	0	0	0	
20210805_06:45	8	0	0	0	0	0	0	0	0	
20210805_06:50	8	0	0	0	0	0	0	0	0	
20210805_06:55	8	0	0	0	0	0	0	0	0	
20210805_07:00	8	0	0	0	0	0	0	0	0	
20210805_07:05	8	0	0	0	0	0	0	0	0	
20210805_07:10	8	0	0	0	0	0	0	0	0	
20210805_07:15	8	0	0	0	0	0	0	0	0	
20210805_07:20	8	0	0	0	0	0	0	0	0	
20210805_07:25	8	0	0	0	0	0	0	0	0	
20210805_07:30	8	0	0	0	0	0	0	0	0	
20210805_07:35	8	0	0	0	0	0	0	0	0	
20210805_07:40	8	0	0	0	0	0	0	0	0	
20210805_07:45	8	0	0	0	0	0	0	0	0	
20210805_07:50	8	0	0	0	0	0	0	0	0	
20210805_07:55	8	0	0	0	0	0	0	0	0	
20210805_08:00	8	0	0	0	0	0	0	0	0	
20210805_08:05	8	0	0	0	0	0	0	0	0	
20210805_08:10	8	0	0	0	0	0	0	0	0	
20210805_08:15	8	0	0	0	0	0	0	0	0	
20210805_08:20	8	0	0	0	0	0	0	0	0	
20210805_08:25	8	0	0	0	0	0	0	0	0	
20210805_08:30	8	0	0	0	0	0	0	0	0	
20210805_08:35	8	0	0	0	0	0	0	0	0	
20210805_08:40	8	0	0	0	0	0	0	0	0	
20210805_08:45	8	0	0	0	0	0	0	0	0	
20210805_08:50	8	0	0	0	0	0	0	0	0	
20210805_08:55	8	0	0	0	0	0	0	0	0	
20210805_09:00	8	0	0	0	0	0	0	0	0	
20210805_09:05	8	0	0	0	0	0	0	0	0	
20210805_09:10	8	0	0	0	0	0	0	0	0	
20210805_09:15	8	0	0	0	0	0	0	0	0	
20210805_09:20	8	0	0	0	0	0	0	0	0	
20210805_09:25	8	0	0	0	0	0	0	0	0	
20210805_09:30	8	0	0	0	0	0	0	0	0	
20210805_09:35	8	0	0	0	0	0	0	0	0	
20210805_09:40	8	0	0	0	0	0	0	0	0	
20210805_09:45	8	0	0	0	0	0	0	0	0	
20210805_09:50	8	0	0	0	0	0	0	0	0	
20210805_09:55	8	0	0	0	0	0	0	0	0	
20210805_10:00	8	0	0	0	0	0	0	0	0	
20210805_10:05	8	0	0	0	0	0	0	0	0	
20210805_10:10	8	0	0	0	0	0	0	0	0	
20210805_10:15	8	0	0	0	0	0	0	0	0	
20210805_10:20	8	0	0	0	0	0	0	0	0	
20210805_10:25	8	0	0	0	0	0	0	0	0	
20210805_10:30	8	0	0	0	0	0	0	0	0	
20210805_10:35	8	0	0	0	0	0	0	0	0	
20210805_10:40	8	0	0	0	0	0	0	0	0	
20210805_10:45	8	0	0	0	0	0	0	0	0	
20210805_10:50	8	0	0	0	0	0	0	0	0	
20210805_10:55	8	0	0	0	0	0	0	0	0	
20210805_11:00	8	0	0	0	0	0	0	0	0	
20210805_11:05	8	0	0	0	0	0	0	0	0	
20210805_11:10	8	0	0	0	0	0	0	0	0	
20210805_11:15	8	0	0	0	0	0	0	0	0	
20210805_11:20	8	0	0	0	0	0	0	0	0	
20210805_11:25	8	0	0	0	0	0	0	0	0	
20210805_11:30	8	0	0	0	0	0	0	0	0	
20210805_11:35	8	0	0	0	0	0	0	0	0	
20210805_11:40	8	0	0	0	0	0	0	0	0	
20210805_11:45	8	0	0	0	0	0	0	0	0	
20210805_11:50	8	0	0	0	0	0	0	0	0	
20210805_11:55	8	0	0	0	0	0	0	0	0	
20210805_12:00	8	0	0	0	0	0	0	0	0	
20210805_12:05	8	0	0	0	0	0	0	0	0	
20210805_12:10	8	0	0	0	0	0	0	0	0	
20210805_12:15	8	0	0	0	0	0	0	0	0	
20210805_12:20	8	0	0	0	0	0	0	0	0	
20210805_12:25	8	0	0	0	0	0	0	0	0	
20210805_12:30	8	0	0	0	0	0	0	0	0	
20210805_12:35	8	0	0	0	0	0	0	0	0	
20210805_12:40	8	0	0	0	0	0	0	0	0	
20210805_12:45	8	0	0	0	0	0	0	0	0	
20210805_12:50	8	0	0	0	0	0	0	0	0	
20210805_12:55	8	0	0	0	0	0	0	0	0	
20210805_13:00	8	0	0	0	0	0	0	0	0	
20210805_13:05	8	0	0	0	0	0	0	0	0	
20210805_13:10	8	0	0	0	0	0	0	0	0	
20210805_13:15	8	0	0	0	0	0	0	0	0	
20210805_13:20	8	0	0	0	0	0	0	0	0	
20210805_13:25	8	0	0	0	0	0	0	0	0	
20210805_13:30	8	0	0	0	0	0	0	0	0	
20210805_13:35	8	0	0	0	0	0	0	0	0	
20210805_13:40	8	0	0	0	0	0	0	0	0	
20210805_13:45	8	0	0	0	0	0	0	0	0	
20210805_13:50	8	0	0	0	0	0	0	0	0	
20210805_13:55	8	0	0	0	0	0	0	0	0	
20210805_14:00	8	0	0	0	0	0	0	0	0	
20210805_14:05	8	0	0	0	0	0	0	0	0	
20210805_14:10	8	0	0	0	0	0	0	0	0	
20210805_14:15	8	0	0	0	0	0	0	0	0	
20210805_14:20	8	0	0	0	0	0	0	0	0	
20210805_14:25	8	0	0	0	0	0	0	0	0	
20210805_14:30	8	0	0	0	0	0	0	0	0	
20210805_14:35	8	0	0	0	0	0	0	0	0	
20210805_14:40	8	0	0	0	0	0	0	0	0	
20210805_14:45	8	0	0	0	0	0	0	0	0	
20210805_14:50	8	0	0	0	0	0	0	0	0	
20210805_14:55	8	0	0	0	0	0	0	0	0	
20210805_15:00	8	0	0	0	0	0	0	0	0	
20210805_15:05	8	0	0	0	0	0	0	0	0	
20210805_15:10	8	0	0	0	0	0	0	0	0	
20210805_15:15	8	0	0	0	0	0	0	0	0	
20210805_15:20	8	0	0	0	0	0	0	0	0	
20210805_15:25	8	0	0	0	0	0	0	0	0	
20210805_15:30	8	0	0	0	0	0	0	0	0	
20210805_15:35	8	0	0	0	0	0	0	0	0	
20210805_15:40	8	0	0	0	0	0	0	0	0	
20210805_15:45	8	0	0	0	0	0	0	0	0	
20210805_15:50	8	0	0	0	0	0	0	0	0	
20210805_15:55	8	0	0	0	0	0	0	0	0	
20210805_16:00	8	0	0	0	0	0	0	0	0	
20210805_16:05	8	0	0	0	0	0	0	0	0	
20210805_16:10	8	0	0	0	0	0	0	0	0	
20210805_16:15	8	0	0	0	0	0	0	0	0	
20210805_16:20	8	0	0	0	0	0	0	0	0	
20210805_16:25	8	0	0	0	0	0	0	0	0	
20210805_16:30	8	0	0	0	0	0	0	0	0	
20210805_16:35	8	0	0	0	0	0	0	0	0	
20210805_16:40	8	0	0	0	0	0	0	0	0	
20210805_16:45	8	0	0	0	0	0	0	0	0	
20210805_16:50	8	0	0	0	0	0	0	0	0	
20210805_16:55	8	0	0	0	0	0	0	0	0	
20210805_17:00	8	0	0	0	0	0	0	0	0	
20210805_17:05	8	0	0	0	0	0	0	0	0	
20210805_17:10	8	0	0	0	0	0	0	0	0	
20210805_17:15	8	0	0	0	0	0	0	0	0	
20210805_17:20	8	0	0	0	0	0	0	0	0	
20210805_17:25	8	0	0	0	0	0	0	0	0	
20210805_17:30	8	0	0	0	0	0	0	0	0	
20210805_17:35	8	0	0	0	0	0	0	0	0	
20210805_17:40	8	0	0	0	0	0	0	0	0	
20210805_17:45	8	0	0	0	0	0	0	0	0	
20210805_17:50	8	0	0	0	0	0	0	0	0	
20210805_17:55	8	0	0	0	0	0	0	0	0	
20210805_18:00	8	0	0	0	0	0	0	0	0	
20210805_18:05	8	0	0	0	0	0	0	0	0	
20210805_18:10	8	0	0	0	0	0	0	0	0	
20210805_18:15	8	0	0	0	0	0	0	0	0	
20210805_18:20	8	0	0	0	0	0	0	0	0	
20210805_18:25	8	0	0	0	0	0	0	0	0	
20210805_18:30	8	0	0	0	0	0	0	0	0	
20210805_18:35	8	0	0	0	0	0	0	0	0	
20210805_18:40	8	0	0	0	0	0	0	0	0	
20210805_18:45	8	0	0	0	0	0	0	0	0	
20210805_18:50	8	0	0	0	0	0	0	0	0	
20210805_18:55	8	0	0	0	0	0	0	0	0	
20210805_19:00	8	0	0	0	0	0	0	0	0	
20210805_19:05	8	0	0	0	0	0	0	0	0	
20210805_19:10	8	0	0	0	0	0	0	0	0	
20210805_19:15	8	0	0	0	0	0	0	0	0	
20210805_19:20	8	0	0	0	0	0	0	0	0	
20210805_19:25	8	0	0	0	0	0	0	0	0	
20210805_19:30	8	0	0	0	0	0	0	0	0	
20210805_19:35	8	0	0	0	0	0	0	0	0	
20210805_19:40	8	0	0	0	0	0	0	0	0	
20210805_19:45	8	0	0	0	0	0	0	0	0	
20210805_19:50	8	0	0	0	0	0	0	0	0	
20210805_19:55	8	0	0	0	0	0	0	0	0	
20210805_20:00	8	0	0	0	0	0	0	0	0	
20210805_20:05	8	0	0	0	0	0	0	0	0	
20210805_20:10	8	0	0	0	0	0	0	0	0	
20210805_20:15	8	0	0	0	0	0	0	0	0	
20210805_20:20	8	0	0	0	0	0	0	0	0	
20210805_20:25	8	0	0	0	0	0	0	0	0	
20210805_20:30	8	0	0	0	0	0	0	0	0	
20210805_20:35	8	0	0	0	0	0	0	0	0	
20210805_20:40	8	0	0	0	0	0	0	0	0	
20210805_20:45	8	0	0	0	0	0	0	0	0	
20210805_20:50	8	0	0	0	0	0	0	0	0	
20210805_20:55	8	0	0	0	0	0	0	0	0	
20210805_21:00	8	0	0	0	0	0	0	0	0	
20210805_21:05	8	0	0	0	0	0	0	0	0	
20210805_21:10	8	0	0	0	0	0	0	0	0	
20210805_21:15	8	0	0	0	0	0	0	0	0	
20210805_21:20	8	0	0	0	0	0	0	0	0	
20210805_21:25	8	0	0	0	0	0	0	0	0	
20210805_21:30	8	0	0	0	0	0	0	0	0	
20210805_21:35	8	0	0	0	0	0	0	0	0	
20210805_21:40	8	0	0	0	0	0	0	0	0	
20210805_21:45	8	0	0	0	0	0	0	0	0	
20210805_21:50	8	0	0	0	0	0	0	0	0	
20210805_21:55	8	0	0	0	0	0	0	0	0	
20210805_22:00	8	0	0	0	0	0	0	0	0	
20210805_22:05	8	0	0	0	0	0	0	0	0	
20210805_22:10	8	0	0	0	0	0	0	0	0	
20210805_22:15	8	0	0	0	0	0	0	0	0	
20210805_22:20	8	0	0	0	0	0	0	0	0	
20210805_22:25	8	0	0	0	0	0	0	0	0	
20210805_22:30	8	0	0	0	0	0	0	0	0	
20210805_22:35	8	0	0	0	0	0	0	0	0	
20210805_22:40	8	0	0	0	0	0	0	0	0	
20210805_22:45	8	0	0	0	0	0	0	0	0	
20210805_22:50	8	0	0	0	0	0	0	0	0	
20210805_22:55	8	0	0	0	0	0	0	0	0	
20210805_23:00	8	0	0	0	0	0	0	0	0	
20210805_23:05	8	0	0	0	0	0	0	0	0	
20210805_23:10	8	0	0	0	0	0	0	0	0	
20210805_23:15	8	0	0	0	0	0	0	0	0	
20210805_23:20	8	0	0	0	0	0	0	0	0	
20210805_23:25	8	0	0	0	0	0	0	0	0	
20210805_23:30	8	0	0	0	0	0	0	0	0	
20210805_23:35	8	0	0	0	0	0	0	0	0	
20210805_23:40	8	0	0	0	0	0	0	0	0	
20210805_23:45	8	0	0	0	0	0	0	0	0	
20210805_23:50	8	0	0	0	0	0	0	0	0	
20210805_23:55	8	0	0	0	0	0	0	0	0	
20210806_00:00	8	0	0	0	0	0	0	0	0	
20210806_00:05	8	0	0	0	0	0	0	0	0	
20210806_00:10	8	0	0	0	0	0	0	0	0	
20210806_00:15	8	0	0	0	0	0	0	0	0	
20210806_00:20	8	0	0	0	0	0	0	0	0	
20210806_00:25	8	0	0	0	0	0	0	0	0	
20210806_00:30	8	0	0	0	0	0	0	0	0	
20210806_00:35	8	0	0	0	0	0	0	0	0	
20210806_00:40	8	0	0	0	0	0	0	0	0	
20210806_00:45	8	0	0	0	0	0	0	0	0	
20210806_00:50	8	0	0	0	0	0	0	0	0	
20210806_00:55	8	0	0	0	0	0	0	0	0	
20210806_01:00	8	0	0	0	0	0	0	0	0	
20210806_01:05	8	0	0	0	0	0	0	0	0	
20210806_01:10	8	0	0	0	0	0	0	0	0	
20210806_01:15	8	0	0	0	0	0	0	0	0	
20210806_01:20	8	0	0	0	0	0	0	0	0	
20210806_01:25	8	0	0	0	0	0	0	0	0	
20210806_01:30	8	0	0	0	0	0	0	0	0	
20210806_01:35	8	0	0	0	0	0	0	0	0	
20210806_01:40	8	0	0	0	0	0	0	0	0	
20210806_01:45	8	0	0	0	0	0	0	0	0	
20210806_01:50	8	0	0	0	0	0	0	0	0	
20210806_01:55	8	0	0	0	0	0	0	0	0	
20210806_02:00	8	0	0	0	0	0	0	0	0	
20210806_02:05	8	0	0	0	0	0	0	0	0	
20210806_02:10	8	0	0	0	0	0	0	0	0	
20210806_02:15	8	0	0	0	0	0	0	0	0	
20210806_02:20	8	0	0	0	0	0	0	0	0	
20210806_02:25	8	0	0	0	0	0	0	0	0	
20210806_02:30	8	0	0	0	0	0	0	0	0	
20210806_02:35	8	0	0	0	0	0	0	0	0	
20210806_02:40	8	0	0	0	0	0	0	0	0	
20210806_02:45	8	0	0	0	0	0	0	0	0	
20210806_02:50	8	0	0	0	0	0	0	0	0	
20210806_02:55	8	0	0	0	0	0	0	0	0	
20210806_03:00	8	0	0	0	0	0	0	0	0	
20210806_03:05	8	0	0	0	0	0	0	0	0	
20210806_03:10	8	0	0	0	0	0	0	0	0	
20210806_03:15	8	0	0	0	0	0	0	0	0	
20210806_03:20	8	0	0	0	0	0	0	0	0	
20210806_03:25	8	0	0	0	0	0	0	0	0	
20210806_03:30	8	0	0	0	0	0	0	0	0	
20210806_03:35	8	0	0	0	0	0	0	0	0	
20210806_03:40	8	0	0	0	0	0	0	0	0	
20210806_03:45	8	0	0	0	0	0	0	0	0	
20210806_03:50	8	0	0	0	0	0	0	0	0	
20210806_03:55	8	0	0	0	0	0	0	0	0	
20210806_04:00	8	0	0	0	0	0	0	0	0	
20210806_04:05	8	0	0	0	0	0	0	0	0	
20210806_04:10	8	0	0	0	0	0	0	0	0	
20210806_04:15	8	0	0	0	0	0	0	0	0	
20210806_04:20	8	0	0	0	0	0	0	0	0	
20210806_04:25	8	0	0	0	0	0	0	0	0	
20210806_04:30	8	0	0	0	0	0	0	0	0	
20210806_04:35	8	0	0	0	0	0	0	0	0	
20210806_04:40	8	0	0	0	0	0	0	0	0	
20210806_04:45	8	0	0	0	0	0	0	0	0	
20210806_04:50	8	0	0	0	0	0	0	0	0	
20210806_04:55	8	0	0	0	0	0	0	0	0	
20210806_05:00	8	0	0	0	0	0	0	0	0	
20210806_05:05	8	0	0	0	0	0	0	0	0	
20210806_05:10	8	0	0	0	0	0	0	0	0	
20210806_05:15	8	0	0	0	0	0	0	0	0	
20210806_05:20	8	0	0	0	0	0	0	0	0	
20210806_05:25	8	0	0	0	0	0	0	0	0	
20210806_05:30	8	0	0	0	0	0	0	0	0	
20210806_05:35	8	0	0	0	0	0	0	0	0	
20210806_05:40	8	0	0	0	0	0	0	0	0	
20210806_05:45	8	0	0	0	0	0	0	0	0	
20210806_05:50	8	0	0	0	0	0	0	0	0	
20210806_05:55	8	0	0	0	0	0	0	0	0	
20210806_06:00	8	0	0	0	0	0	0	0	0	
20210806_06:05	8	0	0	0	0	0	0	0	0	
20210806_06:10	8	0	0	0	0	0	0	0	0	
20210806_06:15	8	0	0	0	0	0	0	0	0	
20210806_06:20	8	0	0	0	0	0	0	0	0	
20210806_06:25	8	0	0	0	0	0	0	0	0	
20210806_06:30	8	0	0	0	0	0	0	0	0	
20210806_06:35	8	0	0	0	0	0	0	0	0	
20210806_06:40	8	0	0	0	0	0	0	0	0	
20210806_06:45	8	0	0	0	0	0	0	0	0	
20210806_06:50	8	0	0	0	0	0	0	0	0	
20210806_06:55	8	0	0	0	0	0	0	0	0	
20210806_07:00	8	0	0	0	0	0	0	0	0	
20210806_07:05	8	0	0	0	0	0	0	0	0	
20210806_07:10	8	0	0	0	0	0	0	0	0	
20210806_07:15	8	0	0	0	0	0	0	0	0	
20210806_07:20	8	0	0	0	0	0	0	0	0	
20210806_07:25	8	0	0	0	0	0	0	0	0	
20210806_07:30	8	0	0	0	0	0	0	0	0	
20210806_07:35	8	0	0	0	0	0	0	0	0	
20210806_07:40	8	0	0	0	0	0	0	0	0	
20210806_07:45	8	0	0	0	0	0	0	0	0	
20210806_07:50	8	0	0	0	0	0	0	0	0	
20210806_07:55	8	0	0	0	0	0	0	0	0	
20210806_08:00	8	0	0	0	0	0	0	0	0	
20210806_08:05	8	0	0	0	0	0	0	0	0	
20210806_08:10	8	0	0	0	0	0	0	0	0	
20210806_08:15	8	0	0	0	0	0	0	0	0	
20210806_08:20	8	0	0	0	0	0	0	0	0	
20210806_08:25	8	0	0	0	0	0	0	0	0	
20210806_08:30	8	0	0	0	0	0	0	0	0	
20210806_08:35	8	0	0	0	0	0	0	0	0	
20210806_08:40	8	0	0	0	0	0	0	0	0	
20210806_08:45	8	0	0	0	0	0	0	0	0	
20210806_08:50	8	0	0	0	0	0	0	0	0	
20210806_08:55	8	0	0	0	0	0	0	0	0	
20210806_09:00	8	0	0	0	0	0	0	0	0	
20210806_09:05	8	0	0	0	0	0	0	0	0	
20210806_09:10	8	0	0	0	0	0	0	0	0	
20210806_09:15	8	0	0	0	0	0	0	0	0	
20210806_09:20	8	0	0	0	0	0	0	0	0	
20210806_09:25	8	0	0	0	0	0	0	0	0	
20210806_09:30	8	0	0	0	0	0	0	0	0	
20210806_09:35	8	0	0	0	0	0	0	0	0	
20210806_09:40	8	0	0	0	0	0	0	0	0	
20210806_09:45	8	0	0	0	0	0	0	0	0	
20210806_09:50	8	0	0	0	0	0	0	0	0	
20210806_09:55	8	0	0	0	0	0	0	0	0	
20210806_10:00	8	0	0	0	0	0	0	0	0	
20210806_10:05	8	0	0	0	0	0	0	0	0	
20210806_10:10	8	0	0	0	0	0	0	0	0	
20210806_10:15	8	0	0	0	0	0	0	0	0	
20210806_10:20	8	0	0	0	0	0	0	0	0	
20210806_10:25	8	0	0	0	0	0	0	0	0	
20210806_10:30	8	0	0	0	0	0	0	0	0	
20210806_10:35	8	0	0	0	0	0	0	0	0	
20210806_10:40	8	0	0	0	0	0	0	0	0	
20210806_10:45	8	0	0	0	0	0	0	0	0	
20210806_10:50	8	0	0	0	0	0	0	0	0	
20210806_10:55	8	0	0	0	0	0	0	0	0	
20210806_11:00	8	0	0	0	0	0	0	0	0	
20210806_11:05	8	0	0	0	0	0	0	0	0	
20210806_11:10	8	0	0	0	0	0	0	0	0	
20210806_11:15	8	0	0	0	0	0	0	0	0	
20210806_11:20	8	0	0	0	0	0	0	0	0	
20210806_11:25	8	0	0	0	0	0	0	0	0	
20210806_11:30	8	0	0	0	0	0	0	0	0	
20210806_11:35	8	0	0	0	0	0	0	0	0	
20210806_11:40	8	0	0	0	0	0	0	0	0	
20210806_11:45	8	0	0	0	0	0	0	0	0	
20210806_11:50	8	0	0	0	0	0	0	0	0	
20210806_11:55	8	0	0	0	0	0	0	0	0	
20210806_12:00	8	0	0	0	0	0	0	0	0	
20210806_12:05	8	0	0	0	0	0	0	0	0	
20210806_12:10	8	0	0	0	0	0	0	0	0	
20210806_12:15	8	0	0	0	0	0	0	0	0	
