Time	# Active Stations	ECNE (red > 0.6)	ECPN (red > 0.6)	EMFO (red > 0.6)	EPDN (red > 0.6)	EPLC (red > 0.6)	ESLN (red > 0.6)	ESPC (red > 0.6)	ESVO (red > 0.6)	
20210128_21:40	7	0	0	0	0	0	0	1	0	
20210128_21:45	7	0	0	0	0	0	0	1	0	
20210128_21:50	7	0	0	0	0	0	0	1	0	
20210128_21:55	7	0	0	0	0	0	0	1	0	
20210128_22:00	7	0	0	0	0	0	0	1	0	
20210128_22:05	7	0	0	0	0	0	0	1	0	
20210128_22:10	7	0	0	0	0	0	0	1	0	
20210128_22:15	7	0	0	0	0	0	0	1	0	
20210128_22:20	7	0	0	0	0	0	0	1	0	
20210128_22:25	7	0	0	0	0	0	0	1	0	
20210128_22:30	7	0	0	0	0	0	0	1	0	
20210128_22:35	7	0	0	0	0	0	0	0	0	
20210128_22:40	7	0	0	0	0	0	0	1	0	
20210128_22:45	7	0	0	0	0	0	0	1	0	
20210128_22:50	7	0	0	0	0	0	0	1	0	
20210128_22:55	7	0	0	0	0	0	0	1	0	
20210128_23:00	7	0	0	0	0	0	0	0	0	
20210128_23:05	7	0	0	0	0	0	0	0	0	
20210128_23:10	7	0	0	0	0	0	0	1	0	
20210128_23:15	7	0	0	0	0	0	0	0	0	
20210128_23:20	7	0	0	0	0	0	0	0	0	
20210128_23:25	7	0	0	0	0	0	0	1	0	
20210128_23:30	7	0	0	0	0	0	0	1	0	
20210128_23:35	7	0	0	0	0	0	0	1	0	
20210128_23:40	7	0	0	0	0	0	0	1	0	
20210128_23:45	7	0	0	0	0	0	0	1	0	
20210128_23:50	7	0	0	0	0	0	0	1	0	
20210128_23:55	7	0	0	0	0	0	0	1	0	
20210129_00:00	7	0	0	0	0	0	0	1	0	
20210129_00:05	7	0	0	0	0	0	0	1	0	
20210129_00:10	7	0	0	0	0	0	0	1	0	
20210129_00:15	7	0	0	0	0	0	0	1	0	
20210129_00:20	7	0	0	0	0	0	0	1	0	
20210129_00:25	7	0	0	0	0	0	0	1	0	
20210129_00:30	7	0	0	0	0	0	0	1	0	
20210129_00:35	7	0	0	0	0	0	0	1	0	
20210129_00:40	7	0	0	0	0	0	0	1	0	
20210129_00:45	7	0	0	0	0	0	0	0	0	
20210129_00:50	7	0	0	0	0	0	0	0	0	
20210129_00:55	7	0	0	0	0	0	0	0	0	
20210129_01:00	7	0	0	0	0	0	0	0	0	
20210129_01:05	6	0	0	0	0	0	0	0	0	
20210129_01:10	6	0	0	0	0	0	0	0	0	
20210129_01:15	6	0	0	0	0	0	0	0	0	
20210129_01:20	6	0	0	0	0	0	0	0	0	
20210129_01:25	6	0	0	0	0	0	0	0	0	
20210129_01:30	6	0	0	0	0	0	0	0	0	
20210129_01:35	6	0	0	0	0	0	0	0	0	
20210129_01:40	6	0	0	0	0	0	0	0	0	
20210129_01:45	6	0	0	0	0	0	0	0	0	
20210129_01:50	6	0	0	0	0	0	0	0	0	
20210129_01:55	6	0	0	0	0	0	0	0	0	
20210129_02:00	6	0	0	0	0	0	0	0	0	
20210129_02:05	6	0	0	0	0	0	0	0	0	
20210129_02:10	6	0	0	0	0	0	0	0	0	
20210129_02:15	6	0	0	0	0	0	0	0	0	
20210129_02:20	6	0	0	0	0	0	0	0	0	
20210129_02:25	6	0	0	0	0	0	0	0	0	
20210129_02:30	6	0	0	0	0	0	0	0	0	
20210129_02:35	6	0	0	0	0	0	0	0	0	
20210129_02:40	6	0	0	0	0	0	0	0	0	
20210129_02:45	6	0	0	0	0	0	0	0	0	
20210129_02:50	6	0	0	0	0	0	0	0	0	
20210129_02:55	6	0	0	0	0	0	0	0	0	
20210129_03:00	6	0	0	0	0	0	0	0	0	
20210129_03:05	6	0	0	0	0	0	0	0	0	
20210129_03:10	6	0	0	0	0	0	0	0	0	
20210129_03:15	6	0	0	0	0	0	0	0	0	
20210129_03:20	6	0	0	0	0	0	0	0	0	
20210129_03:25	6	0	0	0	0	0	0	0	0	
20210129_03:30	6	0	0	0	0	0	0	0	0	
20210129_03:35	6	0	0	0	0	0	0	0	0	
20210129_03:40	6	0	0	0	0	0	0	0	0	
20210129_03:45	6	0	0	0	0	0	0	0	0	
20210129_03:50	6	0	0	0	0	0	0	0	0	
20210129_03:55	6	0	0	0	0	0	0	0	0	
20210129_04:00	6	0	0	0	0	0	0	0	0	
20210129_04:05	6	0	0	0	0	0	0	0	0	
20210129_04:10	6	0	0	0	0	0	0	0	0	
20210129_04:15	6	0	0	0	0	0	0	0	0	
20210129_04:20	6	0	0	0	0	0	0	0	0	
20210129_04:25	6	0	0	0	0	0	0	0	0	
20210129_04:30	6	0	0	0	0	0	0	0	0	
20210129_04:35	6	0	0	0	0	0	0	0	0	
20210129_04:40	6	0	0	0	0	0	0	0	0	
20210129_04:45	6	0	0	0	0	0	0	0	0	
20210129_04:50	6	0	0	0	0	0	0	0	0	
20210129_04:55	6	0	0	0	0	0	0	0	0	
20210129_05:00	6	0	0	0	0	0	0	0	0	
20210129_05:05	6	0	0	0	0	0	0	0	0	
20210129_05:10	6	0	0	0	0	0	0	0	0	
20210129_05:15	6	0	0	0	0	0	0	0	0	
20210129_05:20	6	0	0	0	0	0	0	0	0	
20210129_05:25	6	0	0	0	0	0	0	0	0	
20210129_05:30	6	0	0	0	0	0	0	0	0	
20210129_05:35	6	0	0	0	0	0	0	0	0	
20210129_05:40	6	0	0	0	0	0	0	0	0	
20210129_05:45	6	0	0	0	0	0	0	0	0	
20210129_05:50	6	0	0	0	0	0	0	0	0	
20210129_05:55	6	0	0	0	0	0	0	0	0	
20210129_06:00	6	0	0	0	0	0	0	0	0	
20210129_06:05	6	0	0	0	0	0	0	0	0	
20210129_06:10	6	0	0	0	0	0	0	0	0	
20210129_06:15	6	0	0	0	0	0	0	0	0	
20210129_06:20	6	0	0	0	0	0	0	0	0	
20210129_06:25	6	0	0	0	0	0	0	0	0	
20210129_06:30	6	0	0	0	0	0	0	0	0	
20210129_06:35	6	0	0	0	0	0	0	0	0	
20210129_06:40	6	0	0	0	0	0	0	0	0	
20210129_06:45	6	0	0	0	0	0	0	0	0	
20210129_06:50	6	0	0	0	0	0	0	0	0	
20210129_06:55	6	0	0	0	0	0	0	0	0	
20210129_07:00	6	0	0	0	0	0	0	0	0	
20210129_07:05	6	0	0	0	0	0	0	0	0	
20210129_07:10	6	0	0	0	0	0	0	0	0	
20210129_07:15	6	0	0	0	0	0	0	0	0	
20210129_07:20	6	0	0	0	0	0	0	0	0	
20210129_07:25	6	0	0	0	0	0	0	0	0	
20210129_07:30	7	0	0	0	0	0	0	1	0	
20210129_07:35	7	0	0	0	0	0	0	1	0	
20210129_07:40	7	0	0	0	0	0	0	1	0	
20210129_07:45	7	0	0	0	0	0	0	1	0	
20210129_07:50	7	0	0	0	0	0	0	1	0	
20210129_07:55	7	0	0	0	0	0	0	1	0	
20210129_08:00	7	0	0	0	0	0	0	1	0	
20210129_08:05	7	0	0	0	0	0	0	1	0	
20210129_08:10	7	0	0	0	0	0	0	1	0	
20210129_08:15	7	0	0	0	0	0	0	1	0	
20210129_08:20	7	0	0	0	0	0	0	1	0	
20210129_08:25	7	0	0	0	0	0	0	1	0	
20210129_08:30	7	0	0	0	0	0	0	1	0	
20210129_08:35	7	0	0	0	0	0	0	1	0	
20210129_08:40	7	0	0	0	0	0	0	1	0	
20210129_08:45	7	0	0	0	0	0	0	1	0	
20210129_08:50	7	0	0	0	0	0	0	1	0	
20210129_08:55	7	0	0	0	0	0	0	1	0	
20210129_09:00	7	0	0	0	0	0	0	1	0	
20210129_09:05	7	0	0	0	0	0	0	1	0	
20210129_09:10	7	0	0	0	0	0	0	1	0	
20210129_09:15	7	0	0	0	0	0	0	1	0	
20210129_09:20	7	0	0	0	0	0	0	1	0	
20210129_09:25	7	0	0	0	0	0	0	1	0	
20210129_09:30	6	0	0	0	0	0	0	0	0	
20210129_09:35	6	0	0	0	0	0	0	0	0	
20210129_09:40	6	0	0	0	0	0	0	0	0	
20210129_09:45	6	0	0	0	0	0	0	0	0	
20210129_09:50	7	0	0	0	0	0	0	1	0	
20210129_09:55	7	0	0	0	0	0	0	1	0	
20210129_10:00	7	0	0	1	0	0	0	1	0	
20210129_10:05	7	0	0	1	0	0	0	1	0	
20210129_10:10	7	0	0	1	0	0	0	1	0	
20210129_10:15	7	0	0	1	0	0	0	0	0	
20210129_10:20	7	0	0	1	0	0	0	1	0	
20210129_10:25	7	0	0	1	0	0	0	1	0	
20210129_10:30	7	0	0	1	0	0	0	1	0	
20210129_10:35	7	0	0	1	0	0	0	1	0	
20210129_10:40	7	0	0	1	0	0	0	1	0	
20210129_10:45	7	0	0	1	0	0	0	1	0	
20210129_10:50	7	0	0	0	0	0	0	1	0	
20210129_10:55	7	0	0	0	0	0	0	1	0	
20210129_11:00	7	0	0	0	0	0	0	0	0	
20210129_11:05	7	0	0	0	0	0	0	0	0	
20210129_11:10	7	0	0	0	0	0	0	0	0	
20210129_11:15	7	0	0	0	0	0	0	0	0	
20210129_11:20	7	0	0	0	0	0	0	0	0	
20210129_11:25	7	0	0	0	0	0	0	0	0	
20210129_11:30	7	0	0	0	0	0	0	0	0	
20210129_11:35	7	0	0	0	0	0	0	0	0	
20210129_11:40	7	0	0	0	0	0	0	0	0	
20210129_11:45	7	0	0	0	0	0	0	0	0	
20210129_11:50	7	0	0	0	0	0	0	0	0	
20210129_11:55	7	0	0	0	0	0	0	0	0	
20210129_12:00	7	0	0	0	0	0	0	0	0	
20210129_12:05	7	0	0	0	0	0	0	0	0	
20210129_12:10	7	0	0	0	0	0	0	0	0	
20210129_12:15	7	0	0	0	0	0	0	0	0	
20210129_12:20	7	0	0	0	0	0	0	0	0	
20210129_12:25	7	0	0	0	0	0	0	0	0	
20210129_12:30	7	0	0	0	0	0	0	0	0	
20210129_12:35	7	0	0	0	0	0	0	0	0	
20210129_12:40	7	0	0	1	0	0	0	0	0	
20210129_12:45	7	0	0	0	0	0	0	0	0	
20210129_12:50	7	0	0	1	0	0	0	0	0	
20210129_12:55	7	0	0	1	0	0	0	0	0	
20210129_13:00	7	0	0	1	0	0	0	0	0	
20210129_13:05	7	0	0	1	0	0	0	0	0	
20210129_13:10	7	0	0	1	0	0	0	0	0	
20210129_13:15	7	0	0	1	0	0	0	0	0	
20210129_13:20	7	0	0	0	0	0	0	0	0	
20210129_13:25	7	0	0	1	0	0	0	0	0	
20210129_13:30	7	0	0	1	0	0	0	0	0	
20210129_13:35	7	0	0	1	0	0	0	0	0	
20210129_13:40	7	0	0	1	0	0	0	0	0	
20210129_13:45	7	0	0	0	0	0	0	0	0	
20210129_13:50	7	0	0	0	0	0	0	0	0	
20210129_13:55	7	0	0	0	0	0	0	0	0	
20210129_14:00	7	0	0	0	0	0	0	0	0	
20210129_14:05	7	0	0	0	0	0	0	0	0	
20210129_14:10	7	0	0	0	0	0	0	0	0	
20210129_14:15	7	0	0	0	0	0	0	0	0	
20210129_14:20	7	0	0	0	0	0	0	0	0	
20210129_14:25	7	0	0	0	0	0	0	0	0	
20210129_14:30	7	0	0	0	0	0	0	0	0	
20210129_14:35	7	0	0	0	0	0	0	0	0	
20210129_14:40	7	0	0	0	0	0	0	0	0	
20210129_14:45	7	0	0	0	0	0	0	0	0	
20210129_14:50	7	0	0	0	0	0	0	0	0	
20210129_14:55	7	0	0	0	0	0	0	0	0	
20210129_15:00	7	0	0	0	0	0	0	0	0	
20210129_15:05	7	0	0	0	0	0	0	0	0	
20210129_15:10	7	0	0	0	0	0	0	0	0	
20210129_15:15	7	0	0	0	0	0	0	0	0	
20210129_15:20	7	0	0	0	0	0	0	0	0	
20210129_15:25	7	0	0	0	0	0	0	0	0	
20210129_15:30	7	0	0	0	0	0	0	0	0	
20210129_15:35	7	0	0	0	0	0	0	0	0	
20210129_15:40	7	0	0	0	0	0	0	1	0	
20210129_15:45	7	0	0	0	0	0	0	1	0	
20210129_15:50	7	0	0	1	0	0	0	1	0	
20210129_15:55	7	0	0	0	0	0	0	1	0	
20210129_16:00	7	0	0	1	0	0	0	1	0	
20210129_16:05	7	0	0	0	0	0	0	1	0	
20210129_16:10	7	0	0	1	0	0	0	1	0	
20210129_16:15	7	0	0	1	0	0	0	1	0	
20210129_16:20	7	0	0	1	0	0	0	1	0	
20210129_16:25	7	0	0	1	0	0	0	1	0	
20210129_16:30	7	0	0	1	0	0	0	1	0	
20210129_16:35	7	0	0	1	0	0	0	1	0	
20210129_16:40	7	0	0	1	0	0	0	1	0	
20210129_16:45	7	0	0	1	0	0	0	1	0	
20210129_16:50	7	0	0	1	0	0	0	1	0	
20210129_16:55	7	1	0	1	0	0	0	1	0	
20210129_17:00	7	1	0	1	0	0	0	1	0	
20210129_17:05	7	0	0	1	0	0	0	1	0	
20210129_17:10	7	0	0	1	0	0	0	0	0	
20210129_17:15	7	0	0	1	0	0	0	0	0	
20210129_17:20	7	0	0	1	0	0	0	0	0	
20210129_17:25	7	0	0	1	0	0	0	0	0	
20210129_17:30	7	0	0	1	0	0	0	1	0	
20210129_17:35	7	0	0	1	0	0	0	0	0	
20210129_17:40	7	0	0	1	0	0	0	0	0	
20210129_17:45	7	0	0	1	0	0	0	0	0	
20210129_17:50	7	0	0	1	0	0	0	0	0	
20210129_17:55	7	0	0	1	0	0	0	0	0	
20210129_18:00	7	0	0	1	0	0	0	0	0	
20210129_18:05	7	0	0	1	0	0	0	1	0	
20210129_18:10	7	0	0	1	0	0	0	0	0	
20210129_18:15	7	1	0	1	0	0	0	1	0	
20210129_18:20	7	0	0	1	0	0	0	0	0	
20210129_18:25	7	1	0	1	0	0	0	1	0	
20210129_18:30	7	1	0	1	0	0	0	1	0	
20210129_18:35	7	0	0	1	0	0	0	1	0	
20210129_18:40	7	0	0	1	0	0	0	1	0	
20210129_18:45	7	0	0	1	0	0	0	1	0	
20210129_18:50	7	0	0	1	0	0	0	1	0	
20210129_18:55	7	0	0	1	0	0	0	1	0	
20210129_19:00	7	0	0	1	0	0	0	1	0	
20210129_19:05	7	0	0	1	0	0	0	0	0	
20210129_19:10	7	1	0	1	0	1	0	1	0	
20210129_19:15	7	1	0	1	0	0	0	1	0	
20210129_19:20	7	1	0	1	0	0	0	1	0	
20210129_19:25	7	1	0	1	0	0	0	1	0	
20210129_19:30	7	1	0	1	0	0	0	1	0	
20210129_19:35	7	1	0	1	0	0	0	1	0	
20210129_19:40	7	1	0	1	0	0	0	1	0	
20210129_19:45	7	0	0	1	0	0	0	0	0	
20210129_19:50	7	0	0	1	0	0	0	0	0	
20210129_19:55	7	0	0	1	0	0	0	0	0	
20210129_20:00	7	0	0	1	0	0	0	0	0	
20210129_20:05	7	0	0	1	0	0	0	0	0	
20210129_20:10	7	0	0	1	0	0	0	1	0	
20210129_20:15	7	0	0	1	0	0	0	0	0	
20210129_20:20	7	0	0	1	0	0	0	0	0	
20210129_20:25	7	0	0	1	0	0	0	0	0	
20210129_20:30	7	0	0	1	0	0	0	0	0	
20210129_20:35	7	0	0	1	0	0	0	0	0	
20210129_20:40	7	0	0	1	0	0	0	0	0	
20210129_20:45	7	0	0	1	0	0	0	0	0	
20210129_20:50	7	0	0	1	0	0	0	0	0	
20210129_20:55	7	0	0	1	0	0	0	0	0	
20210129_21:00	7	0	0	1	0	0	0	0	0	
20210129_21:05	7	0	0	1	0	0	0	0	0	
20210129_21:10	7	0	0	1	0	0	0	1	0	
20210129_21:15	7	0	0	1	0	0	0	0	0	
20210129_21:20	7	0	0	1	0	0	0	1	0	
20210129_21:25	7	0	0	1	0	0	0	1	0	
20210129_21:30	7	1	0	1	0	0	0	1	0	
20210129_21:35	7	1	0	1	0	0	0	1	0	
20210129_21:40	7	0	0	1	0	0	0	1	0	
20210129_21:45	7	1	0	1	0	0	0	1	0	
20210129_21:50	7	1	0	1	0	0	0	1	0	
20210129_21:55	7	1	0	1	0	0	0	1	0	
20210129_22:00	7	1	0	1	0	0	0	1	0	
20210129_22:05	7	1	0	1	0	0	0	1	0	
20210129_22:10	7	1	0	1	0	0	0	1	0	
20210129_22:15	7	1	0	1	0	0	0	1	0	
20210129_22:20	7	1	0	1	0	0	0	1	0	
20210129_22:25	7	1	0	1	0	0	0	1	0	
20210129_22:30	7	0	0	1	0	0	0	1	0	
20210129_22:35	7	0	0	1	0	0	0	1	0	
20210129_22:40	7	0	0	1	0	0	0	1	0	
20210129_22:45	7	0	0	1	0	0	0	1	0	
20210129_22:50	7	1	0	1	0	0	0	1	0	
20210129_22:55	7	1	0	1	0	0	0	1	0	
20210129_23:00	7	1	0	1	0	0	0	1	0	
20210129_23:05	7	1	0	1	0	0	0	1	0	
20210129_23:10	7	0	0	1	0	0	0	1	0	
20210129_23:15	7	0	0	1	0	0	0	1	0	
20210129_23:20	7	0	0	1	0	0	0	1	0	
20210129_23:25	7	0	0	1	0	0	0	1	0	
20210129_23:30	7	0	0	1	0	0	0	1	0	
20210129_23:35	7	0	0	1	0	0	0	1	0	
20210129_23:40	7	0	0	1	0	0	0	1	0	
20210129_23:45	7	0	0	1	0	0	0	1	0	
20210129_23:50	7	0	0	1	0	0	0	0	0	
20210129_23:55	7	0	0	1	0	0	0	1	0	
20210130_00:00	7	0	0	1	0	0	0	1	0	
20210130_00:05	7	0	0	1	0	0	0	1	0	
20210130_00:10	7	0	0	1	0	0	0	1	0	
20210130_00:15	7	0	0	1	0	0	0	1	0	
20210130_00:20	7	0	0	1	0	0	0	1	0	
20210130_00:25	7	1	0	1	0	0	0	1	0	
20210130_00:30	7	0	0	1	0	0	0	1	0	
20210130_00:35	7	1	0	1	0	0	0	1	0	
20210130_00:40	7	0	0	1	0	0	0	1	0	
20210130_00:45	7	0	0	1	0	0	0	1	0	
20210130_00:50	7	1	0	1	0	0	0	1	0	
20210130_00:55	7	0	0	1	0	0	0	1	0	
20210130_01:00	7	0	0	1	0	0	0	1	0	
20210130_01:05	7	0	0	1	0	0	0	1	0	
20210130_01:10	7	0	0	1	0	0	0	1	0	
20210130_01:15	7	0	0	1	0	0	0	1	0	
20210130_01:20	7	1	0	1	0	0	0	1	0	
20210130_01:25	7	1	0	1	0	0	0	1	0	
20210130_01:30	7	0	0	1	0	0	0	0	0	
20210130_01:35	7	1	0	1	0	0	0	1	0	
20210130_01:40	7	0	0	1	0	0	0	0	0	
20210130_01:45	7	0	0	1	0	0	0	0	0	
20210130_01:50	7	0	0	1	0	0	0	1	0	
20210130_01:55	7	0	0	1	0	0	0	1	0	
20210130_02:00	7	0	0	1	0	0	0	0	0	
20210130_02:05	7	0	0	1	0	0	0	0	0	
20210130_02:10	7	1	0	1	0	1	0	0	0	
20210130_02:15	7	1	0	1	0	0	0	1	0	
20210130_02:20	7	1	0	1	0	0	0	0	0	
20210130_02:25	7	0	0	1	0	0	0	0	0	
20210130_02:30	7	0	0	1	0	0	0	0	0	
20210130_02:35	7	0	0	1	0	0	0	0	0	
20210130_02:40	7	0	0	1	0	0	0	0	0	
20210130_02:45	7	0	0	1	0	0	0	0	0	
20210130_02:50	7	0	0	1	0	0	0	0	0	
20210130_02:55	7	0	0	1	0	0	0	0	0	
20210130_03:00	7	0	0	1	0	0	0	0	0	
20210130_03:05	7	0	0	1	0	0	0	0	0	
20210130_03:10	7	0	0	1	0	0	0	0	0	
20210130_03:15	7	0	0	1	0	0	0	0	0	
20210130_03:20	7	0	0	1	0	0	0	0	0	
20210130_03:25	7	0	0	1	0	0	0	0	0	
20210130_03:30	7	0	0	1	0	0	0	0	0	
20210130_03:35	7	0	0	1	0	0	0	0	0	
20210130_03:40	7	0	0	1	0	0	0	0	0	
20210130_03:45	7	0	0	1	0	0	0	1	0	
20210130_03:50	7	0	0	1	0	0	0	1	0	
20210130_03:55	7	0	0	1	0	0	0	1	0	
20210130_04:00	7	0	0	1	0	0	0	1	0	
20210130_04:05	7	0	0	1	0	0	0	1	0	
20210130_04:10	7	0	0	1	0	0	0	1	0	
20210130_04:15	7	0	0	1	0	0	0	0	0	
20210130_04:20	7	0	0	1	0	0	0	0	0	
20210130_04:25	7	0	0	1	0	0	0	0	0	
20210130_04:30	7	0	0	1	0	0	0	1	0	
20210130_04:35	7	0	0	1	0	0	0	1	0	
20210130_04:40	7	0	0	1	0	0	0	1	0	
20210130_04:45	7	0	0	1	0	0	0	1	0	
20210130_04:50	7	0	0	1	0	0	0	0	0	
20210130_04:55	7	0	0	1	0	0	0	1	0	
20210130_05:00	7	0	0	1	0	0	0	1	0	
20210130_05:05	7	0	0	1	0	0	0	1	0	
20210130_05:10	7	0	0	1	0	0	0	1	0	
20210130_05:15	7	0	0	1	0	0	0	1	0	
20210130_05:20	7	0	0	1	0	0	0	1	0	
20210130_05:25	7	0	0	1	0	0	0	1	0	
20210130_05:30	7	0	0	1	0	0	0	1	0	
20210130_05:35	7	0	0	1	0	0	0	1	0	
20210130_05:40	7	0	0	1	0	0	0	1	0	
20210130_05:45	7	0	0	1	0	0	0	1	0	
20210130_05:50	7	0	0	1	0	0	0	1	0	
20210130_05:55	7	0	0	1	0	0	0	1	0	
20210130_06:00	7	0	0	1	0	0	0	1	0	
20210130_06:05	7	1	0	1	0	0	0	1	0	
20210130_06:10	7	0	0	1	0	0	0	1	0	
20210130_06:15	7	0	0	1	0	0	0	1	0	
20210130_06:20	7	0	0	1	0	0	0	1	0	
20210130_06:25	7	0	0	1	0	0	0	1	0	
20210130_06:30	7	0	0	0	0	0	0	1	0	
20210130_06:35	7	0	0	1	0	0	0	1	0	
20210130_06:40	7	0	0	1	0	0	0	1	0	
20210130_06:45	7	0	0	0	0	0	0	1	0	
20210130_06:50	7	0	0	0	0	0	0	1	0	
20210130_06:55	7	0	0	0	0	0	0	1	0	
20210130_07:00	7	0	0	1	0	0	0	1	0	
20210130_07:05	7	0	0	1	0	0	0	1	0	
20210130_07:10	7	0	0	0	0	0	0	1	0	
20210130_07:15	7	0	0	1	0	0	0	1	0	
20210130_07:20	7	0	0	1	0	0	0	1	0	
20210130_07:25	7	0	0	1	0	0	0	1	0	
20210130_07:30	7	0	0	0	0	0	0	1	0	
20210130_07:35	7	0	0	0	0	0	0	1	0	
20210130_07:40	7	0	0	0	0	0	1	1	0	
20210130_07:45	7	0	0	0	0	0	1	1	0	
20210130_07:50	7	0	0	0	0	0	1	1	0	
20210130_07:55	7	0	0	0	0	0	0	0	0	
20210130_08:00	7	0	0	0	0	0	0	1	0	
20210130_08:05	7	0	0	0	0	0	0	0	0	
20210130_08:10	7	0	0	0	0	0	0	0	0	
20210130_08:15	7	0	0	0	0	0	0	0	0	
20210130_08:20	7	0	0	0	0	0	0	0	0	
20210130_08:25	7	0	0	0	0	0	0	0	0	
20210130_08:30	7	0	0	0	0	0	0	0	0	
20210130_08:35	7	0	0	0	0	0	0	0	0	
20210130_08:40	7	0	0	0	0	0	0	0	0	
20210130_08:45	7	0	0	0	0	0	0	0	0	
20210130_08:50	7	0	0	0	0	0	0	0	0	
20210130_08:55	7	0	0	0	0	0	0	0	0	
20210130_09:00	7	0	0	0	0	0	0	0	0	
20210130_09:05	7	0	0	0	0	0	0	0	0	
20210130_09:10	7	0	0	0	0	0	0	0	0	
20210130_09:15	7	0	0	0	0	0	0	0	0	
20210130_09:20	7	0	0	0	0	0	0	0	0	
20210130_09:25	7	0	0	0	0	0	0	0	0	
20210130_09:30	7	0	0	0	0	0	0	0	0	
20210130_09:35	7	0	0	0	0	0	0	0	0	
20210130_09:40	7	0	0	0	0	0	0	0	0	
20210130_09:45	7	0	0	0	0	0	0	0	0	
20210130_09:50	7	0	0	0	0	0	0	0	0	
20210130_09:55	7	0	0	0	0	0	0	0	0	
20210130_10:00	7	0	0	0	0	0	0	0	0	
20210130_10:05	7	0	0	0	0	0	0	0	0	
20210130_10:10	7	0	0	0	0	0	0	0	0	
20210130_10:15	7	0	0	0	0	0	0	0	0	
20210130_10:20	7	0	0	0	0	0	0	0	0	
20210130_10:25	7	0	0	0	0	0	0	0	0	
20210130_10:30	7	0	0	0	0	0	0	0	0	
20210130_10:35	7	0	0	0	0	0	0	0	0	
20210130_10:40	7	0	0	0	0	0	0	0	0	
20210130_10:45	7	0	0	0	0	0	0	0	0	
20210130_10:50	7	0	0	0	0	0	0	0	0	
20210130_10:55	7	0	0	0	0	0	0	0	0	
20210130_11:00	7	0	0	0	0	0	0	0	0	
20210130_11:05	7	0	0	0	0	0	0	0	0	
20210130_11:10	7	0	0	0	0	0	0	0	0	
20210130_11:15	7	0	0	0	0	0	0	0	0	
20210130_11:20	7	0	0	0	0	0	0	0	0	
20210130_11:25	7	0	0	0	0	0	0	0	0	
20210130_11:30	7	0	0	0	0	0	0	0	0	
20210130_11:35	7	0	0	0	0	0	0	0	0	
20210130_11:40	7	0	0	0	0	0	0	0	0	
20210130_11:45	7	0	0	0	0	0	0	0	0	
20210130_11:50	7	0	0	0	0	0	0	0	0	
20210130_11:55	7	0	0	0	0	0	0	0	0	
20210130_12:00	7	0	0	0	0	0	0	0	0	
20210130_12:05	7	0	0	0	0	0	0	0	0	
20210130_12:10	7	0	0	0	0	0	0	0	0	
20210130_12:15	7	0	0	0	0	0	0	0	0	
20210130_12:20	7	0	0	0	0	0	0	0	0	
20210130_12:25	7	0	0	0	0	0	0	0	0	
20210130_12:30	7	0	0	0	0	0	0	0	0	
20210130_12:35	7	0	0	0	0	0	0	0	0	
20210130_12:40	7	0	0	0	0	0	0	0	0	
20210130_12:45	7	0	0	0	0	0	0	0	0	
20210130_12:50	7	0	0	0	0	0	0	0	0	
20210130_12:55	7	0	0	0	0	0	0	0	0	
20210130_13:00	7	0	0	0	0	0	0	0	0	
20210130_13:05	7	0	0	0	0	0	0	0	0	
20210130_13:10	7	0	0	0	0	0	0	0	0	
20210130_13:15	7	0	0	0	0	0	0	0	0	
20210130_13:20	7	0	0	0	0	0	0	0	0	
20210130_13:25	7	0	0	0	0	0	0	0	0	
20210130_13:30	7	0	0	0	0	0	0	0	0	
20210130_13:35	7	0	0	0	0	0	0	0	0	
20210130_13:40	7	0	0	0	0	0	0	0	0	
20210130_13:45	7	0	0	0	0	0	0	0	0	
20210130_13:50	7	0	0	0	0	0	0	0	0	
20210130_13:55	7	0	0	0	0	0	0	0	0	
20210130_14:00	7	0	0	0	0	0	0	0	0	
20210130_14:05	7	0	0	0	0	0	0	0	0	
20210130_14:10	7	0	0	0	0	0	0	0	0	
20210130_14:15	7	0	0	0	0	0	0	0	0	
20210130_14:20	7	0	0	0	0	0	0	0	0	
20210130_14:25	7	0	0	0	0	0	0	0	0	
20210130_14:30	7	0	0	0	0	0	0	0	0	
20210130_14:35	7	0	0	0	0	0	0	0	0	
20210130_14:40	7	0	0	0	0	0	0	0	0	
20210130_14:45	7	0	0	0	0	0	0	0	0	
20210130_14:50	7	0	0	0	0	0	0	0	0	
20210130_14:55	7	0	0	0	0	0	0	0	0	
20210130_15:00	7	0	0	0	0	0	0	0	0	
20210130_15:05	7	0	0	0	0	0	0	0	0	
20210130_15:10	7	0	0	0	0	0	0	0	0	
20210130_15:15	7	0	0	0	0	0	0	0	0	
20210130_15:20	7	0	0	0	0	0	0	0	0	
20210130_15:25	7	0	0	0	0	0	0	0	0	
20210130_15:30	7	0	0	0	0	0	0	0	0	
20210130_15:35	7	0	0	0	0	0	0	0	0	
20210130_15:40	7	0	0	0	0	0	0	0	0	
20210130_15:45	7	0	0	0	0	0	0	0	0	
20210130_15:50	7	0	0	0	0	0	0	0	0	
20210130_15:55	7	0	0	0	0	0	0	0	0	
20210130_16:00	7	0	0	0	0	0	0	0	0	
20210130_16:05	7	0	0	0	0	0	0	0	0	
20210130_16:10	7	0	0	0	0	0	0	0	0	
20210130_16:15	7	0	0	0	0	0	0	0	0	
20210130_16:20	7	0	0	0	0	0	0	0	0	
20210130_16:25	7	0	0	0	0	0	0	0	0	
