Origin Time;Ml;Zone;Depth;Latitude;Longitude;FM;Discrepancies;Strike;Dip;Rake;P_Azm;P_PLNG;T_Azm;T_PLNG
2020/10/22 10:44:13;1.9;2.8 km W from Contrada Feliciosa (CT);21.83;37.6999;14.8799;10;;0;25;10;330;36;195;44
2020/10/22 10:44:13;1.9;2.8 km W from Contrada Feliciosa (CT);21.83;37.6999;14.8799;10;;215;85;40;341;23;86;31
2020/10/22 12:14:02;2.2;2.2 km NW from Contrada Feliciosa (CT);21.64;37.7081;14.8913;20;;25;15;50;328;33;168;55
2020/10/22 12:14:02;2.2;2.2 km NW from Contrada Feliciosa (CT);21.64;37.7081;14.8913;20;;90;10;110;343;36;156;54
2020/10/22 12:24:40;2.2;2.9 km NW from Contrada Feliciosa (CT);21.66;37.7126;14.8856;20;;180;30;100;83;15;244;74
2020/10/22 13:13:46;2;2.3 km S from Monte Minardo (CT);20.7;37.7163;14.8779;11;;235;80;-170;99;14;189;0
2020/10/22 14:05:18;2;2.8 km SE from Monte Minardo (CT);20.17;37.7135;14.8846;11;;230;80;180;95;7;185;7
2020/10/22 16:40:06;1.9;2.3 km SE from Monte Minardo (CT);21.14;37.7173;14.881;10;;240;85;170;286;3;195;11
2020/10/22 17:35:49;2.1;1.5 km NW from Contrada Feliciosa (CT);19.51;37.707;14.902;21;;335;80;50;95;24;208;41
2020/10/22 17:39:50;2.1;1.0 km NW from Contrada Feliciosa (CT);19.45;37.7047;14.907;20;;35;10;50;340;37;173;52
2020/10/22 17:42:35;1.9;1.9 km SW from M. Intraleo (CT);20.11;37.7144;14.8987;8;;45;35;60;336;13;210;69
2020/10/22 18:06:57;1.7;0.7 km S from Monte Minardo (CT);19.22;37.7302;14.8727;10;;320;90;10;95;7;185;7
2020/10/22 18:06:57;1.7;0.7 km S from Monte Minardo (CT);19.22;37.7302;14.8727;10;;75;40;130;317;11;70;63
2020/10/23 03:23:29;1.1;1.2 km SW from M. Frumento Supino (CT);4.92;37.7275;14.9848;8;;85;15;-90;175;60;355;30
2020/10/23 03:23:29;1.1;1.2 km SW from M. Frumento Supino (CT);4.92;37.7275;14.9848;8;;25;70;160;253;1;344;28
2020/10/23 13:48:37;2;0.4 km E from Crateri Centrali (CT);1.51;37.7516;14.9993;8;;85;65;-120;312;59;196;15
2020/10/25 20:24:38;1.8;0.6 km W from Monte Centenari (CT);5.65;37.7378;15.0294;10;;340;50;-140;185;53;283;6
2020/10/25 20:24:38;1.8;0.6 km W from Monte Centenari (CT);5.65;37.7378;15.0294;10;;200;50;-100;57;81;297;5
2020/10/26 00:57:12;2.4;1.3 km N from Monte Centenari (CT);4.83;37.7471;15.0389;21;;135;30;50;74;20;301;62
2020/10/28 03:53:16;3;1.3 km W from Monte Scorsone (CT);5.12;37.747;15.0544;25;;100;40;-10;73;38;318;28
2020/10/28 04:58:25;2.1;1.0 km NW from Milo (CT);5.63;37.7287;15.1092;16;;130;60;0;89;21;351;21
2020/10/30 14:34:08;1.4;1.2 km SE from Crateri Centrali (CT);1.08;37.7446;15.0033;12;;85;55;-110;304;72;189;8
2020/10/30 17:47:11;1.4;0.6 km E from Crateri Centrali (CT);1.87;37.7516;15.0017;10;;135;50;-70;110;74;211;3
2020/10/31 01:03:02;1.6;1.3 km NE from M. Frumento Supino (CT);0.47;37.7431;15.0045;14;;70;55;-150;282;44;18;7
2020/10/31 08:19:46;1.7;0.7 km N from M. Denza (CT);8.7;37.7125;14.966;9;;345;70;90;75;25;255;65
2020/10/31 10:08:20;1.2;1.6 km NW from Monte Centenari (CT);4.05;37.7474;15.0266;9;;65;70;100;147;24;351;64
2020/10/31 20:19:10;2.5;1.8 km N from Monte Centenari (CT);6.48;37.7512;15.0344;16;;100;70;20;52;1;321;28
2020/11/01 02:51:56;1.1;0.9 km E from M. Frumento Supino (CT);2.68;37.731;15.0058;10;;105;55;60;216;6;318;65
2020/11/01 02:51:56;1.1;0.9 km E from M. Frumento Supino (CT);2.68;37.731;15.0058;10;;35;60;100;118;14;330;73
2020/11/01 18:04:50;1.3;0.3 km NE from La Montagnola (CT);3.24;37.7207;15.0098;10;;355;20;-170;185;45;328;38
2020/11/01 21:44:14;1.3;0.3 km S from Crateri Centrali (CT);1.15;37.7501;14.9945;7;;55;80;-170;279;14;9;0
2020/11/01 21:57:29;1.3;1.0 km E from Crateri Centrali (CT);1.36;37.7566;15.005;12;;140;35;-90;230;80;50;10
2020/11/02 21:00:57;1.3;1.2 km W from Sant'Alfio (CT);5.43;37.7456;15.1283;9;;40;85;160;88;10;354;18
2020/11/03 01:44:37;1.3;0.6 km SE from La Montagnola (CT);4.4;37.7157;15.0125;7;;75;30;90;345;15;165;75
2020/11/03 01:44:37;1.3;0.6 km SE from La Montagnola (CT);4.4;37.7157;15.0125;7;;50;50;30;359;11;257;46
2020/11/03 02:31:21;1.6;1.8 km NW from Tarderia (CT);7.49;37.6684;15.0417;11;;35;45;-90;201;90;305;0
2020/11/03 06:15:07;1.5;0.9 km SW from Monte Collabasso (CT);10.17;37.8244;15.0007;8;;100;60;90;190;15;10;75
2020/11/03 06:15:07;1.5;0.9 km SW from Monte Collabasso (CT);10.17;37.8244;15.0007;8;;335;70;-160;196;28;287;1
2020/11/03 08:23:57;2.2;1.2 km NW from Monte Collabasso (CT);10.71;37.838;14.9985;10;;100;25;160;318;33;93;48
2020/11/03 16:04:40;1.1;1.0 km E from Crateri Centrali (CT);0.89;37.755;15.0066;8;;130;55;-100;6;77;227;9
2020/11/03 16:04:40;1.1;1.0 km E from Crateri Centrali (CT);0.89;37.755;15.0066;8;;285;60;-170;143;27;241;14
2020/11/03 17:19:37;1.7;0.6 km NW from Monte Collabasso (CT);10.84;37.8332;15.0014;13;;255;10;20;226;41;65;48
2020/11/03 17:19:37;1.7;0.6 km NW from Monte Collabasso (CT);10.84;37.8332;15.0014;13;;5;70;-140;228;42;128;11
2020/11/03 17:19:37;1.7;0.6 km NW from Monte Collabasso (CT);10.84;37.8332;15.0014;13;;125;50;170;347;21;91;33
2020/11/03 17:33:45;1.6;1.2 km NW from Monte Centenari (CT);4.1;37.7447;15.0283;18;;70;50;-140;275;53;13;6
2020/11/03 17:33:45;1.6;1.2 km NW from Monte Centenari (CT);4.1;37.7447;15.0283;18;;125;60;-50;88;55;188;7
2020/11/04 14:02:11;1.3;0.8 km NW from Monte Centenari (CT);3.84;37.7389;15.0274;9;;135;55;20;88;12;349;37
2020/11/04 14:02:11;1.3;0.8 km NW from Monte Centenari (CT);3.84;37.7389;15.0274;9;;25;60;110;101;13;336;68
2020/11/04 17:09:45;1.2;1.0 km SE from Crateri Centrali (CT);0.49;37.745;15.0012;8;;255;85;170;301;3;210;11
2020/11/04 17:09:45;1.2;1.0 km SE from Crateri Centrali (CT);0.49;37.745;15.0012;8;;335;45;-70;328;76;231;2
2020/11/04 17:19:50;2.1;1.7 km NE from M. Intraleo (CT);9.14;37.7306;14.9333;19;;55;85;-160;281;18;187;10
2020/11/04 20:02:10;1.3;1.3 km N from Monte Centenari (CT);3.01;37.7465;15.0379;7;;190;75;-40;144;38;246;15
2020/11/04 20:02:40;1.8;0.9 km N from Monte Centenari (CT);3.72;37.7433;15.0373;20;;320;70;-30;278;35;12;5
2020/11/04 20:02:40;1.8;0.9 km N from Monte Centenari (CT);3.72;37.7433;15.0373;20;;40;20;120;287;27;83;61
2020/11/05 17:00:12;1.3;1.9 km S from M. Lepre (CT);5.57;37.7409;14.9207;7;;355;45;10;315;24;206;36
2020/11/05 17:31:07;1.2;1.3 km E from Monte Centenari (CT);4.83;37.7353;15.0509;10;;140;65;-30;101;38;192;1
2020/11/05 18:49:03;1.4;2.3 km W from M. Frumento Supino (CT);6.48;37.7263;14.9716;10;;140;40;20;96;23;342;44
2020/11/05 18:49:14;1.6;1.8 km SW from M. Frumento Supino (CT);7.71;37.7258;14.9785;12;;25;50;100;108;5;348;81
2020/11/05 18:49:14;1.6;1.8 km SW from M. Frumento Supino (CT);7.71;37.7258;14.9785;12;;310;70;-20;269;28;178;1
2020/11/05 20:08:10;3.2;1.7 km SE from P.zi Deneri (CT);5.1;37.7521;15.026;22;;120;50;30;69;11;327;46
2020/11/05 21:03:34;1.8;1.7 km SE from P.zi Deneri (CT);5.43;37.7527;15.0272;12;;115;80;110;188;32;48;51
2020/11/05 21:04:00;2.2;1.3 km SE from P.zi Deneri (CT);5.03;37.7603;15.0305;26;;105;70;30;233;5;327;35
2020/11/05 21:04:57;2.2;1.8 km S from P.zi Deneri (CT);5.35;37.7505;15.0222;16;;105;60;20;57;8;321;34
2020/11/05 22:05:33;1.2;1.7 km NW from Monte Centenari (CT);5.18;37.7499;15.0286;7;;185;70;150;237;5;143;35
2020/11/05 22:21:38;1.5;1.9 km SE from P.zi Deneri (CT);4.13;37.7526;15.0308;15;;10;30;170;223;33;350;42
2020/11/05 22:21:38;1.5;1.9 km SE from P.zi Deneri (CT);4.13;37.7526;15.0308;15;;140;50;120;209;1;117;67
2020/11/05 22:50:03;1.2;1.6 km E from P.zi Deneri (CT);6.24;37.7622;15.0351;11;;170;85;160;218;10;124;18
2020/11/05 22:50:03;1.2;1.6 km E from P.zi Deneri (CT);6.24;37.7622;15.0351;11;;225;10;40;179;38;14;51
2020/11/05 22:50:34;1.4;1.3 km E from P.zi Deneri (CT);6.57;37.7637;15.0328;12;;15;55;140;252;2;345;51
2020/11/05 22:50:34;1.4;1.3 km E from P.zi Deneri (CT);6.57;37.7637;15.0328;12;;150;60;130;213;7;113;55
2020/11/05 23:10:58;1.4;1.5 km SE from P.zi Deneri (CT);6.73;37.7585;15.0327;11;;340;35;120;229;13;355;69
2020/11/05 23:10:58;1.4;1.5 km SE from P.zi Deneri (CT);6.73;37.7585;15.0327;11;;265;40;20;221;23;107;44
2020/11/05 23:10:58;1.4;1.5 km SE from P.zi Deneri (CT);6.73;37.7585;15.0327;11;;140;60;100;223;14;75;73
2020/11/05 23:10:58;1.4;1.5 km SE from P.zi Deneri (CT);6.73;37.7585;15.0327;11;;80;60;150;312;3;45;41
2020/11/06 01:38:41;2.1;2.1 km S from Monte Palestra (CT);6.11;37.7253;14.9596;27;;95;55;10;52;18;311;30
2020/11/06 01:50:27;1.7;2.2 km W from M. Frumento Supino (CT);5.69;37.7276;14.9725;16;;75;90;60;192;38;318;38
2020/11/06 01:50:27;1.7;2.2 km W from M. Frumento Supino (CT);5.69;37.7276;14.9725;16;;140;65;110;215;18;84;64
2020/11/06 01:50:27;1.7;2.2 km W from M. Frumento Supino (CT);5.69;37.7276;14.9725;16;;355;80;160;43;7;310;21
2020/11/06 02:12:41;1.2;1.0 km SE from Monte Palestra (CT);4.18;37.7357;14.96;9;;125;40;-20;103;44;349;23
2020/11/06 02:12:41;1.2;1.0 km SE from Monte Palestra (CT);4.18;37.7357;14.96;9;;355;85;50;116;29;230;37
2020/11/06 05:38:52;2.4;1.8 km S from Monte Palestra (CT);6.13;37.7286;14.9619;23;;115;30;-40;119;57;349;23
2020/11/06 05:41:28;1.5;2.0 km S from Monte Palestra (CT);5.5;37.726;14.956;10;;130;60;-10;92;27;354;14
2020/11/06 05:44:06;1.4;1.4 km N from M. Denza (CT);7.33;37.7179;14.9623;11;;20;85;120;85;33;319;42
2020/11/06 06:07:58;1.5;2.1 km N from M. Denza (CT);4.42;37.7243;14.9613;10;;10;15;-80;86;60;272;30
2020/11/06 06:07:58;1.5;2.1 km N from M. Denza (CT);4.42;37.7243;14.9613;10;;40;70;40;163;11;263;42
2020/11/06 06:08:23;1.4;0.9 km W from M. Denza (CT);6.83;37.7094;14.9565;10;;80;70;30;208;5;302;35
2020/11/06 06:08:23;1.4;0.9 km W from M. Denza (CT);6.83;37.7094;14.9565;10;;25;80;120;91;29;326;47
2020/11/06 06:10:19;1.5;1.7 km N from M. Denza (CT);5.72;37.7211;14.9646;12;;80;30;-30;76;52;307;26
2020/11/06 06:10:19;1.5;1.7 km N from M. Denza (CT);5.72;37.7211;14.9646;12;;220;75;-100;116;59;318;29
2020/11/06 06:12:05;1.8;1.7 km N from M. Denza (CT);6.27;37.7209;14.9649;18;;85;25;-30;87;52;310;29
2020/11/06 06:13:34;2;1.5 km N from M. Denza (CT);6.78;37.7197;14.9651;17;;145;35;80;62;10;272;78
2020/11/06 06:13:34;2;1.5 km N from M. Denza (CT);6.78;37.7197;14.9651;17;;40;70;40;163;11;263;42
2020/11/06 06:13:34;2;1.5 km N from M. Denza (CT);6.78;37.7197;14.9651;17;;10;70;130;72;15;323;49
2020/11/06 06:18:33;1.4;2.1 km S from Monte Palestra (CT);6.17;37.7255;14.9593;11;;145;45;20;100;19;351;42
2020/11/06 06:22:59;1.9;2.1 km N from M. Denza (CT);5.29;37.7253;14.9679;11;;75;15;-40;100;53;304;34
2020/11/06 06:22:59;1.9;2.1 km N from M. Denza (CT);5.29;37.7253;14.9679;11;;20;80;90;110;35;290;55
2020/11/06 06:28:55;1.3;1.2 km N from M. Denza (CT);5.82;37.7167;14.9651;8;;125;75;50;244;20;355;45
2020/11/06 06:38:35;1.8;1.4 km N from M. Denza (CT);4.75;37.7182;14.9646;14;;90;15;-30;105;51;311;36
2020/11/06 06:55:45;1.5;1.5 km NE from M. Denza (CT);8.79;37.7183;14.9742;12;;155;35;-20;138;46;17;26
2020/11/06 06:55:45;1.5;1.5 km NE from M. Denza (CT);8.79;37.7183;14.9742;12;;20;85;20;152;10;246;18
2020/11/06 06:55:45;1.5;1.5 km NE from M. Denza (CT);8.79;37.7183;14.9742;12;;60;75;130;121;20;10;45
2020/11/06 07:02:03;1.6;1.7 km N from M. Denza (CT);6.28;37.7205;14.9714;14;;40;30;-120;193;67;332;18
2020/11/06 16:47:17;1.4;0.6 km SE from Crateri Centrali (CT);0.4;37.7488;14.9992;18;;70;55;-120;283;65;181;6
2020/11/06 20:49:50;1.4;0.9 km E from Monte Centenari (CT);4.03;37.7369;15.0457;16;;120;50;-80;83;81;203;5
2020/11/06 20:49:50;1.4;0.9 km E from Monte Centenari (CT);4.03;37.7369;15.0457;16;;65;90;-170;290;7;200;7
2020/11/06 21:17:18;2;1.8 km SE from P.zi Deneri (CT);6.02;37.7553;15.0331;25;;105;60;40;228;2;320;48
2020/11/06 21:17:18;2;1.8 km SE from P.zi Deneri (CT);6.02;37.7553;15.0331;25;;45;25;-150;223;52;360;29
2020/11/06 21:21:45;1.3;1.3 km SE from P.zi Deneri (CT);5.89;37.7585;15.0287;11;;160;70;160;28;1;119;28
2020/11/06 21:21:45;1.3;1.3 km SE from P.zi Deneri (CT);5.89;37.7585;15.0287;11;;80;50;20;34;16;290;40
2020/11/06 21:58:12;1.3;1.2 km E from Crateri Centrali (CT);0.41;37.7522;15.0086;14;;355;90;-160;222;14;128;14
2020/11/07 03:07:39;1.9;1.6 km S from P.zi Deneri (CT);0.63;37.7524;15.0131;27;;175;20;-150;347;52;132;33
2020/11/07 11:07:47;1.1;1.1 km NE from Monte Centenari (CT);1.11;37.7432;15.0439;9;;40;65;-160;259;31;352;5
2020/11/07 11:07:47;1.1;1.1 km NE from Monte Centenari (CT);1.11;37.7432;15.0439;9;;315;30;20;275;29;147;47
2020/11/07 11:07:47;1.1;1.1 km NE from Monte Centenari (CT);1.11;37.7432;15.0439;9;;345;25;60;277;22;129;64
2020/11/08 05:23:48;1.3;2.3 km E from Monte Zoccolaro (CT);6.78;37.7126;15.0848;12;;5;45;80;282;0;189;83
2020/11/08 05:23:48;1.3;2.3 km E from Monte Zoccolaro (CT);6.78;37.7126;15.0848;12;;85;90;-140;318;27;212;27
2020/11/08 05:32:01;2.5;1.5 km E from Monte Zoccolaro (CT);3.53;37.717;15.075;27;;130;55;-20;96;37;357;12
2020/11/08 05:32:01;2.5;1.5 km E from Monte Zoccolaro (CT);3.53;37.717;15.075;27;;60;70;-130;287;49;178;15
2020/11/08 06:06:35;1.1;1.9 km S from Monte Fontane (CT);4.94;37.7229;15.08;10;;0;45;-70;353;76;256;2
2020/11/08 07:12:51;1.2;1.4 km E from Crateri Centrali (CT);0.72;37.7522;15.0111;21;;140;30;-160;332;47;100;29
2020/11/09 00:16:05;1.1;1.1 km E from Crateri Centrali (CT);1.43;37.7523;15.008;15;;160;35;10;124;31;4;41
2020/11/09 00:16:05;1.1;1.1 km E from Crateri Centrali (CT);1.43;37.7523;15.008;15;;60;75;-180;284;11;16;11
2020/11/10 03:15:24;1.2;0.9 km W from M. Frumento Supino (CT);3.75;37.7333;14.9859;16;;35;85;-150;263;24;165;17
2020/11/10 10:21:34;1.6;0.6 km NE from Fondo Macchia (CT);7.51;37.7227;15.1581;10;;40;75;130;101;20;350;45
2020/11/10 10:21:34;1.6;0.6 km NE from Fondo Macchia (CT);7.51;37.7227;15.1581;10;;120;30;-100;236;74;37;15
2020/11/10 10:21:34;1.6;0.6 km NE from Fondo Macchia (CT);7.51;37.7227;15.1581;10;;70;90;70;179;42;321;42
2020/11/10 12:59:46;1.2;0.4 km SE from Monte Centenari (CT);4.72;37.7326;15.039;8;;45;10;-110;159;54;332;36
2020/11/10 12:59:46;1.2;0.4 km SE from Monte Centenari (CT);4.72;37.7326;15.039;8;;160;55;-40;130;51;37;2
2020/11/10 12:59:46;1.2;0.4 km SE from Monte Centenari (CT);4.72;37.7326;15.039;8;;140;20;40;89;31;301;55
2020/11/10 12:59:46;1.2;0.4 km SE from Monte Centenari (CT);4.72;37.7326;15.039;8;;35;85;60;150;33;276;42
2020/11/11 10:42:26;1.3;1.0 km N from Monte Centenari (CT);3.4;37.7446;15.0357;8;;15;45;100;278;0;11;83
2020/11/11 14:14:24;1.6;1.5 km E from M. Intraleo (CT);12.85;37.7268;14.9336;16;;60;30;60;352;18;213;67
2020/11/11 17:25:32;1.9;1.0 km N from M. Denza (CT);23.7;37.7148;14.9647;9;;45;60;90;135;15;315;75
2020/11/11 17:25:32;1.9;1.0 km N from M. Denza (CT);23.7;37.7148;14.9647;9;;180;70;10;135;7;42;21
2020/11/12 00:18:54;1.1;0.6 km N from Monte Centenari (CT);3.35;37.741;15.0345;8;;50;65;-170;270;24;5;11
2020/11/12 00:18:54;1.1;0.6 km N from Monte Centenari (CT);3.35;37.741;15.0345;8;;345;25;60;277;22;129;64
2020/11/12 10:12:18;1.4;0.5 km N from Monte Centenari (CT);3.55;37.7401;15.035;13;;150;55;-60;117;65;219;6
2020/11/12 13:56:55;1.9;0.5 km S from Crateri Centrali (CT);0.75;37.7483;14.9938;24;;120;50;-60;97;67;189;1
2020/11/12 13:56:55;1.9;0.5 km S from Crateri Centrali (CT);0.75;37.7483;14.9938;24;;70;75;-160;293;25;202;3
2020/11/12 20:37:48;1.5;2.2 km S from Monte Palestra (CT);8.35;37.7245;14.9576;16;;105;70;-40;62;42;162;11
2020/11/16 13:27:03;1.7;1.0 km E from Crateri Centrali (CT);1.97;37.753;15.0065;7;;50;70;-10;8;21;275;7
2020/11/16 13:44:26;1.8;1.5 km E from Monte Centenari (CT);5.38;37.7401;15.0519;8;;105;30;-40;109;57;339;23
2020/11/17 06:04:46;2.1;0.3 km SE from Crateri Centrali (CT);1.1;37.7516;14.9977;14;;75;65;-150;294;38;203;1
2020/11/18 18:00:35;2;0.7 km E from Crateri Centrali (CT);1.47;37.7555;15.0024;12;;130;65;-170;350;24;85;11
2020/11/18 18:00:35;2;0.7 km E from Crateri Centrali (CT);1.47;37.7555;15.0024;12;;40;30;10;7;33;240;42
2020/11/19 12:15:54;1.7;1.6 km NW from Monte Centenari (CT);2.18;37.7468;15.024;12;;80;55;-140;290;51;23;2
2020/11/20 03:21:41;1.9;3.7 km W from Randazzo (CT);20.26;37.885;14.9065;8;;170;35;150;39;22;159;51
2020/11/20 03:21:41;1.9;3.7 km W from Randazzo (CT);20.26;37.885;14.9065;8;;150;85;-50;95;37;209;29
2020/11/21 13:55:25;2.5;1.7 km NE from Zafferana Etnea (CT);5.82;37.7061;15.1121;17;;80;65;-170;300;24;35;11
2020/11/22 01:28:04;1.7;1.1 km NW from Sant'Alfio (CT);10.31;37.7475;15.1308;8;;225;5;10;210;44;40;46
2020/11/22 15:42:46;1.3;0.8 km E from Crateri Centrali (CT);1.87;37.7515;15.0037;9;;80;35;-120;245;69;11;13
2020/11/22 15:42:46;1.3;0.8 km E from Crateri Centrali (CT);1.87;37.7515;15.0037;9;;135;75;-10;92;18;1;4
2020/11/23 03:11:26;1.3;0.0 km N from Crateri Centrali (CT);1.17;37.7533;14.995;7;;75;65;-50;33;52;137;11
2020/11/24 19:46:28;2.5;0.8 km NW from Monte Scorsone (CT);4.67;37.7524;15.0618;14;;20;55;150;252;7;348;44
2020/11/25 22:14:05;1.6;2.2 km E from Monte Grosso (CT);2.25;37.6753;15.0331;9;;340;85;-130;215;37;101;29
2020/11/25 22:14:05;1.6;2.2 km E from Monte Grosso (CT);2.25;37.6753;15.0331;9;;45;70;-140;268;42;168;11
2020/11/25 22:14:05;1.6;2.2 km E from Monte Grosso (CT);2.25;37.6753;15.0331;9;;140;60;80;237;14;25;73
2020/11/27 04:06:02;1.2;1.6 km NW from Monte Centenari (CT);3.46;37.7489;15.0299;14;;85;80;80;184;34;343;54
2020/11/27 04:06:02;1.2;1.6 km NW from Monte Centenari (CT);3.46;37.7489;15.0299;14;;340;20;-180;179;42;321;42
2020/11/27 04:06:02;1.2;1.6 km NW from Monte Centenari (CT);3.46;37.7489;15.0299;14;;310;80;-130;183;41;70;24
2020/11/27 04:11:11;1.6;1.8 km W from M. Frumento Supino (CT);10.06;37.7397;14.9768;22;;85;50;-130;288;60;22;2
2020/11/27 04:11:11;1.6;1.8 km W from M. Frumento Supino (CT);10.06;37.7397;14.9768;22;;10;70;-100;264;64;108;24
2020/11/27 04:15:44;1.5;1.3 km W from La Montagnola (CT);11.85;37.7227;14.9935;15;;75;45;50;12;7;269;62
2020/11/27 04:15:44;1.5;1.3 km W from La Montagnola (CT);11.85;37.7227;14.9935;15;;155;20;20;120;36;336;48
2020/11/27 04:15:44;1.5;1.3 km W from La Montagnola (CT);11.85;37.7227;14.9935;15;;295;75;-170;158;18;249;4
2020/11/27 10:35:55;1.5;0.7 km S from Monte Palestra (CT);8.68;37.7378;14.956;13;;55;80;-160;280;21;187;7
2020/11/27 10:35:55;1.5;0.7 km S from Monte Palestra (CT);8.68;37.7378;14.956;13;;60;75;-80;344;59;142;29
2020/11/27 14:22:34;1.3;0.4 km S from Crateri Centrali (CT);0.58;37.749;14.9948;14;;145;65;100;228;19;75;68
2020/11/27 14:22:34;1.3;0.4 km S from Crateri Centrali (CT);0.58;37.749;14.9948;14;;25;80;-170;249;14;339;0
2020/11/27 14:22:34;1.3;0.4 km S from Crateri Centrali (CT);0.58;37.749;14.9948;14;;55;55;-130;266;58;172;2
2020/11/27 14:22:34;1.3;0.4 km S from Crateri Centrali (CT);0.58;37.749;14.9948;14;;115;55;-20;81;37;342;12
2020/11/27 16:25:27;1.3;0.9 km SE from P.zi Deneri (CT);6.21;37.7598;15.0243;11;;155;25;-100;265;69;73;20
2020/11/29 20:04:27;1.6;1.2 km W from Monte Scorsone (CT);2.96;37.7497;15.0553;14;;80;35;-70;110;74;336;11
2020/11/29 20:04:27;1.6;1.2 km W from Monte Scorsone (CT);2.96;37.7497;15.0553;14;;335;85;50;96;29;210;37
2020/11/29 20:04:27;1.6;1.2 km W from Monte Scorsone (CT);2.96;37.7497;15.0553;14;;200;5;160;44;43;215;47
2020/11/30 23:06:57;2.3;1.3 km NW from Ragalna (CT);2.57;37.6399;14.9306;14;;20;55;120;89;6;347;65
2020/12/01 13:34:48;1.3;0.7 km E from Crateri Centrali (CT);0.7;37.7527;15.0028;12;;135;65;-110;11;64;240;18
2020/12/01 13:34:48;1.3;0.7 km E from Crateri Centrali (CT);0.7;37.7527;15.0028;12;;235;10;-120;1;53;171;36
2020/12/01 16:57:59;1.3;1.3 km W from M. Frumento Supino (CT);3.69;37.7354;14.9816;10;;100;55;0;61;24;319;24
2020/12/02 03:23:38;1.2;0.5 km NE from Monte Centenari (CT);3.05;37.7388;15.0384;11;;70;30;-100;186;74;347;15
2020/12/02 03:23:38;1.2;0.5 km NE from Monte Centenari (CT);3.05;37.7388;15.0384;11;;120;75;10;74;4;343;18
2020/12/02 23:56:45;1.4;1.2 km SW from M. Frumento Supino (CT);3.91;37.7249;14.9887;7;;145;55;10;102;18;1;30
2020/12/02 23:56:45;1.4;1.2 km SW from M. Frumento Supino (CT);3.91;37.7249;14.9887;7;;15;60;90;105;15;285;75
2020/12/03 03:10:39;1.7;0.9 km NE from M. Frumento Supino (CT);1.61;37.7417;15;8;;215;75;140;271;15;169;38
2020/12/03 16:14:02;1.9;1.8 km NE from Monte Palestra (CT);7.47;37.7537;14.9723;13;;0;90;10;135;7;225;7
2020/12/03 16:14:02;1.9;1.8 km NE from Monte Palestra (CT);7.47;37.7537;14.9723;13;;25;30;70;310;16;162;71
2020/12/06 11:49:57;2.4;1.6 km SW from Grotta del Gelo (CT);23.78;37.7963;14.9715;14;;30;70;-10;348;21;255;7
2020/12/06 20:47:45;1.3;2.0 km N from M. Denza (CT);9.08;37.7232;14.9591;8;;130;35;130;12;16;135;63
2020/12/06 20:47:45;1.3;2.0 km N from M. Denza (CT);9.08;37.7232;14.9591;8;;40;35;50;338;16;215;63
2020/12/06 22:37:28;2.1;3.5 km W from M. Lepre (CT);24.28;37.7707;14.883;14;;320;85;30;90;17;188;24
2020/12/06 22:38:25;2.4;3.3 km W from M. Lepre (CT);22;37.7672;14.8843;15;;35;20;30;352;33;207;52
2020/12/06 22:40:27;2.6;4.1 km NW from M. Lepre (CT);20.73;37.7826;14.8845;17;;340;90;40;107;27;213;27
2020/12/06 22:40:27;2.6;4.1 km NW from M. Lepre (CT);20.73;37.7826;14.8845;17;;35;50;90;125;5;305;85
2020/12/06 22:40:40;2.7;1.8 km E from Maletto (CT);21.47;37.8227;14.8858;11;;0;35;140;235;19;356;57
2020/12/06 22:40:40;2.7;1.8 km E from Maletto (CT);21.47;37.8227;14.8858;11;;155;45;70;79;2;342;76
2020/12/06 22:42:43;1.9;2.7 km W from M. Lepre (CT);22.43;37.7663;14.8909;11;;125;85;-20;79;18;173;10
2020/12/06 22:42:43;1.9;2.7 km W from M. Lepre (CT);22.43;37.7663;14.8909;11;;110;30;30;63;26;294;52
2020/12/06 22:42:43;1.9;2.7 km W from M. Lepre (CT);22.43;37.7663;14.8909;11;;20;40;120;269;9;22;69
2020/12/06 22:43:21;1.8;1.2 km E from Monte Minardo (CT);27.78;37.7373;14.8841;7;;55;90;-100;315;44;155;44
2020/12/06 22:43:32;1.8;3.1 km NW from Monte Minardo (CT);24.56;37.7494;14.8395;8;;0;40;40;304;14;191;56
2020/12/06 22:44:42;1.6;3.3 km NW from M. Lepre (CT);16.46;37.7834;14.9009;10;;125;65;-160;344;31;77;5
2020/12/06 22:45:57;1.8;1.6 km NW from M. Lepre (CT);20.17;37.7661;14.9047;17;;20;50;90;110;5;290;85
2020/12/06 22:45:57;1.8;1.6 km NW from M. Lepre (CT);20.17;37.7661;14.9047;17;;60;50;110;136;3;35;74
2020/12/06 22:51:21;2;2.1 km W from M. Lepre (CT);23.45;37.7606;14.896;17;;105;30;110;0;16;148;71
2020/12/06 22:55:40;2;2.6 km W from M. Lepre (CT);23.11;37.7565;14.8906;12;;0;15;-80;76;60;262;30
2020/12/06 22:55:40;2;2.6 km W from M. Lepre (CT);23.11;37.7565;14.8906;12;;85;15;-20;89;48;297;38
2020/12/06 22:58:58;1.6;2.1 km W from M. Lepre (CT);24.33;37.7515;14.8972;10;;225;75;-160;88;25;357;3
2020/12/06 22:59:20;2.3;1.5 km NW from M. Lepre (CT);20.16;37.7694;14.91;14;;40;5;20;16;43;205;47
