Origin Time;Ml;Zone;Depth;Latitude;Longitude;FM;Discrepancies;Strike;Dip;Rake;P_Azm;P_PLNG;T_Azm;T_PLNG
2021/02/01 00:32:41;1.3;1.4 km E from Crateri Centrali (CT);1.26;37.7542;15.0106;8;;45;50;-130;248;60;342;2
2021/02/01 03:05:59;1.5;1.4 km NE from M. Frumento Supino (CT);2.15;37.7438;15.0065;10;;5;55;-120;218;65;116;6
2021/02/02 10:12:22;1.5;1.0 km SE from P.zi Deneri (CT);4.25;37.7606;15.027;9;;40;35;130;282;16;45;63
2021/02/02 10:12:22;1.5;1.0 km SE from P.zi Deneri (CT);4.25;37.7606;15.027;9;;15;70;-150;237;35;143;5
2021/02/02 10:12:22;1.5;1.0 km SE from P.zi Deneri (CT);4.25;37.7606;15.027;9;;10;30;60;302;18;163;67
2021/02/02 10:12:22;1.5;1.0 km SE from P.zi Deneri (CT);4.25;37.7606;15.027;9;;295;60;-70;246;68;11;13
2021/02/03 00:34:18;1.7;0.1 km S from Crateri Centrali (CT);1.02;37.7518;14.9946;7;;160;35;-10;136;41;16;31
2021/02/03 00:34:18;1.7;0.1 km S from Crateri Centrali (CT);1.02;37.7518;14.9946;7;;150;25;-40;162;56;23;27
2021/02/03 01:58:00;1.6;0.7 km SE from Crateri Centrali (CT);1.52;37.7493;15.0015;10;;320;80;10;274;0;184;14
2021/02/03 05:16:13;1.6;1.1 km E from Crateri Centrali (CT);1.49;37.7546;15.007;10;;165;30;-60;192;67;53;18
2021/02/03 05:16:13;1.6;1.1 km E from Crateri Centrali (CT);1.49;37.7546;15.007;10;;20;30;-160;212;47;340;29
2021/02/03 05:23:34;2.2;1.1 km E from Crateri Centrali (CT);1.11;37.7523;15.008;13;;110;75;-130;340;45;229;20
2021/02/03 05:23:34;2.2;1.1 km E from Crateri Centrali (CT);1.11;37.7523;15.008;13;;180;75;-70;115;56;254;27
2021/02/03 05:23:34;2.2;1.1 km E from Crateri Centrali (CT);1.11;37.7523;15.008;13;;260;15;-160;76;48;228;38
2021/02/03 05:24:49;1.9;1.3 km E from Crateri Centrali (CT);0.92;37.7524;15.0098;13;;20;55;-60;347;65;89;6
2021/02/03 05:24:49;1.9;1.3 km E from Crateri Centrali (CT);0.92;37.7524;15.0098;13;;120;75;-170;343;18;74;4
2021/02/03 07:51:25;1.5;0.4 km SE from Crateri Centrali (CT);1.58;37.7507;14.9985;8;;85;20;30;42;33;257;52
2021/02/03 15:12:07;1.7;0.4 km SE from Crateri Centrali (CT);1.36;37.7514;14.9988;10;;125;50;-60;102;67;194;1
2021/02/04 10:28:31;2;3.1 km W from M. Parmentelli (CT);10.83;37.6724;14.9356;8;;70;60;-10;32;27;294;14
2021/02/05 14:39:10;2.3;0.4 km SE from Crateri Centrali (CT);0.72;37.7502;14.9977;11;;235;85;-170;100;11;9;3
2021/02/05 14:39:10;2.3;0.4 km SE from Crateri Centrali (CT);0.72;37.7502;14.9977;11;;70;30;-140;246;57;16;23
2021/02/06 04:42:28;1.7;1.0 km E from Crateri Centrali (CT);0.43;37.7538;15.0064;25;;105;85;120;170;33;44;42
2021/02/06 04:42:28;1.7;1.0 km E from Crateri Centrali (CT);0.43;37.7538;15.0064;25;;25;80;20;157;7;250;21
2021/02/06 04:42:28;1.7;1.0 km E from Crateri Centrali (CT);0.43;37.7538;15.0064;25;;40;40;100;303;5;73;82
2021/02/06 05:29:59;1.5;0.6 km S from Crateri Centrali (CT);1.72;37.7472;14.9949;12;;125;40;-70;138;76;21;7
2021/02/06 05:29:59;1.5;0.6 km S from Crateri Centrali (CT);1.72;37.7472;14.9949;12;;20;20;-60;63;61;267;27
2021/02/06 05:29:59;1.5;0.6 km S from Crateri Centrali (CT);1.72;37.7472;14.9949;12;;240;60;-150;95;41;188;3
2021/02/06 05:35:42;1.3;0.8 km E from Crateri Centrali (CT);1.87;37.7529;15.0041;11;;60;70;170;285;7;18;21
2021/02/06 06:25:03;2.6;1.0 km N from Monte Centenari (CT);3.63;37.7439;15.036;25;;100;60;-40;65;48;157;2
2021/02/06 06:26:14;1.5;1.2 km N from Monte Centenari (CT);1.72;37.7455;15.0384;18;;45;20;-110;167;63;331;26
2021/02/06 06:26:14;1.5;1.2 km N from Monte Centenari (CT);1.72;37.7455;15.0384;18;;105;20;-50;135;58;344;29
2021/02/06 06:26:14;1.5;1.2 km N from Monte Centenari (CT);1.72;37.7455;15.0384;18;;30;35;-140;214;57;335;19
2021/02/06 06:41:24;2.1;0.4 km SE from Crateri Centrali (CT);0.5;37.75;14.9982;25;;70;35;150;299;22;59;51
2021/02/06 06:41:24;2.1;0.4 km SE from Crateri Centrali (CT);0.5;37.75;14.9982;25;;350;60;10;306;14;208;27
2021/02/06 13:20:46;1.3;1.0 km N from M. Frumento Supino (CT);2.07;37.7427;14.994;11;;95;50;120;164;1;72;67
2021/02/07 00:57:05;1.3;1.7 km N from Case del Vescovo (CT);3.77;37.7132;15.0275;8;;215;80;0;170;7;80;7
2021/02/07 00:57:05;1.3;1.7 km N from Case del Vescovo (CT);3.77;37.7132;15.0275;8;;160;30;-140;336;57;106;23
2021/02/07 09:03:25;2.2;0.4 km E from Crateri Centrali (CT);-1.15;37.7517;14.9993;19;;60;70;-180;283;14;17;14
2021/02/08 06:00:43;1.9;1.4 km W from Sant'Alfio (CT);4.78;37.7467;15.1256;8;;85;75;70;191;27;330;56
2021/02/08 06:00:43;1.9;1.4 km W from Sant'Alfio (CT);4.78;37.7467;15.1256;8;;20;60;100;103;14;315;73
2021/02/10 04:17:54;1.5;1.1 km E from M. Frumento Supino (CT);2.01;37.7361;15.0088;8;;70;55;140;307;2;40;51
2021/02/10 20:21:56;1.4;1.0 km E from Crateri Centrali (CT);1.14;37.7564;15.0059;19;;40;70;-70;339;60;115;22
2021/02/11 16:57:13;1.4;0.4 km N from Monte Centenari (CT);2.34;37.7392;15.0354;11;;160;30;-20;148;47;20;29
2021/02/11 16:57:13;1.4;0.4 km N from Monte Centenari (CT);2.34;37.7392;15.0354;11;;100;80;50;220;24;333;41
2021/02/11 23:26:37;3.1;0.6 km E from Crateri Centrali (CT);0.73;37.7536;15.0021;28;;115;35;-120;280;69;46;13
2021/02/11 23:30:35;1.3;0.8 km E from Crateri Centrali (CT);0.47;37.7537;15.004;11;;15;10;-170;195;46;356;42
2021/02/11 23:30:35;1.3;0.8 km E from Crateri Centrali (CT);0.47;37.7537;15.004;11;;110;75;-40;64;38;166;15
2021/02/11 23:30:35;1.3;0.8 km E from Crateri Centrali (CT);0.47;37.7537;15.004;11;;0;90;-90;270;45;90;45
2021/02/11 23:30:35;1.3;0.8 km E from Crateri Centrali (CT);0.47;37.7537;15.004;11;;290;45;-20;264;42;155;19
2021/02/11 23:31:33;1.4;1.7 km E from Monte Palestra (CT);0.59;37.7415;14.975;18;;95;45;-160;301;42;50;19
2021/02/11 23:31:33;1.4;1.7 km E from Monte Palestra (CT);0.59;37.7415;14.975;18;;120;25;160;338;33;113;48
2021/02/12 15:25:12;2.5;0.3 km E from Crateri Centrali (CT);0.67;37.7536;14.9984;19;;80;60;-140;295;48;203;2
2021/02/12 21:57:28;1.9;0.8 km SE from Crateri Centrali (CT);0.4;37.747;14.9995;12;;115;60;-140;330;48;238;2
2021/02/12 21:57:28;1.9;0.8 km SE from Crateri Centrali (CT);0.4;37.747;14.9995;12;;35;10;-140;184;51;349;38
2021/02/12 21:57:28;1.9;0.8 km SE from Crateri Centrali (CT);0.4;37.747;14.9995;12;;35;65;-130;257;52;153;11
2021/02/12 21:57:28;1.9;0.8 km SE from Crateri Centrali (CT);0.4;37.747;14.9995;12;;95;55;-50;64;58;158;2
2021/02/12 21:57:28;1.9;0.8 km SE from Crateri Centrali (CT);0.4;37.747;14.9995;12;;40;55;140;277;2;10;51
2021/02/12 22:49:02;1.4;0.0 km N from Crateri Centrali (CT);0.89;37.7531;14.995;8;;95;15;-170;280;46;72;41
2021/02/13 16:13:35;2.5;0.2 km SW from Crateri Centrali (CT);0.71;37.7517;14.9943;12;;60;85;-170;285;11;194;3
2021/02/13 21:46:58;1.8;0.6 km SE from Crateri Centrali (CT);0.48;37.7502;15.0002;8;;105;50;-160;315;40;59;16
2021/02/13 21:46:58;1.8;0.6 km SE from Crateri Centrali (CT);0.48;37.7502;15.0002;8;;90;85;-150;318;24;220;17
2021/02/13 21:46:58;1.8;0.6 km SE from Crateri Centrali (CT);0.48;37.7502;15.0002;8;;150;75;-80;74;59;232;29
2021/02/16 18:13:06;1.5;1.0 km W from Monte Palestra (CT);9.46;37.746;14.9445;8;;45;50;20;359;16;255;40
2021/02/16 18:13:06;1.5;1.0 km W from Monte Palestra (CT);9.46;37.746;14.9445;8;;110;40;80;27;5;257;82
2021/02/16 22:22:08;1.4;1.2 km N from Monte Centenari (CT);3.24;37.746;15.0359;10;;105;75;80;203;29;1;59
2021/02/17 16:25:22;1.5;1.0 km N from Piano Pernicana (CT);-1.57;37.816;15.0699;11;;135;60;120;204;10;94;62
2021/02/17 16:25:22;1.5;1.0 km N from Piano Pernicana (CT);-1.57;37.816;15.0699;11;;55;50;160;281;16;25;40
2021/02/17 17:02:50;2.3;1.9 km SW from M. Frumento Supino (CT);6;37.726;14.9769;26;;100;50;10;58;21;314;33
2021/02/17 17:10:18;1.7;1.8 km W from La Montagnola (CT);6.8;37.7144;14.9868;17;;140;30;70;65;16;277;71
2021/02/17 18:43:54;1.3;1.8 km NE from M. Denza (CT);4.04;37.7204;14.9745;14;;320;85;-30;272;24;10;17
2021/02/22 12:20:13;1.7;3.4 km S from Motta Camastra (ME);15.64;37.8636;15.1664;11;;65;55;110;141;8;26;72
2021/02/24 11:07:20;1.3;2.2 km SW from Monte Palestra (CT);5.79;37.7284;14.9411;13;;125;85;-70;56;46;197;37
2021/02/24 12:12:03;1.4;2.0 km E from M. Intraleo (CT);7.16;37.7239;14.9402;7;;75;50;-100;292;81;172;5
2021/02/24 12:12:03;1.4;2.0 km E from M. Intraleo (CT);7.16;37.7239;14.9402;7;;315;45;-70;308;76;211;2
2021/02/24 12:12:03;1.4;2.0 km E from M. Intraleo (CT);7.16;37.7239;14.9402;7;;125;85;-30;77;24;175;17
2021/02/24 12:12:03;1.4;2.0 km E from M. Intraleo (CT);7.16;37.7239;14.9402;7;;280;45;-40;262;55;157;10
2021/02/27 02:27:25;1.2;1.4 km W from Monte Scorsone (CT);3.05;37.7444;15.0542;10;;105;75;-10;62;18;331;4
2021/02/27 02:27:25;1.2;1.4 km W from Monte Scorsone (CT);3.05;37.7444;15.0542;10;;185;40;160;49;23;163;44
2021/02/27 14:27:34;1.2;0.8 km W from Castiglione di Sicilia (CT);9.97;37.8852;15.114;8;;40;75;-120;276;51;153;24
2021/02/27 20:24:21;1.4;2.3 km N from M. Denza (CT);24.17;37.7262;14.9691;8;;15;90;-100;275;44;115;44
2021/02/27 20:47:04;1.5;0.7 km SW from Monte Palestra (CT);22.21;37.7396;14.9505;12;;165;70;160;33;1;124;28
2021/02/27 20:47:04;1.5;0.7 km SW from Monte Palestra (CT);22.21;37.7396;14.9505;12;;120;80;0;75;7;345;7
2021/02/27 20:47:04;1.5;0.7 km SW from Monte Palestra (CT);22.21;37.7396;14.9505;12;;0;25;120;248;22;36;64
2021/02/28 04:37:12;1;1.2 km NE from Case del Vescovo (CT);5.29;37.7065;15.0335;8;;165;85;50;286;29;40;37
2021/02/28 13:33:01;1.9;1.9 km SW from Monte Scorsone (CT);4.05;37.7335;15.0578;10;;95;80;-60;36;47;161;29
2021/03/01 17:02:05;1.3;1.2 km NW from Mangano (CT);17.03;37.684;15.1604;9;;15;80;70;122;32;262;51
2021/03/01 17:02:05;1.3;1.2 km NW from Mangano (CT);17.03;37.684;15.1604;9;;185;50;-40;160;53;62;6
2021/03/01 17:02:05;1.3;1.2 km NW from Mangano (CT);17.03;37.684;15.1604;9;;105;20;10;78;38;295;45
2021/03/02 01:39:39;1.7;2.7 km NW from Monte Collabasso (CT);28.88;37.8531;14.9961;8;;50;25;-160;237;48;12;33
2021/03/02 04:09:34;1.4;2.1 km W from I Due Monti (CT);24.19;37.7853;15.0432;9;;20;10;120;264;36;74;53
2021/03/02 04:12:30;1.7;1.9 km NE from Monte Nero (CT);21.23;37.8183;15.0477;16;;80;15;140;309;34;105;53
2021/03/02 05:29:21;1.9;1.4 km NW from Piano Pernicana (CT);23.34;37.8151;15.0598;8;;110;15;160;322;38;114;48
2021/03/02 20:49:53;2.2;2.7 km NE from Monte Nero (CT);20.25;37.83;15.0454;17;;105;20;140;336;31;124;55
2021/03/03 04:04:25;1.7;1.3 km NE from Milo (CT);11.85;37.7305;15.1271;8;;160;65;-40;120;45;217;6
2021/03/03 04:04:25;1.7;1.3 km NE from Milo (CT);11.85;37.7305;15.1271;8;;315;25;-120;99;64;247;22
2021/03/03 21:26:34;2.1;2.6 km NE from Monte Collabasso (CT);18.5;37.8413;15.0337;19;;65;35;90;335;10;155;80
2021/03/03 21:26:34;2.1;2.6 km NE from Monte Collabasso (CT);18.5;37.8413;15.0337;19;;100;40;120;349;9;102;69
2021/03/04 06:09:38;1.7;1.9 km W from Monte Palestra (CT);7.91;37.7379;14.9355;9;;75;75;-90;345;60;165;30
2021/03/04 06:09:38;1.7;1.9 km W from Monte Palestra (CT);7.91;37.7379;14.9355;9;;320;80;50;80;24;193;41
2021/03/04 06:09:38;1.7;1.9 km W from Monte Palestra (CT);7.91;37.7379;14.9355;9;;350;35;20;308;26;187;46
2021/03/04 06:09:38;1.7;1.9 km W from Monte Palestra (CT);7.91;37.7379;14.9355;9;;95;10;120;339;36;149;53
2021/03/08 18:31:07;1.8;5.0 km W from Monte Minardo (CT);4.69;37.7377;14.8133;12;;10;90;80;110;44;270;44
2021/03/08 18:31:07;1.8;5.0 km W from Monte Minardo (CT);4.69;37.7377;14.8133;12;;115;30;-160;307;47;75;29
2021/03/08 18:31:07;1.8;5.0 km W from Monte Minardo (CT);4.69;37.7377;14.8133;12;;125;30;-80;189;74;28;15
2021/03/10 04:28:53;2.1;4.6 km N from Cesarò (ME);8.72;37.8825;14.7284;14;;30;90;20;163;14;257;14
2021/03/10 04:28:53;2.1;4.6 km N from Cesarò (ME);8.72;37.8825;14.7284;14;;145;45;-90;311;90;55;0
2021/03/10 08:56:39;2.7;1.7 km NE from M. Intraleo (CT);25.49;37.7357;14.9271;21;;65;90;-150;294;21;196;21
2021/03/10 09:20:38;2.8;4.3 km NE from San Teodoro (ME);8.47;37.883;14.7185;21;;135;55;-160;349;37;88;12
2021/03/10 18:38:50;1.4;1.1 km E from Motta Camastra (ME);18.25;37.8923;15.1823;7;;180;55;110;256;8;141;72
2021/03/11 15:14:05;1.3;1.1 km NW from Castiglione di Sicilia (CT);9.1;37.8884;15.1128;8;;100;20;50;41;29;250;58
2021/03/19 00:50:53;0.9;1.4 km NE from Monte Grosso (CT);6.15;37.6815;15.0185;15;;45;35;-120;210;69;336;13
2021/03/19 14:30:01;1.9;1.7 km N from Milo (CT);5.56;37.7363;15.1222;21;;85;65;0;43;17;307;17
2021/03/19 14:57:06;1.8;1.9 km E from Monte Fontane (CT);5.19;37.7462;15.1062;22;;90;75;-10;47;18;316;4
2021/03/19 15:53:02;1.4;2.4 km W from Sant'Alfio (CT);4.97;37.7433;15.114;16;;320;90;40;87;27;193;27
2021/03/19 17:54:03;1.6;1.7 km SW from Pietrafucile (CT);4.67;37.7481;15.1212;20;;85;75;0;41;11;309;11
2021/03/19 17:54:03;1.6;1.7 km SW from Pietrafucile (CT);4.67;37.7481;15.1212;20;;315;70;30;83;5;177;35
2021/03/19 17:54:03;1.6;1.7 km SW from Pietrafucile (CT);4.67;37.7481;15.1212;20;;145;60;90;235;15;55;75
2021/03/19 17:54:43;1.8;2.1 km SW from Pietrafucile (CT);5.11;37.7462;15.1166;21;;300;90;30;71;21;169;21
2021/03/19 17:54:43;1.8;2.1 km SW from Pietrafucile (CT);5.11;37.7462;15.1166;21;;65;90;-30;16;21;114;21
2021/03/19 17:56:16;2.5;2.2 km W from Sant'Alfio (CT);6.03;37.7426;15.1154;26;;115;45;-10;84;36;335;24
2021/03/19 17:56:42;2.3;1.6 km W from Sant'Alfio (CT);4.81;37.7461;15.1234;25;;85;75;0;41;11;309;11
2021/03/19 17:56:42;2.3;1.6 km W from Sant'Alfio (CT);4.81;37.7461;15.1234;25;;170;40;130;52;11;165;63
2021/03/19 17:56:42;2.3;1.6 km W from Sant'Alfio (CT);4.81;37.7461;15.1234;25;;95;10;140;321;38;126;51
2021/03/19 18:09:46;1.3;2.1 km W from Sant'Alfio (CT);6.08;37.7429;15.1166;15;;110;85;-30;62;24;160;17
2021/03/19 18:09:46;1.3;2.1 km W from Sant'Alfio (CT);6.08;37.7429;15.1166;15;;50;55;-120;263;65;161;6
2021/03/19 18:09:46;1.3;2.1 km W from Sant'Alfio (CT);6.08;37.7429;15.1166;15;;205;70;90;295;25;115;65
2021/03/19 18:55:43;1;1.5 km S from Sant'Alfio (CT);5.7;37.7292;15.1462;9;;140;15;-170;325;46;117;41
2021/03/19 18:55:43;1;1.5 km S from Sant'Alfio (CT);5.7;37.7292;15.1462;9;;30;35;-20;13;46;252;26
2021/03/19 20:57:19;0.9;1.7 km W from Sant'Alfio (CT);3.75;37.7464;15.1222;11;;300;85;30;70;17;168;24
2021/03/20 17:19:45;1.3;0.7 km SE from Pietrafucile (CT);5.32;37.756;15.1319;7;;130;60;-20;94;34;358;8
2021/03/20 17:25:10;1.8;1.1 km SE from Pietrafucile (CT);6.34;37.753;15.1342;23;;120;30;-80;184;74;23;15
2021/03/20 17:35:23;1.9;0.8 km SE from Pietrafucile (CT);6.66;37.7558;15.1326;9;;120;75;-10;77;18;346;4
2021/03/20 17:42:11;2.2;0.9 km SE from Pietrafucile (CT);6.65;37.7554;15.1357;16;;115;70;-20;74;28;343;1
2021/03/20 17:45:10;1.5;1.1 km SE from Pietrafucile (CT);5.01;37.7537;15.136;20;;100;20;-110;222;63;26;26
2021/03/20 17:45:10;1.5;1.1 km SE from Pietrafucile (CT);5.01;37.7537;15.136;20;;0;15;-110;118;59;286;31
2021/03/20 17:45:10;1.5;1.1 km SE from Pietrafucile (CT);5.01;37.7537;15.136;20;;255;55;-80;199;77;338;9
2021/03/20 18:07:44;1.6;1.0 km SE from Pietrafucile (CT);5.56;37.7561;15.1377;20;;75;35;-140;259;57;20;19
2021/03/20 18:07:44;1.6;1.0 km SE from Pietrafucile (CT);5.56;37.7561;15.1377;20;;145;65;0;103;17;7;17
2021/03/20 18:07:44;1.6;1.0 km SE from Pietrafucile (CT);5.56;37.7561;15.1377;20;;260;65;-100;150;68;357;19
2021/03/21 07:57:34;1.7;0.9 km SE from Pietrafucile (CT);4.3;37.7561;15.1363;10;;125;80;-10;81;14;351;0
2021/03/21 07:59:13;1.4;1.1 km N from Sant'Alfio (CT);5.96;37.7521;15.1404;14;;90;35;-90;180;80;360;10
2021/03/21 08:47:43;2.3;0.4 km S from Pietrafucile (CT);6.92;37.758;15.1298;15;;120;75;-20;77;25;168;3
2021/03/21 08:47:43;2.3;0.4 km S from Pietrafucile (CT);6.92;37.758;15.1298;15;;90;50;-60;67;67;159;1
2021/03/21 08:52:11;1.2;1.2 km E from Sant'Alfio (CT);7.23;37.7432;15.1546;9;;85;45;-90;251;90;355;0
2021/03/21 08:52:11;1.2;1.2 km E from Sant'Alfio (CT);7.23;37.7432;15.1546;9;;115;65;-10;75;24;340;11
2021/03/21 09:08:15;2.2;0.6 km SE from Pietrafucile (CT);6.91;37.7571;15.1315;17;;120;75;-20;77;25;168;3
2021/03/21 09:09:02;1.5;0.7 km NE from Sant'Alfio (CT);6.84;37.7453;15.1472;16;;90;40;-120;268;69;21;9
2021/03/21 09:22:01;2.8;0.7 km SE from Pietrafucile (CT);7.38;37.7559;15.1319;24;;215;80;-170;79;14;169;0
2021/03/21 09:24:59;2.1;1.0 km SE from Pietrafucile (CT);5.55;37.7548;15.1361;29;;100;45;-110;287;76;24;2
2021/03/21 09:24:59;2.1;1.0 km SE from Pietrafucile (CT);5.55;37.7548;15.1361;29;;45;85;-170;270;11;179;3
2021/03/21 09:36:03;1.5;1.2 km N from Sant'Alfio (CT);6.87;37.753;15.1398;16;;75;45;-110;262;76;359;2
2021/03/21 09:42:24;1.5;1.1 km N from Sant'Alfio (CT);5.06;37.752;15.1386;16;;0;40;-140;191;56;304;14
2021/03/21 10:05:07;1.3;0.3 km E from Sant'Alfio (CT);6.71;37.7411;15.1441;12;;10;40;-130;195;63;308;11
2021/03/21 10:32:33;1.3;0.6 km N from Sant'Alfio (CT);7.1;37.7477;15.141;14;;55;80;-180;280;7;10;7
2021/03/21 10:32:33;1.3;0.6 km N from Sant'Alfio (CT);7.1;37.7477;15.141;14;;160;20;60;93;27;297;61
2021/03/21 10:34:40;1.3;0.6 km NW from Sant'Alfio (CT);6.31;37.7465;15.1375;15;;100;40;-110;267;76;24;7
2021/03/21 10:34:40;1.3;0.6 km NW from Sant'Alfio (CT);6.31;37.7465;15.1375;15;;45;80;60;159;29;284;47
2021/03/21 10:34:40;1.3;0.6 km NW from Sant'Alfio (CT);6.31;37.7465;15.1375;15;;100;80;110;173;32;33;51
2021/03/21 11:04:18;1.2;0.6 km NE from Sant'Alfio (CT);6.49;37.7463;15.1444;10;;85;50;-120;288;67;196;1
2021/03/21 11:04:18;1.2;0.6 km NE from Sant'Alfio (CT);6.49;37.7463;15.1444;10;;30;90;160;77;14;343;14
2021/03/21 11:04:18;1.2;0.6 km NE from Sant'Alfio (CT);6.49;37.7463;15.1444;10;;35;30;-50;49;62;276;20
2021/03/21 11:04:18;1.2;0.6 km NE from Sant'Alfio (CT);6.49;37.7463;15.1444;10;;115;60;-40;80;48;172;2
2021/03/21 11:07:20;1.4;1.1 km SE from Pietrafucile (CT);5.28;37.7545;15.1374;13;;125;75;-10;82;18;351;4
2021/03/21 11:07:20;1.4;1.1 km SE from Pietrafucile (CT);5.28;37.7545;15.1374;13;;65;40;-150;262;50;15;18
2021/03/21 11:07:20;1.4;1.1 km SE from Pietrafucile (CT);5.28;37.7545;15.1374;13;;90;30;-70;133;71;345;16
2021/03/21 13:40:12;1.7;0.8 km SE from Pietrafucile (CT);6.28;37.7561;15.1339;11;;115;70;-10;73;21;340;7
2021/03/21 13:41:24;1.7;0.4 km SE from Pietrafucile (CT);7.09;37.7589;15.1321;11;;115;75;-10;72;18;341;4
2021/03/22 14:06:52;1.8;0.7 km SE from Pietrafucile (CT);7.77;37.7567;15.134;11;;115;75;-20;72;25;163;3
2021/03/22 18:20:30;1.3;0.7 km E from Pietrafucile (CT);6.07;37.7592;15.1361;8;;70;45;-110;257;76;354;2
2021/03/25 02:20:32;2.7;0.9 km SE from Pietrafucile (CT);7.25;37.7558;15.1361;27;;105;70;-20;64;28;333;1
2021/03/25 02:20:32;2.7;0.9 km SE from Pietrafucile (CT);7.25;37.7558;15.1361;27;;90;50;-60;67;67;159;1
2021/03/25 02:56:22;1.2;1.4 km NE from Fleri (CT);1.47;37.6624;15.1114;9;;60;55;20;13;12;274;37
2021/03/25 11:26:23;1.6;1.0 km NE from Milo (CT);9.76;37.7304;15.1209;17;;95;45;-30;73;49;326;14
2021/03/25 20:56:53;1.5;0.7 km E from Pietrafucile (CT);6.21;37.7622;15.137;8;;55;40;-110;222;76;339;7
2021/03/26 03:08:54;1.4;1.4 km SW from Monte S. Leo (CT);6.17;37.6498;14.9739;8;;325;85;-120;206;42;80;33
2021/03/26 23:15:43;2.1;0.7 km NE from Milo (CT);6.28;37.7255;15.123;18;;85;25;-100;195;69;3;20
2021/03/26 23:23:02;1.4;0.8 km E from Milo (CT);6.21;37.7214;15.1256;17;;100;25;-100;210;69;18;20
2021/03/27 20:22:56;1.2;1.6 km NW from Milo (CT);19.03;37.7326;15.1045;7;;30;30;-100;146;74;307;15
2021/03/27 21:03:34;1;0.9 km SW from M. Parmentelli (CT);7.56;37.6769;14.96;9;;95;50;120;164;1;72;67
2021/03/27 21:03:34;1;0.9 km SW from M. Parmentelli (CT);7.56;37.6769;14.96;9;;20;55;20;333;12;234;37
2021/03/27 21:03:34;1;0.9 km SW from M. Parmentelli (CT);7.56;37.6769;14.96;9;;80;50;50;17;2;283;60
2021/03/29 03:51:58;0.9;1.5 km W from Fleri (CT);8.26;37.6545;15.0794;11;;180;20;-20;179;48;35;36
2021/03/29 03:51:58;0.9;1.5 km W from Fleri (CT);8.26;37.6545;15.0794;11;;60;75;50;179;20;290;45
2021/03/30 17:19:01;1.2;0.2 km SE from M. Intraleo (CT);8.89;37.7219;14.9185;9;;110;65;-100;0;68;207;19
2021/03/30 17:19:01;1.2;0.2 km SE from M. Intraleo (CT);8.89;37.7219;14.9185;9;;135;85;-30;87;24;185;17
2021/03/31 15:05:49;1.7;5.2 km SE from Calatabiano (CT);26.95;37.7851;15.267;9;;80;65;-150;299;38;208;1
2021/03/31 15:05:49;1.7;5.2 km SE from Calatabiano (CT);26.95;37.7851;15.267;9;;145;55;70;249;8;4;72
2021/04/02 18:52:44;1.5;2.6 km W from Moio Alcantara (ME);21.76;37.8918;15.0232;12;;95;80;-170;319;14;49;0
2021/04/02 18:52:44;1.5;2.6 km W from Moio Alcantara (ME);21.76;37.8918;15.0232;12;;15;50;30;324;11;222;46
2021/04/03 02:22:09;0.7;1.5 km NE from Monte Fontane (CT);5.88;37.7519;15.0922;14;;135;65;-60;88;59;204;15
2021/04/11 06:02:26;1.1;2.2 km N from Pedara (CT);-1.56;37.6379;15.0658;13;;335;90;180;200;0;110;0
2021/04/11 06:02:26;1.1;2.2 km N from Pedara (CT);-1.56;37.6379;15.0658;13;;95;55;70;199;8;314;72
2021/04/17 22:06:07;1.5;2.9 km NE from Monte Collabasso (CT);8.97;37.846;15.0342;13;;330;50;-130;173;60;267;2
2021/04/17 22:06:07;1.5;2.9 km NE from Monte Collabasso (CT);8.97;37.846;15.0342;13;;95;45;-50;81;62;338;7
2021/04/18 22:23:23;1.5;2.2 km W from Pietrafucile (CT);7.38;37.7589;15.1047;14;;140;60;-10;102;27;4;14
2021/04/21 19:13:51;0.7;1.6 km SW from Rifugio Citelli (CT);3.74;37.7533;15.0505;15;;70;55;-110;289;72;174;8
2021/04/21 19:13:51;0.7;1.6 km SW from Rifugio Citelli (CT);3.74;37.7533;15.0505;15;;175;5;-120;298;49;113;41
2021/04/24 05:43:53;1.4;0.5 km NW from Monte Zoccolaro (CT);6.45;37.7183;15.053;13;;135;85;-60;74;42;200;33
2021/04/24 05:43:53;1.4;0.5 km NW from Monte Zoccolaro (CT);6.45;37.7183;15.053;13;;0;65;80;97;19;250;68
2021/04/24 05:43:53;1.4;0.5 km NW from Monte Zoccolaro (CT);6.45;37.7183;15.053;13;;30;80;140;85;19;341;35
2021/04/29 04:47:02;1.5;1.6 km W from Monte Scorsone (CT);5.23;37.7436;15.0522;22;;155;25;90;65;20;245;70
2021/04/29 16:13:09;1.7;0.1 km E from Sant'Alfio (CT);16.62;37.742;15.1425;10;;170;75;-70;105;56;244;27
2021/04/29 16:29:46;1.4;1.3 km N from Fondo Macchia (CT);16.93;37.7296;15.157;8;;140;55;-50;109;58;203;2
2021/04/29 16:40:58;1.4;0.8 km SW from Fondo Macchia (CT);19.05;37.7114;15.1531;7;;335;55;-130;186;58;92;2
2021/04/29 16:40:58;1.4;0.8 km SW from Fondo Macchia (CT);19.05;37.7114;15.1531;7;;110;50;-130;313;60;47;2
2021/04/29 17:03:21;1.8;0.8 km E from Sant'Alfio (CT);15.75;37.7444;15.1491;11;;155;75;-60;99;51;222;24
2021/04/29 17:13:56;1.5;1.1 km NE from Milo (CT);16.51;37.7301;15.1246;8;;205;30;-60;232;67;93;18
