#These data are freely available under tha Creative Commons Attribution 4.0 International Licence (CC BY 4.0)
# when using the data please cite:
# Petricca, Patrizio (2018): Revised dataset of known faults in Italy. GFZ Data Services. http://doi.org/10.5880/fidgeo.2018.003
#
#
#ID	Lf_max [km]	MwInstr_max	MwHist_max	PEMM
AG21	0	4.7	0	0
AG22	0	2.5	0	0
AG23	57.41	4.1	5.06	7.17751
AG24	11.7	3.7	5.14	6.02387
AG25	33.97	3.4	6.61	6.79693
AG26	35.63	4.2	5.68	6.83153
AG27	34.1	2.4	6.53	6.7997
AG28	19.99	2.5	6.38	6.41236
AG29	10.33	4.4	5.14	5.93355
AG30	23.36	4.5	6.83	6.52535
AG31	28.74	3.5	4.3	6.67567
AG32	28.74	3.6	6.02	6.67567
AG33	7.21	4.4	5.42	5.67275
AG34	21.63	5	0	6.46954
AG35	17.52	5	0	6.3167
AG36	32.98	5.1	0	6.77548
AG37	32.98	4.6	0	6.77548
AG38	21.57	5	0	6.46753
AG39	13.82	5.8	0	6.14465
AG40	26.6	4.5	5.14	6.61955
AG41	46.64	4	7.06	7.02683
AG42	62.34	4	0	7.23726
AG43	62.34	2.9	0	7.23726
AG44	59.2	3.5	0	7.19978
AG45	59.2	4.5	0	7.19978
AG46	55.63	4	0	7.15467
AG47	55.63	3.9	0	7.15467
AG48	46.32	3.1	0	7.02183
AG49	8.89	3.8	0	5.82467
AG50	0	0	0	0
AG51	0	2.9	0	0
AG52	0	3.2	0	0
AG53	0	0	0	0
AG54	0	3.5	0	0
AG55	0	0	0	0
AG56	0	0	0	0
AH1	0	0	0	0
AH2	0	0	0	0
AH3	0	0	0	0
AH4	0	2.4	0	0
AH5	0	2.4	0	0
AH6	0	5.4	0	0
AH7	0	2.2	0	0
AH8	0	3.3	0	0
AH9	0	3.4	0	0
AH10	0	2.7	0	0
AH11	0	3.9	0	0
AH12	0	0	0	0
AH13	0	0	0	0
AH14	0	3.6	0	0
AH15	0	2.9	0	0
AH16	0	3.1	0	0
AH17	0	3.4	0	0
AH18	0	3.8	0	0
AH19	0	2.9	0	0
AH20	8.67	3.4	0	5.80649
AH21	0	2.7	0	0
AH22	0	3.1	0	0
AH23	0	3.5	0	0
AH24	21.33	3.9	5.78	6.45941
AH25	47.69	5.4	5.39	7.04297
AH26	26.55	3.6	0	6.61819
AH27	34.1	2.7	5.32	6.7997
AH28	34.1	4.1	5.78	6.7997
AH29	6.8	3.9	5.95	5.63029
AH30	8.68	5.2	5.78	5.80733
AH31	23.22	3.3	7.03	6.52099
AH32	18.87	5.6	5.33	6.37054
AH33	18.87	5.2	5.49	6.37054
AH34	23.13	4.3	0	6.51817
AH35	23.13	4	4.72	6.51817
AH36	15.75	3.9	5.14	6.23946
AH37	15.75	4.1	0	6.23946
AH38	11.83	4.5	6.94	6.03188
AH39	29.37	4.1	5.79	6.6914
AH40	29.37	4.4	7.02	6.6914
AH41	15.04	3.8	5.84	6.206
AH42	14.38	3.9	0	6.17346
AH43	62.34	3.2	0	7.23726
AH44	51.55	3.9	0	7.09942
AH45	51.16	4.1	0	7.09391
AH46	62.6	3.8	0	7.24028
AH47	62.6	3.2	0	7.24028
AH48	24.14	3.1	0	6.54917
AH49	0	4.2	0	0
AH50	0	4	0	0
AH51	0	0	0	0
AH52	0	3.5	0	0
AH53	0	3.4	0	0
AH54	0	3.8	0	0
AH55	0	3.6	0	0
AH56	0	0	0	0
AI1	0	0	0	0
AI2	0	0	0	0
AI3	0	0	0	0
AI4	0	0	0	0
AI5	0	4.5	0	0
AI6	0	0	0	0
AI7	0	0	0	0
AI8	0	0	0	0
AI9	0	3.2	0	0
AI10	0	0	0	0
AI11	0	0	0	0
AI12	0	0	0	0
AI13	0	0	0	0
AI14	0	3	0	0
AI15	0	2.6	0	0
AI16	0	3	0	0
AI17	0	2.8	0	0
AI18	0	4.2	0	0
AI19	0	3	0	0
AI20	0	3.1	0	0
AI21	0	2.5	0	0
AI22	0	3	0	0
AI23	0	3.1	0	0
AI24	14.66	4.2	5.78	6.18744
AI25	47.69	4.1	4.98	7.04297
AI26	0	3.1	5.14	0
AI27	14.8	3.2	4.93	6.19434
AI28	14.8	2.9	4.44	6.19434
AI29	9.52	2.7	0	5.87432
AI30	18.45	3.8	5.24	6.35421
AI31	12.02	2.9	0	6.04344
AI32	11.77	3.3	4.74	6.0282
AI33	18.98	4.3	5.67	6.37475
AI34	34.46	3.4	5.19	6.80732
AI35	34.46	3.8	6.74	6.80732
AI36	34.52	4.1	6.21	6.80858
AI37	32.44	3.6	7.03	6.76351
AI38	16.5	3.9	6.55	6.2732
AI39	29.37	4	6.62	6.6914
AI40	23.8	4.2	5.14	6.53888
AI41	17.38	3.2	5.14	6.31088
AI42	12.59	3.6	0	6.07704
AI43	17.24	4.2	0	6.30502
AI44	51.55	4.4	0	7.09942
AI45	46.81	3.5	0	7.02947
AI46	46.81	3.6	0	7.02947
AI47	62.6	2.6	0	7.24028
AI48	113.8	0	0	7.67376
AI49	0	3	0	0
AI50	0	2.5	0	0
AI51	0	0	0	0
AI52	0	0	0	0
AI53	0	3.4	0	0
AI54	0	3.6	0	0
AI55	0	0	0	0
AI56	0	0	0	0
AJ1	0	0	0	0
AJ2	0	0	0	0
AJ3	0	0	0	0
AJ4	0	0	0	0
AJ5	0	0	0	0
AJ6	0	0	0	0
AJ7	0	0	0	0
AJ8	0	3.1	0	0
AJ9	0	0	0	0
AJ10	0	0	0	0
AJ11	0	0	0	0
AJ12	0	0	0	0
AJ13	0	0	0	0
AJ14	0	0	0	0
AJ15	0	2.9	0	0
AJ16	0	4.3	0	0
AJ17	0	3.9	0	0
AJ18	0	3.6	0	0
AJ19	0	2.5	0	0
AJ20	0	3.3	0	0
AJ21	0	3.5	0	0
AJ22	0	4.2	0	0
AJ23	0	4.2	0	0
AJ24	0	2.9	4.72	0
AJ25	47.69	2.8	0	7.04297
AJ26	15.7	3.2	0	6.23715
AJ27	4.85	2.8	5.56	5.38519
AJ28	19.61	3.4	0	6.39844
AJ29	13.05	3.3	0	6.10307
AJ30	7.74	3	4.93	5.7242
AJ31	7.93	3	0	5.74179
AJ32	15.13	2.6	4.56	6.21033
AJ33	9.21	3.3	0	5.85031
AJ34	20.76	4.5	4.72	6.43977
AJ35	9.37	4.6	5.35	5.86281
AJ36	34.52	4.1	0	6.80858
AJ37	32.44	3.5	5.14	6.76351
AJ38	32.44	4.3	6.98	6.76351
AJ39	40.6	3.4	5.7	6.92624
AJ40	25.38	3.4	4.51	6.5855
AJ41	15.51	3.5	0	6.22832
AJ42	14.23	3.3	0	6.16585
AJ43	28.62	4.4	0	6.67264
AJ44	51.55	3.1	0	7.09942
AJ45	16.88	3.7	0	6.28971
AJ46	20.14	4	0	6.41778
AJ47	60.2	2.8	0	7.21193
AJ48	113.8	0	0	7.67376
AJ49	0	0	0	0
AJ50	0	0	0	0
AJ51	0	3.2	0	0
AJ52	0	0	0	0
AJ53	0	0	0	0
AJ54	0	0	0	0
AJ55	0	0	0	0
AJ56	0	0	0	0
AK1	0	0	0	0
AK2	0	0	0	0
AK3	0	0	0	0
AK4	0	0	0	0
AK5	0	0	0	0
AK6	0	0	0	0
AK7	0	0	0	0
AK8	0	0	0	0
AK9	0	0	0	0
AK10	0	0	0	0
AK11	0	0	0	0
AK12	0	0	0	0
AK13	0	3.8	0	0
AK14	0	3.3	0	0
AK15	0	4.6	0	0
AK16	0	3.6	0	0
AK17	0	2.6	0	0
AK18	0	3.2	0	0
AK19	0	0	0	0
AK20	0	2.9	0	0
AK21	0	3.2	0	0
AK22	0	4.2	0	0
AK23	0	4.7	0	0
AK24	0	2.8	0	0
AK25	26.45	2.7	0	6.61545
AK26	15.7	2.6	0	6.23715
AK27	35.34	2.8	0	6.82561
AK28	13.54	2.5	4.93	6.1298
AK29	19.86	2.3	0	6.40763
AK30	6.99	3.8	4.72	5.65028
AK31	28.74	4.3	0	6.67567
AK32	28.74	2.2	4.72	6.67567
AK33	7.45	3.8	0	5.6965
AK34	12.32	4.7	4.87	6.06132
AK35	15.63	4.1	6.2	6.23391
AK36	31.88	3.8	0	6.75088
AK37	31.88	4	6.89	6.75088
AK38	15.83	3.8	0	6.24313
AK39	40.6	3	0	6.92624
AK40	14.89	3.4	0	6.19873
AK41	16.96	3.8	0	6.29314
AK42	14.43	2.9	0	6.17597
AK43	34.61	3.5	0	6.81047
AK44	34.61	4.5	0	6.81047
AK45	18.51	3.6	0	6.35657
AK46	16.52	2.9	0	6.27408
AK47	60.2	3.2	0	7.21193
AK48	113.8	0	0	7.67376
AK49	0	0	0	0
AK50	0	0	0	0
AK51	0	0	0	0
AK52	0	0	0	0
AK53	0	0	0	0
AK54	0	0	0	0
AK55	0	0	0	0
AK56	0	0	0	0
AL1	0	0	0	0
AL2	0	0	0	0
AL3	0	0	0	0
AL4	0	0	0	0
AL5	0	0	0	0
AL6	0	0	0	0
AL7	0	0	0	0
AL8	0	0	0	0
AL9	0	0	0	0
AL10	0	3.6	0	0
AL11	0	3.5	0	0
AL12	0	0	0	0
AL13	0	3.1	0	0
AL14	0	0	0	0
AL15	0	3.8	0	0
AL16	0	4.8	0	0
AL17	0	2.8	0	0
AL18	0	3.7	0	0
AL19	0	4	0	0
AL20	0	3.1	0	0
AL21	0	3.7	0	0
AL22	0	3.1	0	0
AL23	0	2.8	0	0
AL24	0	0	5.57	0
AL25	6.73	3.1	0	5.62279
AL26	9.27	2.7	0	5.85502
AL27	35.34	3.7	0	6.82561
AL28	8.76	2.1	0	5.81398
AL29	16.7	2.3	0	6.28194
AL30	16.7	4	4.51	6.28194
AL31	6.57	3.6	0	5.60533
AL32	36.52	3.3	0	6.84943
AL33	5.31	3.2	0	5.45091
AL34	16.42	4.6	0	6.26967
AL35	15.91	4.1	4.51	6.24679
AL36	16.25	4.1	0	6.26213
AL37	5.91	4.2	4.51	5.52855
AL38	26.48	3.7	0	6.61627
AL39	40.6	3.7	0	6.92624
AL40	27.04	3.6	0	6.63145
AL41	27.04	3.6	0	6.63145
AL42	29.25	2.5	0	6.68843
AL43	32.72	3	0	6.76974
AL44	32.72	2.8	0	6.76974
AL45	34.61	2.6	0	6.81047
AL46	60.2	0	0	7.21193
AL47	113.8	0	0	7.67376
AL48	113.8	0	0	7.67376
AL49	0	0	0	0
AL50	0	3.3	0	0
AL51	0	0	0	0
AL52	0	0	0	0
AL53	0	0	0	0
AL54	0	0	0	0
AL55	0	0	0	0
AL56	0	0	0	0
AM1	0	0	0	0
AM2	0	0	0	0
AM3	0	0	0	0
AM4	0	0	0	0
AM5	0	0	0	0
AM6	0	0	0	0
AM7	0	0	0	0
AM8	0	0	0	0
AM9	0	0	0	0
AM10	0	0	0	0
AM11	0	0	0	0
AM12	0	4.5	0	0
AM13	0	3	0	0
AM14	0	0	0	0
AM15	0	4	0	0
AM16	0	3.7	0	0
AM17	0	4.8	0	0
AM18	0	4.3	0	0
AM19	0	3.6	0	0
AM20	0	4.4	0	0
AM21	0	4.5	0	0
AM22	0	2.8	0	0
AM23	0	0	0	0
AM24	0	2.7	0	0
AM25	0	3.3	0	0
AM26	9.27	3.2	0	5.85502
AM27	0	0	0	0
AM28	14.4	2.2	0	6.17447
AM29	19.21	2.9	0	6.38349
AM30	18.56	2.8	0	6.35853
AM31	18.56	2.6	0	6.35853
AM32	36.52	3.9	0	6.84943
AM33	36.52	2.6	0	6.84943
AM34	16.42	2.5	0	6.26967
AM35	15.91	3.2	0	6.24679
AM36	16.25	4	0	6.26213
AM37	13.37	3.1	0	6.12064
AM38	13.97	2.6	0	6.15248
AM39	15	3.5	0	6.20407
AM40	18.98	2.8	0	6.37475
AM41	18.98	3.5	0	6.37475
AM42	103.2	5.1	0	7.60285
AM43	92.09	0	0	7.52023
AM44	86.91	3.1	0	7.47825
AM45	131.4	0	0	7.77805
AM46	113.8	0	0	7.67376
AM47	113.8	0	0	7.67376
AM48	0	0	0	0
AM49	0	0	0	0
AM50	0	0	0	0
AM51	0	0	0	0
AM52	0	0	0	0
AM53	0	0	0	0
AM54	0	0	0	0
AM55	0	0	0	0
AM56	0	0	0	0
AN1	0	0	0	0
AN2	0	0	0	0
AN3	0	0	0	0
AN4	0	0	0	0
AN5	0	0	0	0
AN6	0	0	0	0
AN7	0	0	0	0
AN8	0	0	0	0
AN9	0	0	0	0
AN10	0	0	0	0
AN11	0	2.7	0	0
AN12	0	0	0	0
AN13	0	4	0	0
AN14	0	0	0	0
AN15	0	3	0	0
AN16	0	3.5	0	0
AN17	0	3.4	0	0
AN18	0	4.1	0	0
AN19	0	3.7	0	0
AN20	0	3.5	0	0
AN21	0	3.7	0	0
AN22	0	0	0	0
AN23	0	3.1	0	0
AN24	0	3	0	0
AN25	0	3.3	0	0
AN26	0	3.1	0	0
AN27	0	2.5	0	0
AN28	26.05	2.4	0	6.6044
AN29	19.21	2.6	0	6.38349
AN30	8.53	2.9	0	5.79468
AN31	8.7	3.1	5.36	5.809
AN32	41.47	3.5	0	6.94162
AN33	32.34	2.9	0	6.76127
AN34	32.34	3.4	0	6.76127
AN35	11.18	2.9	0	5.9909
AN36	13.74	3.9	0	6.14044
AN37	43.11	4.5	0	6.96975
AN38	28.91	3.2	0	6.67995
AN39	15	2.9	0	6.20407
AN40	12.65	3.3	0	6.08049
AN41	103.2	4.4	0	7.60285
AN42	103.2	3.1	0	7.60285
AN43	92.09	0	0	7.52023
AN44	131.4	3	0	7.77805
AN45	131.4	2.8	0	7.77805
AN46	0	0	0	0
AN47	0	0	0	0
AN48	0	0	0	0
AN49	0	0	0	0
AN50	0	0	0	0
AN51	0	0	0	0
AN52	0	0	0	0
AN53	0	0	0	0
AN54	0	0	0	0
AN55	0	0	0	0
AN56	0	0	0	0
AO1	0	0	0	0
AO2	0	0	0	0
AO3	0	0	0	0
AO4	0	0	0	0
AO5	0	0	0	0
AO6	0	0	0	0
AO7	0	0	0	0
AO8	0	0	0	0
AO9	0	0	0	0
AO10	0	2.7	0	0
AO11	0	0	0	0
AO12	0	0	0	0
AO13	0	0	0	0
AO14	0	4.7	0	0
AO15	0	0	0	0
AO16	0	0	0	0
AO17	0	3	0	0
AO18	0	4	0	0
AO19	0	4.1	0	0
AO20	0	4	0	0
AO21	0	3.8	0	0
AO22	0	0	0	0
AO23	0	2.9	0	0
AO24	0	0	0	0
AO25	0	3.4	0	0
AO26	0	0	0	0
AO27	0	0	0	0
AO28	26.05	3.2	0	6.6044
AO29	0	3.2	0	0
AO30	0	3.2	0	0
AO31	10.92	3.7	0	5.97383
AO32	41.47	3.6	0	6.94162
AO33	41.47	5.3	0	6.94162
AO34	15.22	4.7	0	6.21463
AO35	19.08	2.7	0	6.37857
AO36	19.08	3.1	0	6.37857
AO37	43.11	2.3	0	6.96975
AO38	43.11	3.7	0	6.96975
AO39	103.2	3.4	0	7.60285
AO40	103.2	2.7	0	7.60285
AO41	103.2	3.7	0	7.60285
AO42	92.09	3.2	0	7.52023
AO43	131.4	0	0	7.77805
AO44	131.4	4.4	0	7.77805
AO45	92.93	2.2	0	7.52682
AO46	81.82	2.7	0	7.43448
AO47	8.62	0	0	5.8023
AO48	0	0	0	0
AO49	0	0	0	0
AO50	0	0	0	0
AO51	0	0	0	0
AO52	0	0	0	0
AO53	0	0	0	0
AO54	0	0	0	0
AO55	0	0	0	0
AO56	0	0	0	0
AP1	0	0	0	0
AP2	0	0	0	0
AP3	0	0	0	0
AP4	0	0	0	0
AP5	0	0	0	0
AP6	0	0	0	0
AP7	0	0	0	0
AP8	0	0	0	0
AP9	0	0	0	0
AP10	0	0	0	0
AP11	0	0	0	0
AP12	0	0	0	0
AP13	0	0	0	0
AP14	0	0	0	0
AP15	0	0	0	0
AP16	0	0	0	0
AP17	0	3.2	0	0
AP18	0	3.8	0	0
AP19	0	3.6	0	0
AP20	0	3	0	0
AP21	0	3	0	0
AP22	0	2.9	0	0
AP23	0	0	0	0
AP24	0	0	0	0
AP25	0	0	0	0
AP26	0	0	0	0
AP27	0	0	0	0
AP28	0	2.2	0	0
AP29	0	3.3	0	0
AP30	0	2.8	0	0
AP31	10.92	3	0	5.97383
AP32	17.44	0	0	6.31338
AP33	17.44	3.5	0	6.31338
AP34	21.94	2.9	0	6.47987
AP35	18.12	3.2	0	6.34112
AP36	14.61	2.3	0	6.18497
AP37	14.61	2.1	0	6.18497
AP38	0	0	0	0
AP39	39.63	0	0	6.9087
AP40	39.63	3.9	0	6.9087
AP41	131.4	3.2	0	7.77805
AP42	131.4	2.7	0	7.77805
AP43	131.4	0	0	7.77805
AP44	92.93	3.9	0	7.52682
AP45	92.93	0	0	7.52682
AP46	81.82	3.1	0	7.43448
AP47	6.59	3.2	0	5.60754
AP48	0	0	0	0
AP49	0	0	0	0
AP50	0	0	0	0
AP51	0	4.6	0	0
AP52	0	0	0	0
AP53	0	0	0	0
AP54	0	0	0	0
AP55	0	0	0	0
AP56	0	0	0	0
AQ1	0	0	0	0
AQ2	0	0	0	0
AQ3	0	0	0	0
AQ4	0	0	0	0
AQ5	0	0	0	0
AQ6	0	0	0	0
AQ7	0	0	0	0
AQ8	0	0	0	0
AQ9	0	0	0	0
AQ10	0	0	0	0
AQ11	0	0	0	0
AQ12	0	0	0	0
AQ13	0	0	0	0
AQ14	0	0	0	0
AQ15	0	0	0	0
AQ16	0	0	0	0
AQ17	0	3.6	0	0
AQ18	0	3.5	0	0
AQ19	0	3.6	0	0
AQ20	0	3.2	0	0
AQ21	0	3.4	0	0
AQ22	0	4	0	0
AQ23	0	3	0	0
AQ24	0	0	0	0
AQ25	0	0	0	0
AQ26	0	3.6	0	0
AQ27	0	2.9	0	0
AQ28	0	0	0	0
AQ29	0	3.5	0	0
AQ30	0	3.3	0	0
AQ31	0	0	0	0
AQ32	8.26	0	0	5.77136
AQ33	9.23	2.8	0	5.85189
AQ34	47.05	3.9	0	7.03317
AQ35	47.05	3.9	0	7.03317
AQ36	40.06	3.2	0	6.91653
AQ37	0	0	0	0
AQ38	0	0	0	0
AQ39	0	0	0	0
AQ40	0	0	0	0
AQ41	0	2.7	0	0
AQ42	0	0	0	0
AQ43	92.93	0	0	7.52682
AQ44	92.93	3	0	7.52682
AQ45	81.82	0	0	7.43448
AQ46	58.81	3.4	0	7.19498
AQ47	9.03	0	0	5.836
AQ48	0	0	0	0
AQ49	0	0	0	0
AQ50	0	0	0	0
AQ51	0	0	0	0
AQ52	0	0	0	0
AQ53	0	0	0	0
AQ54	0	0	0	0
AQ55	0	0	0	0
AQ56	0	0	0	0
AR1	0	0	0	0
AR2	0	0	0	0
AR3	0	0	0	0
AR4	0	0	0	0
AR5	0	0	0	0
AR6	0	0	0	0
AR7	0	0	0	0
AR8	0	0	0	0
AR9	0	0	0	0
AR10	0	0	0	0
AR11	0	0	0	0
AR12	0	0	0	0
AR13	0	0	0	0
AR14	0	3.8	0	0
AR15	0	4	0	0
AR16	0	0	0	0
AR17	0	0	0	0
AR18	0	4	0	0
AR19	0	4.4	0	0
AR20	0	0	0	0
AR21	0	4.3	0	0
AR22	0	2.6	0	0
AR23	0	0	0	0
AR24	0	0	0	0
AR25	0	0	0	0
AR26	0	4.2	0	0
AR27	0	0	0	0
AR28	0	2.8	0	0
AR29	0	2.7	0	0
AR30	0	3.3	0	0
AR31	0	2.9	0	0
AR32	0	3.1	0	0
AR33	0	3.6	7.13	0
AR34	22.46	3.6	0	6.49685
AR35	48.97	3.1	0	7.06218
AR36	48.97	3.8	0	7.06218
AR37	17.32	4.3	0	6.30837
AR38	0	2.7	0	0
AR39	0	0	0	0
AR40	0	0	0	0
AR41	0	0	0	0
AR42	0	0	0	0
AR43	57.24	0	0	7.17536
AR44	51.37	0	0	7.09688
AR45	51.37	0	0	7.09688
AR46	51.37	0	0	7.09688
AR47	0	3.9	0	0
AR48	0	0	0	0
AR49	0	0	0	0
AR50	0	0	0	0
AR51	0	0	0	0
AR52	0	0	0	0
AR53	0	0	0	0
AR54	0	0	0	0
AR55	0	0	0	0
AR56	0	0	0	0
AS1	0	0	0	0
AS2	0	0	0	0
AS3	0	0	0	0
AS4	0	0	0	0
AS5	0	0	0	0
AS6	0	0	0	0
AS7	0	0	0	0
AS8	0	0	0	0
AS9	0	0	0	0
AS10	0	0	0	0
AS11	0	0	0	0
AS12	0	0	0	0
AS13	0	0	0	0
AS14	0	0	0	0
AS15	0	0	0	0
AS16	0	0	0	0
AS17	0	0	0	0
AS18	0	0	0	0
AS19	0	0	0	0
AS20	0	0	0	0
AS21	0	0	0	0
AS22	0	3	0	0
AS23	0	0	0	0
AS24	0	0	0	0
AS25	0	0	0	0
AS26	0	3.7	0	0
AS27	0	3.1	0	0
AS28	0	0	0	0
AS29	0	3	0	0
AS30	0	0	0	0
AS31	0	3.6	0	0
AS32	0	3	0	0
AS33	0	3.4	0	0
AS34	48.97	0	0	7.06218
AS35	48.97	3.1	0	7.06218
AS36	0	0	0	0
AS37	0	0	0	0
AS38	0	0	0	0
AS39	0	0	0	0
AS40	0	0	0	0
AS41	57.24	0	0	7.17536
AS42	57.24	3.2	0	7.17536
AS43	57.24	0	0	7.17536
AS44	0	3	0	0
AS45	0	0	0	0
AS46	0	0	0	0
AS47	0	0	0	0
AS48	0	0	0	0
AS49	0	0	0	0
AS50	0	0	0	0
AS51	0	0	0	0
AS52	0	0	0	0
AS53	0	0	0	0
AS54	0	0	0	0
AS55	0	0	0	0
AS56	0	0	0	0
AT1	0	0	0	0
AT2	0	0	0	0
AT3	0	0	0	0
AT4	0	0	0	0
AT5	0	0	0	0
AT6	0	0	0	0
AT7	0	0	0	0
AT8	0	0	0	0
AT9	0	0	0	0
AT10	0	0	0	0
AT11	0	0	0	0
AT12	0	0	0	0
AT13	0	0	0	0
AT14	0	0	0	0
AT15	0	0	0	0
AT16	0	0	0	0
AT17	0	3.5	0	0
AT18	0	0	0	0
AT19	0	0	0	0
AT20	0	0	0	0
AT21	0	0	0	0
AT22	0	0	0	0
AT23	0	0	0	0
AT24	0	0	0	0
AT25	0	2.8	0	0
AT26	0	0	0	0
AT27	0	2.8	0	0
AT28	0	0	0	0
AT29	0	0	0	0
AT30	0	2.7	0	0
AT31	0	0	0	0
AT32	0	0	0	0
AT33	0	3.1	0	0
AT34	0	3.1	0	0
AT35	0	2.7	0	0
AT36	0	2.7	0	0
AT37	0	0	0	0
AT38	0	0	0	0
AT39	0	0	0	0
AT40	0	0	0	0
AT41	0	0	0	0
AT42	0	0	0	0
AT43	0	2.6	0	0
AT44	0	3	0	0
AT45	0	0	0	0
AT46	0	0	0	0
AT47	0	0	0	0
AT48	0	0	0	0
AT49	0	0	0	0
AT50	0	0	0	0
AT51	0	0	0	0
AT52	0	0	0	0
AT53	0	0	0	0
AT54	0	0	0	0
AT55	0	0	0	0
AT56	0	0	0	0
