#These data are freely available under tha Creative Commons Attribution 4.0 International Licence (CC BY 4.0)
# when using the data please cite:
# Petricca, Patrizio (2018): Revised dataset of known faults in Italy. GFZ Data Services. http://doi.org/10.5880/fidgeo.2018.003
#
#
#ID	Lf_max [km]	MwInstr_max	MwHist_max	PEMM
R27	23.27	2.5	0	6.52255
R28	14.73	0	0	6.1909
R29	10.25	0	0	5.92791
R30	23.98	0	0	6.54435
R31	21.4	0	0	6.46179
R32	21.4	0	0	6.46179
R33	20.8	0	0	6.44117
R34	11.81	0	0	6.03066
R35	19.04	0	0	6.37704
R36	15.02	0	0	6.20504
R37	28.95	0	0	6.68095
R38	16.45	0	0	6.271
R39	13.48	0	0	6.12658
R40	19.85	0	0	6.40726
R41	9.25	0	0	5.85346
R42	0	2.9	0	0
R43	0	2.8	0	0
R44	0	0	0	0
R45	0	3.5	0	0
R46	0	0	0	0
R47	0	3.8	0	0
R48	0	3.3	0	0
R49	0	0	0	0
R50	0	0	0	0
R51	0	3.4	0	0
R52	0	0	0	0
R53	0	0	0	0
R54	0	0	0	0
R55	0	0	0	0
R56	0	0	0	0
S1	0	3.4	4.51	0
S2	30.32	2.7	4.93	6.71449
S3	8.82	3.3	0	5.81893
S4	7.89	2.7	0	5.73812
S5	23.17	2.2	0	6.51943
S6	31.99	2.9	0	6.75337
S7	124.8	3.5	4.09	7.74068
S8	124.8	3.4	4.51	7.74068
S9	16.99	2.9	0	6.29442
S10	63.73	4.5	0	7.25325
S11	125.7	5.1	5.46	7.74589
S12	100.2	3.8	0	7.58145
S13	100.2	3.2	5.24	7.58145
S14	26.36	5	5.43	6.61298
S15	26.36	3.4	6.29	6.61298
S16	45.04	2.5	4.93	7.00151
S17	23.59	2.7	5.82	6.53246
S18	13.94	3.5	5.11	6.15092
S19	4.07	3.6	5.37	5.25802
S20	5.88	2.7	4.51	5.52486
S21	8.13	0	0	5.75985
S22	9.1	2.7	0	5.8416
S23	10.47	0	0	5.94331
S24	17.74	2.4	0	6.32575
S25	21.26	0	0	6.45703
S26	21.26	0	0	6.45703
S27	20.11	2.8	0	6.4167
S28	24.01	0	0	6.54525
S29	14.5	0	0	6.17948
S30	21.54	2.7	0	6.46652
S31	21.54	0	0	6.46652
S32	20.64	0	0	6.43557
S33	41.5	0	0	6.94214
S34	41.5	0	0	6.94214
S35	28.33	0	0	6.66525
S36	28.33	0	0	6.66525
S37	28.95	0	0	6.68095
S38	28.95	0	0	6.68095
S39	22.78	3.3	0	6.50711
S40	19.85	4.1	0	6.40726
S41	0	3.2	0	0
S42	0	3.3	0	0
S43	0	3	0	0
S44	0	3.2	0	0
S45	0	0	0	0
S46	0	3.7	0	0
S47	0	3.9	0	0
S48	0	3.7	0	0
S49	0	3.5	0	0
S50	0	4	0	0
S51	0	3.8	0	0
S52	0	0	0	0
S53	0	0	0	0
S54	0	0	0	0
S55	0	0	0	0
S56	0	0	0	0
T1	0	2.4	0	0
T2	35.68	2.1	0	6.83255
T3	13.15	2.7	0	6.10861
T4	23.17	2.6	0	6.51943
T5	48.66	0	0	7.05758
T6	41.17	2.8	5.25	6.93635
T7	56.7	3.3	5.5	7.16848
T8	56.7	2.8	0	7.16848
T9	124.8	2.2	4.72	7.74068
T10	0	3	0	0
T11	125.7	2.5	5.46	7.74589
T12	125.7	2.8	5.61	7.74589
T13	100.2	3.2	5.03	7.58145
T14	65.45	4.5	5.94	7.27257
T15	32.26	4.3	6.09	6.75947
T16	18.5	4	5.14	6.35618
T17	18.5	3.2	5.02	6.35618
T18	26.65	3.8	0	6.62091
T19	15.68	2.3	5.35	6.23623
T20	10.12	3.9	5.27	5.91865
T21	13.38	3.2	4.72	6.12118
T22	0	2.1	4.84	0
T23	10.47	0	5.14	5.94331
T24	10.47	2.9	0	5.94331
T25	21.26	2.6	0	6.45703
T26	23.4	3.5	0	6.52659
T27	23.4	3.2	0	6.52659
T28	25.31	2.6	0	6.5835
T29	25.31	0	0	6.5835
T30	18.81	0	0	6.36823
T31	21.54	0	0	6.46652
T32	12.73	0	0	6.08506
T33	31.54	0	0	6.7431
T34	38.12	0	0	6.88053
T35	21.54	0	0	6.46652
T36	23.31	0	0	6.5238
T37	19.66	0	0	6.40028
T38	30.11	3.8	0	6.70945
T39	18.22	3.3	0	6.34512
T40	16.62	3.6	0	6.27845
T41	16.62	3.3	0	6.27845
T42	0	3	0	0
T43	0	3.2	0	0
T44	0	3.6	0	0
T45	0	3	0	0
T46	0	3.6	0	0
T47	0	2.7	0	0
T48	0	3.9	0	0
T49	0	0	0	0
T50	0	0	0	0
T51	0	3.8	0	0
T52	0	0	0	0
T53	0	0	0	0
T54	0	0	0	0
T55	0	3.7	0	0
T56	0	0	0	0
U1	0	0	0	0
U2	35.68	0	4.72	6.83255
U3	32.67	0	0	6.76863
U4	20.58	3.4	0	6.43345
U5	55.05	2.7	4.72	7.14706
U6	55.31	3.1	5.03	7.15048
U7	57.87	3.6	6.48	7.1833
U8	55.31	3.5	0	7.15048
U9	124.8	3.4	4.79	7.74068
U10	124.8	2.6	4.11	7.74068
U11	78.74	2.9	0	7.40665
U12	125.7	2.9	5.11	7.74589
U13	125.7	4.1	5.78	7.74589
U14	72.87	4.4	5.58	7.35046
U15	22.93	4.3	5.88	6.51187
U16	32.26	4.2	5.35	6.75947
U17	49.13	4.4	5.35	7.06455
U18	49.13	2.7	0	7.06455
U19	26.65	2.5	4.92	6.62091
U20	3.76	3.2	5.57	5.20056
U21	10.49	3.4	5.67	5.9447
U22	9.05	2.1	4.72	5.8376
U23	6.02	0	4.85	5.54193
U24	6.02	0	0	5.54193
U25	0	2.7	0	0
U26	0	0	0	0
U27	13.48	2.1	0	6.12658
U28	14.18	2.1	0	6.1633
U29	28.23	0	0	6.66269
U30	28.23	0	0	6.66269
U31	14.55	0	0	6.18198
U32	23.94	0	0	6.54314
U33	24.43	0	0	6.55783
U34	38.12	0	0	6.88053
U35	21.54	0	0	6.46652
U36	19.66	0	0	6.40028
U37	19.66	0	0	6.40028
U38	0	3.1	0	0
U39	30.11	3.5	0	6.70945
U40	16.28	4.2	0	6.26346
U41	0	4.5	0	0
U42	0	3	0	0
U43	0	0	0	0
U44	0	2.9	0	0
U45	0	2.5	0	0
U46	0	3.9	0	0
U47	0	0	4.72	0
U48	0	3.9	0	0
U49	0	3.2	0	0
U50	0	3.3	0	0
U51	0	3.4	0	0
U52	0	0	0	0
U53	0	0	0	0
U54	0	0	0	0
U55	0	0	0	0
U56	0	0	0	0
V1	0	0	4.51	0
V2	35.68	2.2	4.51	6.83255
V3	32.67	3.5	4.9	6.76863
V4	34.19	3.6	4.63	6.80161
V5	55.05	4	6.32	7.14706
V6	62.82	3.2	6.14	7.24282
V7	57.87	0	4.93	7.1833
V8	55.31	0	4.72	7.15048
V9	0	2.4	0	0
V10	0	2.6	0	0
V11	30.81	3.2	0	6.72612
V12	30.81	3	0	6.72612
V13	29.91	4	0	6.70461
V14	72.87	4	5.68	7.35046
V15	26.38	4.1	4.57	6.61353
V16	15.05	3.3	4.69	6.20649
V17	17.81	3.8	6.42	6.32861
V18	49.13	4.1	5.14	7.06455
V19	49.13	4.2	5.14	7.06455
V20	51.45	3.4	0	7.09801
V21	20.97	2.7	4.72	6.44707
V22	3.09	3.4	4.72	5.05823
V23	5.62	3.4	4.72	5.49206
V24	2.2	2.1	5.14	4.81185
V25	0	2.7	4.85	0
V26	0	2.9	0	0
V27	19.51	4.6	0	6.39473
V28	15.83	2.7	0	6.24313
V29	19.32	0	0	6.38763
V30	19.28	2.1	0	6.38613
V31	33.11	0	0	6.77833
V32	33.11	0	0	6.77833
V33	33.11	0	0	6.77833
V34	12.52	2.4	0	6.073
V35	18.49	3.2	0	6.35578
V36	22.78	0	0	6.50711
V37	22.78	2.4	0	6.50711
V38	0	3	0	0
V39	0	3.8	0	0
V40	0	3.4	0	0
V41	29.95	3.4	4.6	6.70558
V42	31.98	2.9	5.14	6.75315
V43	30.82	0	4.65	6.72635
V44	0	3.5	0	0
V45	0	2.4	0	0
V46	14.05	2.6	0	6.15662
V47	0	4.3	0	0
V48	0	3.2	0	0
V49	0	3.2	0	0
V50	0	3.1	0	0
V51	0	3.3	0	0
V52	0	0	0	0
V53	0	0	0	0
V54	0	0	0	0
V55	0	0	0	0
V56	0	0	0	0
W1	0	0	0	0
W2	0	2.3	0	0
W3	5.95	2.4	0	5.53344
W4	76.33	4.4	5.14	7.3841
W5	55.05	4.4	5.78	7.14706
W6	62.82	2.7	5.71	7.24282
W7	62.82	3.2	4.3	7.24282
W8	0	2.2	0	0
W9	0	2.2	0	0
W10	0	2.7	0	0
W11	0	2.2	0	0
W12	0	3.3	0	0
W13	13.29	3.7	0	6.11629
W14	144.7	2.5	5.94	7.84798
W15	144.7	2.8	6.14	7.84798
W16	19.04	3.3	4.72	6.37704
W17	21.71	3.4	6.42	6.47222
W18	21.74	5.3	6.25	6.47322
W19	41.22	5.4	0	6.93723
W20	51.45	4.5	5.57	7.09801
W21	51.45	4.1	5.66	7.09801
W22	19.94	3.7	4.72	6.41054
W23	7.05	3.2	5.21	5.65648
W24	7.38	3.7	5.14	5.68965
W25	10.16	3.9	5.54	5.92151
W26	12.96	3.5	5.46	6.09805
W27	12.96	0	0	6.09805
W28	9.47	2.7	0	5.8705
W29	21.49	2.8	0	6.46483
W30	13.68	2.4	0	6.13726
W31	11.56	2.2	0	6.01514
W32	12.33	3.3	0	6.06191
W33	13.48	4	0	6.12658
W34	22.34	0	0	6.49297
W35	22.96	0	0	6.51282
W36	22.96	3.2	0	6.51282
W37	11.02	3.1	0	5.98044
W38	45.8	3.4	0	7.01365
W39	45.8	4	0	7.01365
W40	12.58	4.3	0	6.07647
W41	29.95	3.2	0	6.70558
W42	31.98	3	0	6.75315
W43	19.65	3.1	0	6.39992
W44	83.43	2.7	0	7.44861
W45	83.43	2.6	0	7.44861
W46	83.43	3.7	0	7.44861
W47	0	3.3	0	0
W48	0	3.9	0	0
W491	0	3.7	0	0
W50	0	4.5	0	0
W51	0	4.6	0	0
W52	0	3.1	0	0
W53	0	3.2	0	0
W54	0	3.9	0	0
W55	0	0	0	0
W56	0	0	0	0
X1	0	0	0	0
X2	15.3	2.1	0	6.21843
X3	2.72	0	0	4.96573
X4	76.33	3.5	5.85	7.3841
X5	68.94	3.8	6.04	7.31025
X6	26.94	2.7	4.72	6.62876
X7	62.82	2.9	4.51	7.24282
X8	62.82	0	0	7.24282
X9	0	2.2	0	0
X10	0	2.2	0	0
X11	0	0	0	0
X12	0	2.5	0	0
X13	0	2.4	0	0
X14	33.4	3	0	6.78466
X15	144.7	3.3	4.72	7.84798
X16	89.29	4.2	5.46	7.49784
X17	14.16	3.6	6.21	6.16228
X18	18.88	4.4	5.3	6.37092
X19	16.33	5.8	6.31	6.26569
X20	23.98	5.5	6.38	6.54435
X21	14.49	3.6	6.74	6.17898
X22	23.92	3.8	5.49	6.54253
X23	23.92	3.6	4.65	6.54253
X24	10.55	4.3	5.14	5.94883
X25	7.46	3.9	4.72	5.69747
X26	9.37	3.6	4.52	5.86281
X27	2.42	0	0	4.88097
X28	8.35	2.5	4.72	5.77922
X29	22.8	2.8	4.72	6.50775
X30	22.8	3.7	0	6.50775
X31	19	3.1	0	6.37552
X32	19	2.1	0	6.37552
X33	24.47	0	0	6.55902
X34	24.47	2.3	0	6.55902
X35	16.13	2.6	0	6.25675
X36	21.52	0	0	6.46585
X37	44.24	0	0	6.98851
X38	44.24	3.6	0	6.98851
X39	59.05	4.1	0	7.19794
X40	59.05	4.3	0	7.19794
X41	16.03	3.2	0	6.25224
X42	18.86	4	5.14	6.37015
X43	83.43	3.7	6.46	7.44861
X44	83.43	2.8	4.72	7.44861
X45	58.63	3.4	0	7.19276
X46	60.05	4.1	0	7.21012
X47	0	3.9	0	0
X48	0	3.4	0	0
X49	0	4.7	0	0
X50	0	3.7	0	0
X51	0	4	0	0
X52	0	3.2	0	0
X53	0	0	0	0
X54	0	2.7	0	0
X55	0	0	0	0
X56	0	0	0	0
Y1	0	2.3	0	0
Y2	15.3	2.6	0	6.21843
Y3	18.33	3.1	0	6.34948
Y4	76.33	4.9	5.39	7.3841
Y5	68.94	4.1	6.44	7.31025
Y6	68.94	3.5	5.14	7.31025
Y7	52.57	0	0	7.11363
Y8	0	3	0	0
Y9	0	2.1	0	0
Y10	0	3.4	0	0
Y11	0	2.9	0	0
Y12	0	2.2	0	0
Y13	0	2.4	0	0
Y14	0	3.3	0	0
Y15	144.7	3.6	0	7.84798
Y16	144.7	3.5	5.8	7.84798
Y17	89.29	3.2	4.58	7.49784
Y18	9.2	3.1	6.13	5.84953
Y19	14.69	3.8	5.95	6.18893
Y20	23.98	3.3	5.92	6.54435
Y21	17.05	5	5.93	6.29698
Y22	17.05	6.1	6.72	6.29698
Y23	23.92	4.2	5.56	6.54253
Y24	19.51	4	4.75	6.39473
Y25	5.65	2.8	5.23	5.49592
Y26	5.61	2.7	5.57	5.49077
Y27	3.87	2.9	0	5.22148
Y28	17.12	0	0	6.29995
Y29	17.96	2.4	0	6.33469
Y30	17.96	2.9	0	6.33469
Y31	14.36	5.1	0	6.17245
Y32	19.42	4	0	6.39138
Y33	18.07	5.4	0	6.33912
Y34	15.19	0	0	6.2132
Y35	17.99	0	0	6.3359
Y36	17.99	0	0	6.3359
Y37	7.43	2.8	0	5.69455
Y38	44.24	3.5	4.93	6.98851
Y39	59.05	3.8	4.72	7.19794
Y40	0	4.3	0	0
Y41	7.88	3.2	5.58	5.7372
Y42	12.55	2.7	5.14	6.07474
Y43	31.1	2.7	4.29	6.73291
Y44	22.73	3.9	0	6.50552
Y45	31.84	3.5	0	6.74997
Y46	21.85	3.3	0	6.47688
Y47	0	2.9	0	0
Y48	0	3.7	0	0
Y49	0	3.9	0	0
Y50	0	3.1	0	0
Y51	0	3	0	0
Y52	0	0	0	0
Y53	0	2.8	0	0
Y54	0	3.3	0	0
Y55	0	0	0	0
Y56	0	0	0	0
Z1	0	0	0	0
Z2	0	2.1	4.72	0
Z3	6.36	2.8	7.02	5.58177
Z4	76.33	5.2	4.51	7.3841
Z5	28.31	5.6	6.98	6.66474
Z6	68.94	3.5	5.14	7.31025
Z7	52.57	2.6	5.57	7.11363
Z8	52.57	2.6	0	7.11363
Z9	0	2.6	0	0
Z10	0	2.8	0	0
Z11	0	2.2	0	0
Z12	0	2.9	0	0
Z13	0	2.6	0	0
Z14	0	2.8	0	0
Z15	98.2	3	0	7.56683
Z16	144.7	3.7	4.62	7.84798
Z17	144.7	4.9	5.57	7.84798
Z18	144.7	3.3	5.14	7.84798
Z19	0	4.1	5.59	0
Z20	5.81	4.1	5.84	5.51617
Z21	23.93	3.6	5.68	6.54283
Z22	17.02	5.4	6.41	6.2957
Z23	12.52	4.2	4.93	6.073
Z24	21.73	4	7	6.47289
Z25	21.73	4.8	6.29	6.47289
Z26	17.54	2.9	0	6.31753
Z27	4.18	2.2	0	5.27736
Z28	18.72	0	0	6.36475
Z29	8.63	0	5.14	5.80314
Z30	13.19	3.6	0	6.11081
Z31	18.04	3.3	0	6.33792
Z32	29.76	3.2	0	6.70097
Z33	29.76	4.7	0	6.70097
Z34	33.5	2.6	0	6.78682
Z35	33.5	0	0	6.78682
Z36	16.27	2.6	0	6.26302
Z37	5.11	2.7	0	5.42306
Z38	59.05	3.1	0	7.19794
Z39	69.18	4.1	0	7.31277
Z40	69.18	5.6	5.76	7.31277
Z41	10.89	3.4	5.26	5.97184
Z42	10.8	3.1	4.93	5.96582
Z43	33.45	3.3	4.51	6.78574
Z44	15.08	2.7	0	6.20793
Z45	31.84	3.3	0	6.74997
Z46	41.5	2.7	0	6.94214
Z47	0	2.3	0	0
Z48	0	3.4	0	0
Z49	0	4.2	0	0
Z50	0	3.1	0	0
Z51	0	3.2	0	0
Z52	0	3.3	0	0
Z53	0	2.8	0	0
Z54	0	0	0	0
Z55	0	0	0	0
Z56	0	0	0	0
AA1	0	2.5	0	0
AA2	0	3.8	0	0
AA3	0	2.2	6.54	0
AA4	76.33	2.8	4.83	7.3841
AA5	12.09	3.2	4.72	6.04765
AA6	68.94	3	4.72	7.31025
AA7	13.77	2.8	0	6.14202
AA8	13.38	2.1	0	6.12118
AA9	0	2.6	0	0
AA10	0	0	0	0
AA11	0	2.2	0	0
AA12	0	3.2	5.23	0
AA13	0	2.4	4.72	0
AA14	0	2.4	0	0
AA15	36.84	3	5.14	6.85575
AA16	36.84	2.4	0	6.85575
AA17	98.2	4.2	0	7.56683
AA18	116.5	5	0	7.69076
AA19	116.5	3.9	5.34	7.69076
AA20	116.5	4	4.93	7.69076
AA21	116.5	2.5	5.14	7.69076
AA22	12.75	2.7	4.72	6.0862
AA23	20.64	3.7	4.72	6.43557
AA24	20.64	3.7	4.6	6.43557
AA25	35.12	5.9	5.52	6.82108
AA26	24.42	3.9	6.59	6.55754
AA27	24.42	3.1	5.14	6.55754
AA28	18.72	2.4	0	6.36475
AA29	4.61	3.4	5.79	5.34838
AA30	13.92	0	0	6.14988
AA31	14.06	3.5	0	6.15714
AA32	14.49	5.3	0	6.17898
AA33	29.76	3	0	6.70097
AA34	33.93	4.6	0	6.79608
AA35	33.93	3	0	6.79608
AA36	14.24	3.5	0	6.16636
AA37	0	2.6	0	0
AA38	69.18	4.5	0	7.31277
AA39	69.18	4.5	0	7.31277
AA40	0	4.3	0	0
AA41	4.98	2.9	0	5.40437
AA42	33.45	4.3	0	6.78574
AA43	33.45	4.2	4.72	6.78574
AA44	12.47	2.7	0	6.0701
AA45	17.75	2.9	0	6.32616
AA46	41.5	3	0	6.94214
AA47	0	3.3	0	0
AA48	0	3.6	0	0
AA49	0	3.5	0	0
AA50	0	3.3	0	0
AA51	0	3.4	0	0
AA52	0	3.2	0	0
AA53	0	0	0	0
AA54	0	0	0	0
AA55	0	0	0	0
AA56	0	0	0	0
AB1	0	2.4	0	0
AB2	0	2.2	0	0
AB3	0	2.3	5.14	0
AB4	0	3.8	5.14	0
AB5	0	4.4	5.35	0
AB6	0	3.3	5.14	0
AB7	0	3.7	5.89	0
AB8	0	4.1	5.14	0
AB9	0	2.4	5.57	0
AB10	0	2.5	4.51	0
AB11	0	2.8	0	0
AB12	0	2.5	0	0
AB13	0	0	0	0
AB14	0	2.4	0	0
AB15	29.4	2.3	5.14	6.69214
AB16	36.84	2.5	0	6.85575
AB17	41.04	2.5	0	6.93406
AB18	41.04	4	0	6.93406
AB19	30.42	3.4	5.06	6.71688
AB20	30.42	3.9	0	6.71688
AB21	116.5	2.3	0	7.69076
AB22	116.5	3.5	4.43	7.69076
AB23	14.13	2.8	6.83	6.16074
AB24	14.13	3.7	5.14	6.16074
AB25	35.12	4.1	5.76	6.82108
AB26	28.69	3.3	5.27	6.67441
AB27	19.29	3.4	5.14	6.3865
AB28	44.47	2.9	4.51	6.99227
AB29	34	3.7	5.35	6.79757
AB30	16.85	3.3	0	6.28842
AB31	21.55	4	0	6.46686
AB32	28.59	0	0	6.67188
AB33	29.74	0	0	6.70048
AB34	33.93	3.3	0	6.79608
AB35	25.54	2.9	0	6.59006
AB36	18.78	4	0	6.36707
AB37	18.78	3.9	0	6.36707
AB38	69.18	4.6	0	7.31277
AB39	0	3.9	0	0
AB40	2.5	4	0	4.90456
AB41	11.83	4.7	0	6.03188
AB42	33.45	4.2	5.31	6.78574
AB43	25.49	4.7	4.51	6.58864
AB44	16.98	3.9	0	6.294
AB45	17.75	3	0	6.32616
AB46	20.58	3.5	0	6.43345
AB47	0	3.6	0	0
AB48	0	3.3	0	0
AB49	0	3.7	0	0
AB50	0	3.4	0	0
AB51	0	3.3	0	0
AB52	0	3.3	0	0
AB53	0	3.6	0	0
AB54	0	4	0	0
AB55	0	0	0	0
AB56	0	0	0	0
AC1	0	3.5	0	0
AC2	0	2.1	0	0
AC3	0	2.8	0	0
AC4	0	3.2	4.72	0
AC5	0	3	6.23	0
AC6	0	4.8	5.57	0
AC7	0	3.4	0	0
AC8	0	4.2	5.14	0
AC9	0	3	6.05	0
AC10	0	2.9	0	0
AC11	0	2.8	0	0
AC12	0	0	0	0
AC13	0	0	4.51	0
AC14	0	2.6	0	0
AC15	0	2.3	0	0
AC16	0	0	0	0
AC17	36.72	2.1	0	6.85339
AC18	51.64	3.2	0	7.10069
AC19	51.64	2.7	0	7.10069
AC20	51.64	2.4	0	7.10069
AC21	0	0	0	0
AC22	6.97	2.7	5.21	5.6482
AC23	11.81	2.4	0	6.03066
AC24	9.51	2.6	0	5.87356
AC25	5.21	3.5	5.14	5.43712
AC26	28.69	5	6.62	6.67441
AC27	27.03	4.2	6.98	6.63118
AC28	44.47	3.7	4.73	6.99227
AC29	34	3.4	5.14	6.79757
AC30	25.71	2.4	5.14	6.59487
AC31	21.55	4.6	0	6.46686
AC32	28.59	2.2	0	6.67188
AC33	13.58	2.1	0	6.13194
AC34	11.67	3.6	0	6.02201
AC35	22.51	3.4	0	6.49847
AC36	15.25	3.6	0	6.21606
AC37	0	2.6	0	0
AC38	46.38	3.6	0	7.02277
AC39	46.38	4.8	5.18	7.02277
AC40	0	3.7	0	0
AC41	3.62	3.6	6.47	5.17304
AC42	12.1	4.4	5.64	6.04825
AC43	6.07	3.4	4.72	5.54793
AC44	6.3	3.4	4.91	5.5749
AC45	3.04	2.9	4.8	5.0464
AC46	30.14	3.1	4.93	6.71017
AC47	30.14	3.6	0	6.71017
AC48	0	4.5	0	0
AC49	0	2.9	0	0
AC50	0	3.4	0	0
AC51	0	3.6	0	0
AC52	0	3.5	0	0
AC53	0	3.6	0	0
AC54	0	3.8	0	0
AC55	0	3.2	0	0
AC56	0	0	0	0
AD1	0	4.3	0	0
AD2	0	0	0	0
AD3	0	2.2	4.93	0
AD4	0	4.4	5.14	0
AD5	0	4.1	5.35	0
AD6	0	3.9	4.93	0
AD7	0	4.2	0	0
AD8	0	3.5	0	0
AD9	0	4.4	5.99	0
AD10	0	4.1	0	0
AD11	0	3.7	0	0
AD12	0	2.9	0	0
AD13	0	0	0	0
AD14	0	2.6	0	0
AD15	0	2.3	0	0
AD16	0	2.7	0	0
AD17	0	2.9	0	0
AD18	0	2.2	4.75	0
AD19	35.4	3.2	0	6.82684
AD20	26.22	2.5	0	6.60912
AD21	0	2.2	0	0
AD22	0	2.4	0	0
AD23	57.41	2.9	0	7.17751
AD24	18.29	2.6	0	6.3479
AD25	7.12	5.4	4.66	5.66364
AD26	7.79	4.2	5.53	5.72887
AD27	16.16	4.2	7.22	6.2581
AD28	44.47	4.7	5.37	6.99227
AD29	13.11	2.8	5.14	6.1064
AD30	23.69	2.8	5.57	6.53552
AD31	17.96	3.9	0	6.33469
AD32	20.4	2.5	0	6.42708
AD33	14.53	2.4	0	6.18098
AD34	11.67	2.7	0	6.02201
AD35	38.05	4.1	0	6.87919
AD36	18.55	3.9	0	6.35813
AD37	3.71	4.7	0	5.19085
AD38	0	4.9	0	0
AD39	46.38	4.2	5.47	7.02277
AD40	0	4.4	4.72	0
AD41	8.02	4.5	5.57	5.74997
AD42	8.07	4.2	4.93	5.75448
AD43	5.28	4.4	5.32	5.4468
AD44	4	4.6	4.3	5.24544
AD45	22.33	4.3	5.86	6.49264
AD46	30.14	3.9	5.26	6.71017
AD47	19.35	3.4	4.72	6.38876
AD48	33.88	3.3	0	6.79501
AD49	0	3.1	0	0
AD50	0	2.5	0	0
AD51	0	3.7	0	0
AD52	0	3.4	0	0
AD53	0	3.5	0	0
AD54	0	4.1	0	0
AD55	0	3.6	0	0
AD56	0	0	0	0
AE1	0	0	0	0
AE2	0	0	0	0
AE3	0	0	0	0
AE4	0	3.6	0	0
AE5	0	3.3	0	0
AE6	0	3.5	0	0
AE7	0	3.3	0	0
AE8	0	3.2	0	0
AE9	0	2.9	0	0
AE10	0	4.3	0	0
AE11	0	4.2	0	0
AE12	0	3.5	0	0
AE13	0	3.5	0	0
AE14	0	3.2	0	0
AE15	0	0	0	0
AE16	0	2.6	0	0
AE17	0	2.2	0	0
AE18	0	3.8	0	0
AE19	35.4	3.6	0	6.82684
AE20	35.4	0	0	6.82684
AE21	26.99	2.1	0	6.63011
AE22	0	2.2	0	0
AE23	57.41	2.8	4.72	7.17751
AE24	17.26	2.4	0	6.30586
AE25	9.72	4.3	5.18	5.8894
AE26	10.76	3.8	0	5.96313
AE27	18.11	3.7	6.12	6.34072
AE28	19.19	3.2	6.64	6.38274
AE29	13.2	3.6	4.72	6.11136
AE30	27.48	4.2	0	6.64316
AE31	10.97	4.1	4.51	5.97715
AE32	10.48	3.2	0	5.944
AE33	8.82	4.9	0	5.81893
AE34	11.13	3.5	0	5.98765
AE35	38.05	5.3	0	6.87919
AE36	18.55	3.5	0	6.35813
AE37	14.95	5.4	0	6.20165
AE38	14.09	4	0	6.15868
AE39	50.86	5.3	4.73	7.08965
AE40	50.86	4.6	4.88	7.08965
AE41	50.86	4.2	6.15	7.08965
AE42	12.27	4.5	5.14	6.05837
AE43	33.84	4.8	6.23	6.79415
AE44	33.84	4.3	5.35	6.79415
AE45	16.28	3.8	7.41	6.26346
AE46	18.67	3.8	4.83	6.36281
AE47	21.32	4	4.72	6.45907
AE48	0	3.2	0	0
AE49	0	3	4.51	0
AE50	0	3.5	0	0
AE51	0	4.3	0	0
AE52	0	2.5	0	0
AE53	0	4	0	0
AE54	0	3.3	0	0
AE55	0	3.3	0	0
AE56	0	0	0	0
AF1	0	2.6	0	0
AF2	0	0	0	0
AF3	0	2.8	0	0
AF4	0	2.2	0	0
AF5	0	3.1	0	0
AF6	0	3	0	0
AF7	0	3.6	0	0
AF8	0	4.6	0	0
AF9	0	2.2	0	0
AF10	0	0	0	0
AF11	0	3.1	0	0
AF12	0	2.6	0	0
AF13	0	3.2	0	0
AF14	0	3.8	0	0
AF15	0	3.3	0	0
AF16	0	4.2	0	0
AF17	0	2.8	0	0
AF18	0	4.3	0	0
AF19	0	5.4	0	0
AF20	0	2.7	0	0
AF21	26.99	4.2	0	6.63011
AF22	0	2.6	0	0
AF23	57.41	3.2	0	7.17751
AF24	17.26	4.1	4.89	6.30586
AF25	33.97	4.1	6.66	6.79693
AF26	35.63	3.1	0	6.83153
AF27	21.7	3.4	4.51	6.47189
AF28	19.99	3.2	6.62	6.41236
AF29	20.28	4.6	6.79	6.4228
AF30	27.48	4.9	5.14	6.64316
AF31	27.48	3.5	0	6.64316
AF32	11.03	3	0	5.9811
AF33	9.26	4.6	0	5.85424
AF34	21.63	4.4	0	6.46954
AF35	32.98	5.8	0	6.77548
AF36	32.98	4.5	0	6.77548
AF37	14.19	4.2	0	6.16381
AF38	21.57	5.2	5.35	6.46753
AF39	12.93	4.2	0	6.09637
AF40	12.65	3.5	4.51	6.08049
AF41	46.64	4.1	4.89	7.02683
AF42	46.64	4.1	5.55	7.02683
AF43	59.2	4.4	4.72	7.19978
AF44	81.87	5.4	4.72	7.43492
AF45	81.87	4.2	0	7.43492
AF46	81.87	3.4	5.78	7.43492
AF47	81.87	3.5	0	7.43492
AF48	24.46	3.6	0	6.55872
AF49	28.01	3.7	0	6.65701
AF50	0	3.3	0	0
AF51	0	3	0	0
AF52	0	3.7	0	0
AF53	0	3.2	0	0
AF54	0	0	0	0
AF55	0	0	0	0
AF56	0	0	0	0
AG1	0	0	0	0
AG2	0	0	0	0
AG3	0	0	0	0
AG4	0	0	0	0
AG5	0	2.5	0	0
AG6	0	4.1	0	0
AG7	0	3.7	0	0
AG8	0	4.4	0	0
AG9	0	2.6	0	0
AG10	0	0	0	0
AG11	0	0	0	0
AG12	0	3	0	0
AG13	0	3	0	0
AG14	0	3.3	0	0
AG15	0	2.4	0	0
AG16	0	2.1	0	0
AG17	0	3.1	0	0
AG18	0	4.4	0	0
AG19	0	4.2	0	0
AG20	4.89	2.6	0	5.39115
