2005-01-01,2.2184597571e-05
2005-01-02,2.2184597571e-05
2005-01-03,2.2184597571e-05
2005-01-04,2.2184597571e-05
2005-01-05,2.2184597571e-05
2005-01-06,-0.115645452121
2005-01-07,-0.193161830715
2005-01-08,-0.126511645699
2005-01-09,-0.0604637549871
2005-01-10,-0.146137567797
2005-01-11,-0.097256691918
2005-01-12,-0.117974296466
2005-01-13,0.0562998180698
2005-01-14,0.0393368583825
2005-01-15,0.0161035008379
2005-01-16,-0.0529147790865
2005-01-17,-0.0575550791846
2005-01-18,-0.0968397729725
2005-01-19,-0.0214519843422
2005-01-20,0.00554196594115
2005-01-21,0.0247172308667
2005-01-22,-0.0941580895208
2005-01-23,0.080921396366
2005-01-24,-0.105912672921
2005-01-25,-0.0910766984235
2005-01-26,0.0378938649043
2005-01-27,0.028031858796
2005-01-28,-0.00820912951362
2005-01-29,-0.00230497038007
2005-01-30,0.0706101638664
2005-01-31,0.137070607602
2005-02-01,0.102187816518
2005-02-02,0.184463118285
2005-02-03,0.0240772146301
2005-02-04,0.0554179152499
2005-02-05,-0.00880325289039
2005-02-06,-0.0304771408922
2005-02-07,-0.0130946873822
2005-02-08,-0.0146015679243
2005-02-09,0.00638208988154
2005-02-10,-0.030882587442
2005-02-11,-0.00406037666899
2005-02-12,-0.0434607771787
2005-02-13,0.00960630110333
2005-02-14,0.0710979812232
2005-02-15,0.0224565239989
2005-02-16,-0.0241465820195
2005-02-17,0.029113277393
2005-02-18,0.0108225681282
2005-02-19,0.0293639988104
2005-02-20,-0.0474413418621
2005-02-21,0.0969426581477
2005-02-22,-0.00150072484056
2005-02-23,-0.0507557118981
2005-02-24,0.0087173023889
2005-02-25,0.0907844200488
2005-02-26,0.0567542854834
2005-02-27,0.0953204109826
2005-02-28,0.00253696249071
2005-03-01,0.0816122975263
2005-03-02,0.0468197892299
2005-03-03,0.0926431758215
2005-03-04,0.0560383261998
2005-03-05,0.0314117778592
2005-03-06,0.0458126650486
2005-03-07,0.0471926962922
2005-03-08,0.0838522491348
2005-03-09,0.0947795792163
2005-03-10,0.026751556073
2005-03-11,0.0803776093703
2005-03-12,0.0687991789624
2005-03-13,0.123870566736
2005-03-14,0.0794859946486
2005-03-15,0.110238176918
2005-03-16,0.119610486078
2005-03-17,0.0689821603204
2005-03-18,0.0811560494348
2005-03-19,0.0414748116587
2005-03-20,0.128637556747
2005-03-21,0.0435009222204
2005-03-22,-0.00428726301339
2005-03-23,0.077815313914
2005-03-24,0.0384646837406
2005-03-25,0.0251399040534
2005-03-26,0.0646903573023
2005-03-27,0.0182555610252
2005-03-28,-0.00555713329618
2005-03-29,0.00258806191434
2005-03-30,
